Frame,cL,yL,xL,AmpL,cR,yR,xR,AmpR,Time
1672,214.0,170.0,327.0,463.0,216.0,168.0,91.0,666.0,0.01672
1673,214.0,170.0,327.0,455.0,216.0,168.0,91.0,668.0,0.01673
1674,214.0,170.0,327.0,477.0,216.0,168.0,91.0,669.0,0.01674
1675,214.0,170.0,327.0,485.0,216.0,168.0,91.0,655.0,0.01675
1676,214.0,170.0,327.0,479.0,216.0,168.0,91.0,665.0,0.01676
1677,214.0,170.0,327.0,490.0,216.0,168.0,91.0,674.0,0.01677
1678,214.0,170.0,327.0,487.0,216.0,168.0,91.0,674.0,0.01678
1679,214.0,170.0,327.0,464.0,216.0,168.0,91.0,672.0,0.01679
1680,214.0,170.0,327.0,481.0,216.0,168.0,91.0,674.0,0.0168
1681,214.0,170.0,327.0,479.0,216.0,168.0,91.0,665.0,0.01681
1682,214.0,170.0,327.0,484.0,216.0,168.0,91.0,675.0,0.01682
1683,214.0,170.0,327.0,473.0,216.0,168.0,91.0,683.0,0.01683
1684,214.0,170.0,327.0,475.0,216.0,168.0,91.0,682.0,0.01684
1685,214.0,170.0,327.0,476.0,216.0,168.0,91.0,678.0,0.01685
1686,214.0,170.0,327.0,481.0,216.0,168.0,91.0,683.0,0.01686
1687,214.0,170.0,327.0,477.0,216.0,168.0,91.0,663.0,0.01687
1688,214.0,170.0,327.0,475.0,216.0,168.0,91.0,699.0,0.01688
1689,214.0,170.0,327.0,455.0,217.0,167.0,91.0,679.0,0.01689
1690,214.0,170.0,327.0,483.0,217.0,167.0,91.0,683.0,0.0169
1691,214.0,170.0,327.0,451.0,217.0,167.0,91.0,689.0,0.01691
1692,214.0,170.0,327.0,448.0,217.0,167.0,91.0,689.0,0.01692
1693,214.0,170.0,327.0,460.0,217.0,167.0,91.0,688.0,0.01693
1694,214.0,170.0,327.0,462.0,217.0,167.0,91.0,678.0,0.01694
1695,215.0,169.0,327.0,459.0,217.0,167.0,91.0,692.0,0.01695
1696,215.0,169.0,327.0,445.0,217.0,167.0,91.0,673.0,0.01696
1697,215.0,169.0,327.0,448.0,217.0,167.0,91.0,687.0,0.01697
1698,215.0,169.0,327.0,462.0,217.0,167.0,91.0,666.0,0.01698
1699,215.0,169.0,327.0,473.0,217.0,167.0,91.0,667.0,0.01699
1700,215.0,169.0,327.0,455.0,217.0,167.0,91.0,664.0,0.017
1701,215.0,169.0,328.0,477.0,217.0,167.0,91.0,690.0,0.01701
1702,215.0,169.0,328.0,482.0,217.0,167.0,91.0,682.0,0.01702
1703,215.0,169.0,328.0,484.0,217.0,167.0,91.0,689.0,0.01703
1704,215.0,169.0,328.0,486.0,217.0,167.0,91.0,685.0,0.01704
1705,215.0,169.0,328.0,479.0,217.0,167.0,91.0,681.0,0.01705
1706,215.0,169.0,328.0,480.0,217.0,167.0,91.0,689.0,0.01706
1707,215.0,169.0,328.0,475.0,217.0,167.0,91.0,682.0,0.01707
1708,215.0,169.0,328.0,476.0,217.0,167.0,91.0,680.0,0.01708
1709,215.0,169.0,328.0,472.0,217.0,167.0,91.0,688.0,0.01709
1710,215.0,169.0,328.0,479.0,217.0,167.0,91.0,680.0,0.0171
1711,215.0,169.0,328.0,473.0,217.0,167.0,91.0,682.0,0.01711
1712,215.0,169.0,328.0,487.0,217.0,167.0,91.0,686.0,0.01712
1713,215.0,169.0,328.0,462.0,217.0,167.0,91.0,685.0,0.01713
1714,215.0,169.0,328.0,475.0,217.0,167.0,91.0,679.0,0.01714
1715,215.0,169.0,328.0,467.0,217.0,167.0,91.0,702.0,0.01715
1716,215.0,169.0,328.0,477.0,217.0,167.0,91.0,682.0,0.01716
1717,215.0,169.0,328.0,476.0,217.0,167.0,91.0,667.0,0.01717
1718,215.0,169.0,328.0,481.0,218.0,166.0,91.0,677.0,0.01718
1719,215.0,169.0,328.0,481.0,218.0,166.0,91.0,664.0,0.01719
1720,215.0,169.0,328.0,488.0,218.0,166.0,91.0,675.0,0.0172
1721,215.0,169.0,328.0,468.0,218.0,166.0,91.0,660.0,0.01721
1722,215.0,169.0,328.0,469.0,218.0,166.0,91.0,673.0,0.01722
1723,215.0,169.0,328.0,480.0,218.0,166.0,91.0,685.0,0.01723
1724,215.0,169.0,328.0,480.0,218.0,166.0,91.0,695.0,0.01724
1725,215.0,169.0,328.0,481.0,218.0,166.0,91.0,697.0,0.01725
1726,215.0,169.0,328.0,483.0,218.0,166.0,91.0,690.0,0.01726
1727,215.0,169.0,328.0,485.0,218.0,166.0,91.0,696.0,0.01727
1728,216.0,168.0,328.0,485.0,218.0,166.0,91.0,713.0,0.01728
1729,216.0,168.0,328.0,483.0,218.0,166.0,91.0,672.0,0.01729
1730,216.0,168.0,328.0,481.0,218.0,166.0,91.0,694.0,0.0173
1731,216.0,168.0,328.0,477.0,218.0,166.0,91.0,694.0,0.01731
1732,216.0,168.0,328.0,480.0,218.0,166.0,91.0,694.0,0.01732
1733,216.0,168.0,328.0,455.0,218.0,166.0,91.0,677.0,0.01733
1734,216.0,168.0,328.0,476.0,218.0,166.0,91.0,678.0,0.01734
1735,216.0,168.0,328.0,479.0,218.0,166.0,91.0,692.0,0.01735
1736,216.0,168.0,328.0,473.0,218.0,166.0,91.0,690.0,0.01736
1737,216.0,168.0,328.0,474.0,218.0,166.0,91.0,693.0,0.01737
1738,216.0,168.0,329.0,472.0,218.0,166.0,91.0,693.0,0.01738
1739,216.0,168.0,329.0,472.0,218.0,166.0,91.0,675.0,0.01739
1740,216.0,168.0,329.0,489.0,218.0,166.0,91.0,668.0,0.0174
1741,216.0,168.0,329.0,481.0,218.0,166.0,91.0,691.0,0.01741
1742,216.0,168.0,329.0,488.0,218.0,166.0,91.0,690.0,0.01742
1743,216.0,168.0,329.0,481.0,218.0,166.0,91.0,671.0,0.01743
1744,216.0,168.0,329.0,481.0,218.0,166.0,91.0,698.0,0.01744
1745,216.0,168.0,329.0,471.0,218.0,166.0,91.0,703.0,0.01745
1746,216.0,168.0,329.0,476.0,218.0,166.0,91.0,735.0,0.01746
1747,216.0,168.0,329.0,477.0,218.0,166.0,91.0,734.0,0.01747
1748,216.0,168.0,329.0,472.0,218.0,166.0,91.0,732.0,0.01748
1749,216.0,168.0,329.0,458.0,219.0,165.0,91.0,732.0,0.01749
1750,216.0,168.0,329.0,471.0,219.0,165.0,91.0,736.0,0.0175
1751,216.0,168.0,329.0,474.0,219.0,165.0,91.0,724.0,0.01751
1752,216.0,168.0,329.0,473.0,219.0,165.0,91.0,732.0,0.01752
1753,216.0,168.0,329.0,490.0,219.0,165.0,91.0,723.0,0.01753
1754,216.0,168.0,329.0,481.0,219.0,165.0,91.0,719.0,0.01754
1755,216.0,168.0,329.0,484.0,219.0,165.0,91.0,744.0,0.01755
1756,216.0,168.0,329.0,498.0,219.0,165.0,91.0,723.0,0.01756
1757,216.0,168.0,329.0,497.0,219.0,165.0,91.0,703.0,0.01757
1758,216.0,168.0,329.0,483.0,219.0,165.0,91.0,739.0,0.01758
1759,216.0,168.0,329.0,503.0,219.0,165.0,91.0,706.0,0.01759
1760,217.0,167.0,329.0,488.0,219.0,165.0,91.0,701.0,0.0176
1761,217.0,167.0,329.0,482.0,219.0,165.0,91.0,699.0,0.01761
1762,217.0,167.0,329.0,495.0,219.0,165.0,91.0,713.0,0.01762
1763,217.0,167.0,329.0,507.0,219.0,165.0,91.0,713.0,0.01763
1764,217.0,167.0,329.0,494.0,219.0,165.0,91.0,686.0,0.01764
1765,217.0,167.0,329.0,495.0,219.0,165.0,91.0,696.0,0.01765
1766,217.0,167.0,329.0,488.0,219.0,165.0,91.0,695.0,0.01766
1767,217.0,167.0,329.0,507.0,219.0,165.0,91.0,689.0,0.01767
1768,217.0,167.0,329.0,507.0,219.0,165.0,91.0,678.0,0.01768
1769,217.0,167.0,329.0,502.0,219.0,165.0,91.0,680.0,0.01769
1770,217.0,167.0,329.0,478.0,219.0,165.0,90.0,674.0,0.0177
1771,217.0,167.0,329.0,498.0,219.0,165.0,90.0,680.0,0.01771
1772,217.0,167.0,329.0,484.0,219.0,165.0,90.0,678.0,0.01772
1773,217.0,167.0,329.0,489.0,219.0,165.0,90.0,721.0,0.01773
1774,217.0,167.0,329.0,482.0,219.0,165.0,90.0,701.0,0.01774
1775,217.0,167.0,330.0,491.0,219.0,165.0,90.0,725.0,0.01775
1776,217.0,167.0,330.0,501.0,219.0,165.0,90.0,740.0,0.01776
1777,217.0,167.0,330.0,503.0,219.0,165.0,90.0,725.0,0.01777
1778,217.0,167.0,330.0,497.0,219.0,165.0,90.0,731.0,0.01778
1779,217.0,167.0,330.0,496.0,219.0,165.0,90.0,751.0,0.01779
1780,217.0,167.0,330.0,495.0,219.0,165.0,90.0,725.0,0.0178
1781,217.0,167.0,330.0,488.0,220.0,164.0,90.0,743.0,0.01781
1782,217.0,167.0,330.0,490.0,220.0,164.0,90.0,730.0,0.01782
1783,217.0,167.0,330.0,495.0,220.0,164.0,90.0,756.0,0.01783
1784,217.0,167.0,330.0,505.0,220.0,164.0,90.0,728.0,0.01784
1785,217.0,167.0,330.0,493.0,220.0,164.0,90.0,735.0,0.01785
1786,217.0,167.0,330.0,494.0,220.0,164.0,90.0,712.0,0.01786
1787,217.0,167.0,330.0,495.0,220.0,164.0,90.0,717.0,0.01787
1788,217.0,167.0,330.0,504.0,220.0,164.0,90.0,697.0,0.01788
1789,217.0,167.0,330.0,501.0,220.0,164.0,90.0,712.0,0.01789
1790,217.0,167.0,330.0,504.0,220.0,164.0,90.0,701.0,0.0179
1791,217.0,167.0,330.0,523.0,220.0,164.0,90.0,727.0,0.01791
1792,217.0,167.0,330.0,510.0,220.0,164.0,90.0,720.0,0.01792
1793,217.0,167.0,330.0,530.0,220.0,164.0,90.0,702.0,0.01793
1794,218.0,166.0,330.0,524.0,220.0,164.0,90.0,700.0,0.01794
1795,218.0,166.0,330.0,508.0,220.0,164.0,90.0,694.0,0.01795
1796,218.0,166.0,330.0,511.0,220.0,164.0,90.0,718.0,0.01796
1797,218.0,166.0,330.0,511.0,220.0,164.0,90.0,723.0,0.01797
1798,218.0,166.0,330.0,503.0,220.0,164.0,90.0,725.0,0.01798
1799,218.0,166.0,330.0,506.0,220.0,164.0,90.0,714.0,0.01799
1800,218.0,166.0,330.0,501.0,220.0,164.0,90.0,711.0,0.018
1801,218.0,166.0,330.0,496.0,220.0,164.0,90.0,712.0,0.01801
1802,218.0,166.0,330.0,494.0,220.0,164.0,90.0,713.0,0.01802
1803,218.0,166.0,330.0,503.0,220.0,164.0,90.0,718.0,0.01803
1804,218.0,166.0,330.0,514.0,220.0,164.0,90.0,694.0,0.01804
1805,218.0,166.0,330.0,512.0,220.0,164.0,90.0,697.0,0.01805
1806,218.0,166.0,330.0,503.0,220.0,164.0,90.0,717.0,0.01806
1807,218.0,166.0,330.0,502.0,220.0,164.0,90.0,687.0,0.01807
1808,218.0,166.0,330.0,506.0,220.0,164.0,90.0,695.0,0.01808
1809,218.0,166.0,330.0,506.0,220.0,164.0,90.0,716.0,0.01809
1810,218.0,166.0,330.0,518.0,220.0,164.0,90.0,716.0,0.0181
1811,218.0,166.0,330.0,514.0,220.0,164.0,90.0,719.0,0.01811
1812,218.0,166.0,330.0,512.0,220.0,164.0,90.0,710.0,0.01812
1813,218.0,166.0,330.0,523.0,221.0,163.0,90.0,734.0,0.01813
1814,218.0,166.0,330.0,525.0,221.0,163.0,90.0,689.0,0.01814
1815,218.0,166.0,331.0,502.0,221.0,163.0,90.0,721.0,0.01815
1816,218.0,166.0,331.0,525.0,221.0,163.0,90.0,711.0,0.01816
1817,218.0,166.0,331.0,517.0,221.0,163.0,90.0,713.0,0.01817
1818,218.0,166.0,331.0,515.0,221.0,163.0,90.0,710.0,0.01818
1819,218.0,166.0,331.0,518.0,221.0,163.0,90.0,714.0,0.01819
1820,218.0,166.0,331.0,527.0,221.0,163.0,90.0,718.0,0.0182
1821,218.0,166.0,331.0,511.0,221.0,163.0,90.0,719.0,0.01821
1822,218.0,166.0,331.0,526.0,221.0,163.0,90.0,722.0,0.01822
1823,218.0,166.0,331.0,533.0,221.0,163.0,90.0,713.0,0.01823
1824,218.0,166.0,331.0,536.0,221.0,163.0,90.0,720.0,0.01824
1825,218.0,166.0,331.0,542.0,221.0,163.0,90.0,723.0,0.01825
1826,218.0,166.0,331.0,540.0,221.0,163.0,90.0,714.0,0.01826
1827,218.0,166.0,331.0,547.0,221.0,163.0,90.0,716.0,0.01827
1828,219.0,165.0,331.0,542.0,221.0,163.0,90.0,717.0,0.01828
1829,219.0,165.0,331.0,542.0,221.0,163.0,90.0,710.0,0.01829
1830,219.0,165.0,331.0,543.0,221.0,163.0,90.0,714.0,0.0183
1831,219.0,165.0,331.0,541.0,221.0,163.0,90.0,708.0,0.01831
1832,219.0,165.0,331.0,543.0,221.0,163.0,90.0,714.0,0.01832
1833,219.0,165.0,331.0,541.0,221.0,163.0,90.0,721.0,0.01833
1834,219.0,165.0,331.0,536.0,221.0,163.0,90.0,718.0,0.01834
1835,219.0,165.0,331.0,534.0,221.0,163.0,90.0,716.0,0.01835
1836,219.0,165.0,331.0,543.0,221.0,163.0,90.0,705.0,0.01836
1837,219.0,165.0,331.0,534.0,221.0,163.0,90.0,705.0,0.01837
1838,219.0,165.0,331.0,543.0,221.0,163.0,90.0,710.0,0.01838
1839,219.0,165.0,331.0,525.0,221.0,163.0,90.0,685.0,0.01839
1840,219.0,165.0,331.0,505.0,221.0,163.0,90.0,692.0,0.0184
1841,219.0,165.0,331.0,544.0,221.0,163.0,90.0,694.0,0.01841
1842,219.0,165.0,331.0,527.0,221.0,163.0,90.0,699.0,0.01842
1843,219.0,165.0,331.0,508.0,221.0,163.0,90.0,684.0,0.01843
1844,219.0,165.0,331.0,517.0,222.0,162.0,90.0,703.0,0.01844
1845,219.0,165.0,331.0,512.0,222.0,162.0,90.0,708.0,0.01845
1846,219.0,165.0,331.0,516.0,222.0,162.0,90.0,725.0,0.01846
1847,219.0,165.0,331.0,521.0,222.0,162.0,90.0,720.0,0.01847
1848,219.0,165.0,331.0,519.0,222.0,162.0,90.0,712.0,0.01848
1849,219.0,165.0,331.0,520.0,222.0,162.0,90.0,727.0,0.01849
1850,219.0,165.0,331.0,522.0,222.0,162.0,90.0,728.0,0.0185
1851,219.0,165.0,331.0,519.0,222.0,162.0,90.0,732.0,0.01851
1852,219.0,165.0,331.0,521.0,222.0,162.0,90.0,730.0,0.01852
1853,219.0,165.0,331.0,518.0,222.0,162.0,90.0,720.0,0.01853
1854,219.0,165.0,332.0,519.0,222.0,162.0,90.0,713.0,0.01854
1855,219.0,165.0,332.0,521.0,222.0,162.0,90.0,715.0,0.01855
1856,219.0,165.0,332.0,520.0,222.0,162.0,90.0,737.0,0.01856
1857,219.0,165.0,332.0,516.0,222.0,162.0,90.0,717.0,0.01857
1858,219.0,165.0,332.0,518.0,222.0,162.0,90.0,720.0,0.01858
1859,219.0,165.0,332.0,528.0,222.0,162.0,90.0,730.0,0.01859
1860,219.0,165.0,332.0,528.0,222.0,162.0,90.0,735.0,0.0186
1861,219.0,165.0,332.0,530.0,222.0,162.0,90.0,737.0,0.01861
1862,219.0,165.0,332.0,547.0,222.0,162.0,90.0,727.0,0.01862
1863,220.0,164.0,332.0,531.0,222.0,162.0,90.0,729.0,0.01863
1864,220.0,164.0,332.0,532.0,222.0,162.0,90.0,708.0,0.01864
1865,220.0,164.0,332.0,517.0,222.0,162.0,90.0,738.0,0.01865
1866,220.0,164.0,332.0,541.0,222.0,162.0,90.0,713.0,0.01866
1867,220.0,164.0,332.0,534.0,222.0,162.0,90.0,712.0,0.01867
1868,220.0,164.0,332.0,512.0,222.0,162.0,90.0,718.0,0.01868
1869,220.0,164.0,332.0,527.0,222.0,162.0,90.0,728.0,0.01869
1870,220.0,164.0,332.0,510.0,222.0,162.0,90.0,731.0,0.0187
1871,220.0,164.0,332.0,509.0,222.0,162.0,90.0,731.0,0.01871
1872,220.0,164.0,332.0,504.0,222.0,162.0,90.0,757.0,0.01872
1873,220.0,164.0,332.0,499.0,222.0,162.0,90.0,740.0,0.01873
1874,220.0,164.0,332.0,500.0,222.0,162.0,90.0,769.0,0.01874
1875,220.0,164.0,332.0,524.0,222.0,162.0,90.0,768.0,0.01875
1876,220.0,164.0,332.0,504.0,222.0,162.0,90.0,764.0,0.01876
1877,220.0,164.0,332.0,520.0,223.0,161.0,90.0,750.0,0.01877
1878,220.0,164.0,332.0,508.0,223.0,161.0,90.0,769.0,0.01878
1879,220.0,164.0,332.0,519.0,223.0,161.0,90.0,731.0,0.01879
1880,220.0,164.0,332.0,513.0,223.0,161.0,90.0,731.0,0.0188
1881,220.0,164.0,332.0,521.0,223.0,161.0,90.0,741.0,0.01881
1882,220.0,164.0,332.0,504.0,223.0,161.0,90.0,740.0,0.01882
1883,220.0,164.0,332.0,511.0,223.0,161.0,90.0,739.0,0.01883
1884,220.0,164.0,332.0,512.0,223.0,161.0,90.0,748.0,0.01884
1885,220.0,164.0,332.0,530.0,223.0,161.0,89.0,744.0,0.01885
1886,220.0,164.0,332.0,530.0,223.0,161.0,89.0,750.0,0.01886
1887,220.0,164.0,332.0,518.0,223.0,161.0,89.0,742.0,0.01887
1888,220.0,164.0,332.0,528.0,223.0,161.0,89.0,722.0,0.01888
1889,220.0,164.0,332.0,519.0,223.0,161.0,89.0,751.0,0.01889
1890,220.0,164.0,332.0,527.0,223.0,161.0,89.0,741.0,0.0189
1891,220.0,164.0,332.0,528.0,223.0,161.0,89.0,732.0,0.01891
1892,220.0,164.0,332.0,530.0,223.0,161.0,89.0,744.0,0.01892
1893,220.0,164.0,332.0,510.0,223.0,161.0,89.0,742.0,0.01893
1894,220.0,164.0,332.0,528.0,223.0,161.0,89.0,737.0,0.01894
1895,220.0,164.0,332.0,534.0,223.0,161.0,89.0,734.0,0.01895
1896,220.0,164.0,332.0,522.0,223.0,161.0,89.0,732.0,0.01896
1897,220.0,164.0,332.0,529.0,223.0,161.0,89.0,739.0,0.01897
1898,221.0,163.0,333.0,490.0,223.0,161.0,89.0,739.0,0.01898
1899,221.0,163.0,333.0,521.0,223.0,161.0,89.0,735.0,0.01899
1900,221.0,163.0,333.0,531.0,223.0,161.0,89.0,719.0,0.019
1901,221.0,163.0,333.0,527.0,223.0,161.0,89.0,741.0,0.01901
1902,221.0,163.0,333.0,524.0,223.0,161.0,89.0,705.0,0.01902
1903,221.0,163.0,333.0,525.0,223.0,161.0,89.0,714.0,0.01903
1904,221.0,163.0,333.0,523.0,223.0,161.0,89.0,719.0,0.01904
1905,221.0,163.0,333.0,525.0,223.0,161.0,89.0,726.0,0.01905
1906,221.0,163.0,333.0,520.0,223.0,161.0,89.0,750.0,0.01906
1907,221.0,163.0,333.0,534.0,223.0,161.0,89.0,741.0,0.01907
1908,221.0,163.0,333.0,506.0,223.0,161.0,89.0,748.0,0.01908
1909,221.0,163.0,333.0,523.0,223.0,161.0,89.0,723.0,0.01909
1910,221.0,163.0,333.0,530.0,223.0,161.0,89.0,706.0,0.0191
1911,221.0,163.0,333.0,518.0,224.0,160.0,89.0,733.0,0.01911
1912,221.0,163.0,333.0,523.0,224.0,160.0,89.0,736.0,0.01912
1913,221.0,163.0,333.0,515.0,224.0,160.0,89.0,736.0,0.01913
1914,221.0,163.0,333.0,532.0,224.0,160.0,89.0,758.0,0.01914
1915,221.0,163.0,333.0,531.0,224.0,160.0,89.0,741.0,0.01915
1916,221.0,163.0,333.0,535.0,224.0,160.0,89.0,718.0,0.01916
1917,221.0,163.0,333.0,532.0,224.0,160.0,89.0,724.0,0.01917
1918,221.0,163.0,333.0,533.0,224.0,160.0,89.0,742.0,0.01918
1919,221.0,163.0,333.0,535.0,224.0,160.0,89.0,725.0,0.01919
1920,221.0,163.0,333.0,518.0,224.0,160.0,89.0,722.0,0.0192
1921,221.0,163.0,333.0,542.0,224.0,160.0,89.0,728.0,0.01921
1922,221.0,163.0,333.0,521.0,224.0,160.0,89.0,741.0,0.01922
1923,221.0,163.0,333.0,547.0,224.0,160.0,89.0,746.0,0.01923
1924,221.0,163.0,333.0,524.0,224.0,160.0,89.0,755.0,0.01924
1925,221.0,163.0,333.0,531.0,224.0,160.0,89.0,735.0,0.01925
1926,221.0,163.0,333.0,532.0,224.0,160.0,89.0,746.0,0.01926
1927,221.0,163.0,333.0,532.0,224.0,160.0,89.0,745.0,0.01927
1928,221.0,163.0,333.0,536.0,224.0,160.0,89.0,740.0,0.01928
1929,221.0,163.0,333.0,544.0,224.0,160.0,89.0,739.0,0.01929
1930,221.0,163.0,333.0,501.0,224.0,160.0,89.0,739.0,0.0193
1931,221.0,163.0,333.0,545.0,224.0,160.0,89.0,738.0,0.01931
1932,221.0,163.0,333.0,534.0,224.0,160.0,89.0,735.0,0.01932
1933,222.0,162.0,333.0,531.0,224.0,160.0,89.0,740.0,0.01933
1934,222.0,162.0,333.0,541.0,224.0,160.0,89.0,735.0,0.01934
1935,222.0,162.0,333.0,510.0,224.0,160.0,89.0,738.0,0.01935
1936,222.0,162.0,333.0,518.0,224.0,160.0,89.0,750.0,0.01936
1937,222.0,162.0,333.0,502.0,224.0,160.0,89.0,757.0,0.01937
1938,222.0,162.0,333.0,522.0,224.0,160.0,89.0,737.0,0.01938
1939,222.0,162.0,333.0,515.0,224.0,160.0,89.0,735.0,0.01939
1940,222.0,162.0,333.0,518.0,224.0,160.0,89.0,712.0,0.0194
1941,222.0,162.0,334.0,522.0,224.0,160.0,89.0,717.0,0.01941
1942,222.0,162.0,334.0,521.0,224.0,160.0,89.0,724.0,0.01942
1943,222.0,162.0,334.0,514.0,224.0,160.0,89.0,710.0,0.01943
1944,222.0,162.0,334.0,533.0,225.0,159.0,89.0,724.0,0.01944
1945,222.0,162.0,334.0,529.0,225.0,159.0,89.0,729.0,0.01945
1946,222.0,162.0,334.0,534.0,225.0,159.0,89.0,732.0,0.01946
1947,222.0,162.0,334.0,529.0,225.0,159.0,89.0,751.0,0.01947
1948,222.0,162.0,334.0,529.0,225.0,159.0,89.0,756.0,0.01948
1949,222.0,162.0,334.0,524.0,225.0,159.0,89.0,760.0,0.01949
1950,222.0,162.0,334.0,529.0,225.0,159.0,89.0,758.0,0.0195
1951,222.0,162.0,334.0,525.0,225.0,159.0,89.0,730.0,0.01951
1952,222.0,162.0,334.0,519.0,225.0,159.0,89.0,741.0,0.01952
1953,222.0,162.0,334.0,527.0,225.0,159.0,89.0,744.0,0.01953
1954,222.0,162.0,334.0,526.0,225.0,159.0,89.0,745.0,0.01954
1955,222.0,162.0,334.0,519.0,225.0,159.0,89.0,753.0,0.01955
1956,222.0,162.0,334.0,515.0,225.0,159.0,89.0,760.0,0.01956
1957,222.0,162.0,334.0,516.0,225.0,159.0,89.0,744.0,0.01957
1958,222.0,162.0,334.0,520.0,225.0,159.0,89.0,766.0,0.01958
1959,222.0,162.0,334.0,514.0,225.0,159.0,89.0,747.0,0.01959
1960,222.0,162.0,334.0,519.0,225.0,159.0,89.0,757.0,0.0196
1961,222.0,162.0,334.0,525.0,225.0,159.0,89.0,763.0,0.01961
1962,222.0,162.0,334.0,532.0,225.0,159.0,89.0,762.0,0.01962
1963,222.0,162.0,334.0,522.0,225.0,159.0,89.0,737.0,0.01963
1964,222.0,162.0,334.0,530.0,225.0,159.0,89.0,751.0,0.01964
1965,222.0,162.0,334.0,532.0,225.0,159.0,89.0,748.0,0.01965
1966,222.0,162.0,334.0,533.0,225.0,159.0,89.0,762.0,0.01966
1967,222.0,162.0,334.0,538.0,225.0,159.0,89.0,762.0,0.01967
1968,222.0,162.0,334.0,532.0,225.0,159.0,89.0,752.0,0.01968
1969,223.0,161.0,334.0,533.0,225.0,159.0,89.0,758.0,0.01969
1970,223.0,161.0,334.0,521.0,225.0,159.0,89.0,756.0,0.0197
1971,223.0,161.0,334.0,522.0,225.0,159.0,89.0,780.0,0.01971
1972,223.0,161.0,334.0,520.0,225.0,159.0,89.0,772.0,0.01972
1973,223.0,161.0,334.0,538.0,225.0,159.0,89.0,789.0,0.01973
1974,223.0,161.0,334.0,538.0,225.0,159.0,89.0,783.0,0.01974
1975,223.0,161.0,334.0,532.0,225.0,159.0,89.0,819.0,0.01975
1976,223.0,161.0,334.0,528.0,225.0,159.0,89.0,780.0,0.01976
1977,223.0,161.0,334.0,524.0,225.0,159.0,89.0,782.0,0.01977
1978,223.0,161.0,334.0,538.0,226.0,158.0,89.0,784.0,0.01978
1979,223.0,161.0,334.0,544.0,226.0,158.0,89.0,806.0,0.01979
1980,223.0,161.0,334.0,524.0,226.0,158.0,89.0,808.0,0.0198
1981,223.0,161.0,334.0,517.0,226.0,158.0,89.0,801.0,0.01981
1982,223.0,161.0,334.0,523.0,226.0,158.0,89.0,801.0,0.01982
1983,223.0,161.0,334.0,532.0,226.0,158.0,89.0,804.0,0.01983
1984,223.0,161.0,334.0,519.0,226.0,158.0,89.0,790.0,0.01984
1985,223.0,161.0,334.0,531.0,226.0,158.0,89.0,806.0,0.01985
1986,223.0,161.0,335.0,535.0,226.0,158.0,89.0,808.0,0.01986
1987,223.0,161.0,335.0,534.0,226.0,158.0,89.0,812.0,0.01987
1988,223.0,161.0,335.0,529.0,226.0,158.0,89.0,787.0,0.01988
1989,223.0,161.0,335.0,529.0,226.0,158.0,89.0,775.0,0.01989
1990,223.0,161.0,335.0,524.0,226.0,158.0,89.0,769.0,0.0199
1991,223.0,161.0,335.0,536.0,226.0,158.0,89.0,764.0,0.01991
1992,223.0,161.0,335.0,518.0,226.0,158.0,89.0,752.0,0.01992
1993,223.0,161.0,335.0,525.0,226.0,158.0,89.0,743.0,0.01993
1994,223.0,161.0,335.0,529.0,226.0,158.0,89.0,745.0,0.01994
1995,223.0,161.0,335.0,546.0,226.0,158.0,89.0,749.0,0.01995
1996,223.0,161.0,335.0,532.0,226.0,158.0,88.0,758.0,0.01996
1997,223.0,161.0,335.0,536.0,226.0,158.0,88.0,761.0,0.01997
1998,223.0,161.0,335.0,541.0,226.0,158.0,88.0,749.0,0.01998
1999,223.0,161.0,335.0,539.0,226.0,158.0,88.0,775.0,0.01999
2000,223.0,161.0,335.0,546.0,226.0,158.0,88.0,759.0,0.02
2001,223.0,161.0,335.0,534.0,226.0,158.0,88.0,763.0,0.02001
2002,223.0,161.0,335.0,535.0,226.0,158.0,88.0,770.0,0.02002
2003,223.0,161.0,335.0,543.0,226.0,158.0,88.0,805.0,0.02003
2004,223.0,161.0,335.0,524.0,226.0,158.0,88.0,788.0,0.02004
2005,223.0,161.0,335.0,520.0,226.0,158.0,88.0,806.0,0.02005
2006,224.0,160.0,335.0,540.0,226.0,158.0,88.0,792.0,0.02006
2007,224.0,160.0,335.0,540.0,226.0,158.0,88.0,806.0,0.02007
2008,224.0,160.0,335.0,538.0,226.0,158.0,88.0,793.0,0.02008
2009,224.0,160.0,335.0,534.0,226.0,158.0,88.0,815.0,0.02009
2010,224.0,160.0,335.0,531.0,226.0,158.0,88.0,808.0,0.0201
2011,224.0,160.0,335.0,531.0,226.0,158.0,88.0,813.0,0.02011
2012,224.0,160.0,335.0,525.0,226.0,158.0,88.0,820.0,0.02012
2013,224.0,160.0,335.0,520.0,227.0,157.0,88.0,798.0,0.02013
2014,224.0,160.0,335.0,529.0,227.0,157.0,88.0,793.0,0.02014
2015,224.0,160.0,335.0,518.0,227.0,157.0,88.0,815.0,0.02015
2016,224.0,160.0,335.0,535.0,227.0,157.0,88.0,800.0,0.02016
2017,224.0,160.0,335.0,510.0,227.0,157.0,88.0,798.0,0.02017
2018,224.0,160.0,335.0,532.0,227.0,157.0,88.0,804.0,0.02018
2019,224.0,160.0,335.0,535.0,227.0,157.0,88.0,801.0,0.02019
2020,224.0,160.0,335.0,522.0,227.0,157.0,88.0,808.0,0.0202
