Frame,cL,yL,xL,AmpL,cR,yR,xR,AmpR,Time
2021,224.0,160.0,335.0,519.0,227.0,157.0,88.0,802.0,0.02021
2022,224.0,160.0,335.0,526.0,227.0,157.0,88.0,802.0,0.02022
2023,224.0,160.0,335.0,515.0,227.0,157.0,88.0,764.0,0.02023
2024,224.0,160.0,335.0,520.0,227.0,157.0,88.0,741.0,0.02024
2025,224.0,160.0,335.0,527.0,227.0,157.0,88.0,753.0,0.02025
2026,224.0,160.0,335.0,523.0,227.0,157.0,88.0,773.0,0.02026
2027,224.0,160.0,335.0,520.0,227.0,157.0,88.0,768.0,0.02027
2028,224.0,160.0,335.0,509.0,227.0,157.0,88.0,764.0,0.02028
2029,224.0,160.0,335.0,507.0,227.0,157.0,88.0,788.0,0.02029
2030,224.0,160.0,335.0,512.0,227.0,157.0,88.0,769.0,0.0203
2031,224.0,160.0,335.0,513.0,227.0,157.0,88.0,769.0,0.02031
2032,224.0,160.0,335.0,517.0,227.0,157.0,88.0,789.0,0.02032
2033,224.0,160.0,335.0,516.0,227.0,157.0,88.0,799.0,0.02033
2034,224.0,160.0,336.0,537.0,227.0,157.0,88.0,772.0,0.02034
2035,224.0,160.0,336.0,511.0,227.0,157.0,88.0,784.0,0.02035
2036,224.0,160.0,336.0,530.0,227.0,157.0,88.0,803.0,0.02036
2037,224.0,160.0,336.0,511.0,227.0,157.0,88.0,799.0,0.02037
2038,224.0,160.0,336.0,517.0,227.0,157.0,88.0,807.0,0.02038
2039,224.0,160.0,336.0,534.0,227.0,157.0,88.0,798.0,0.02039
2040,224.0,160.0,336.0,536.0,227.0,157.0,88.0,800.0,0.0204
2041,224.0,160.0,336.0,538.0,227.0,157.0,88.0,806.0,0.02041
2042,224.0,160.0,336.0,533.0,227.0,157.0,88.0,807.0,0.02042
2043,225.0,159.0,336.0,518.0,227.0,157.0,88.0,809.0,0.02043
2044,225.0,159.0,336.0,525.0,227.0,157.0,88.0,795.0,0.02044
2045,225.0,159.0,336.0,536.0,227.0,157.0,88.0,780.0,0.02045
2046,225.0,159.0,336.0,526.0,227.0,157.0,88.0,782.0,0.02046
2047,225.0,159.0,336.0,535.0,228.0,156.0,88.0,788.0,0.02047
2048,225.0,159.0,336.0,533.0,228.0,156.0,88.0,770.0,0.02048
2049,225.0,159.0,336.0,527.0,228.0,156.0,88.0,763.0,0.02049
2050,225.0,159.0,336.0,528.0,228.0,156.0,88.0,787.0,0.0205
2051,225.0,159.0,336.0,522.0,228.0,156.0,88.0,781.0,0.02051
2052,225.0,159.0,336.0,539.0,228.0,156.0,88.0,783.0,0.02052
2053,225.0,159.0,336.0,516.0,228.0,156.0,88.0,776.0,0.02053
2054,225.0,159.0,336.0,516.0,228.0,156.0,88.0,786.0,0.02054
2055,225.0,159.0,336.0,509.0,228.0,156.0,88.0,787.0,0.02055
2056,225.0,159.0,336.0,511.0,228.0,156.0,88.0,784.0,0.02056
2057,225.0,159.0,336.0,538.0,228.0,156.0,88.0,787.0,0.02057
2058,225.0,159.0,336.0,532.0,228.0,156.0,88.0,791.0,0.02058
2059,225.0,159.0,336.0,537.0,228.0,156.0,88.0,785.0,0.02059
2060,225.0,159.0,336.0,540.0,228.0,156.0,88.0,765.0,0.0206
2061,225.0,159.0,336.0,521.0,228.0,156.0,88.0,758.0,0.02061
2062,225.0,159.0,336.0,517.0,228.0,156.0,88.0,769.0,0.02062
2063,225.0,159.0,336.0,521.0,228.0,156.0,88.0,763.0,0.02063
2064,225.0,159.0,336.0,525.0,228.0,156.0,88.0,766.0,0.02064
2065,225.0,159.0,336.0,529.0,228.0,156.0,88.0,767.0,0.02065
2066,225.0,159.0,336.0,542.0,228.0,156.0,88.0,767.0,0.02066
2067,225.0,159.0,336.0,530.0,228.0,156.0,88.0,773.0,0.02067
2068,225.0,159.0,336.0,532.0,228.0,156.0,88.0,759.0,0.02068
2069,225.0,159.0,336.0,538.0,228.0,156.0,88.0,771.0,0.02069
2070,225.0,159.0,336.0,522.0,228.0,156.0,88.0,770.0,0.0207
2071,225.0,159.0,336.0,535.0,228.0,156.0,88.0,767.0,0.02071
2072,225.0,159.0,336.0,544.0,228.0,156.0,88.0,787.0,0.02072
2073,225.0,159.0,336.0,543.0,228.0,156.0,88.0,776.0,0.02073
2074,225.0,159.0,336.0,530.0,228.0,156.0,88.0,769.0,0.02074
2075,225.0,159.0,336.0,542.0,228.0,156.0,88.0,773.0,0.02075
2076,225.0,159.0,336.0,519.0,228.0,156.0,88.0,778.0,0.02076
2077,225.0,159.0,336.0,536.0,228.0,156.0,88.0,751.0,0.02077
2078,225.0,159.0,336.0,560.0,228.0,156.0,88.0,758.0,0.02078
2079,225.0,159.0,336.0,538.0,228.0,156.0,88.0,749.0,0.02079
2080,225.0,159.0,336.0,556.0,228.0,156.0,88.0,749.0,0.0208
2081,225.0,159.0,336.0,534.0,228.0,156.0,88.0,767.0,0.02081
2082,226.0,158.0,336.0,536.0,229.0,155.0,88.0,786.0,0.02082
2083,226.0,158.0,336.0,554.0,229.0,155.0,88.0,786.0,0.02083
2084,226.0,158.0,337.0,549.0,229.0,155.0,88.0,784.0,0.02084
2085,226.0,158.0,337.0,558.0,229.0,155.0,88.0,797.0,0.02085
2086,226.0,158.0,337.0,547.0,229.0,155.0,88.0,766.0,0.02086
2087,226.0,158.0,337.0,551.0,229.0,155.0,88.0,795.0,0.02087
2088,226.0,158.0,337.0,565.0,229.0,155.0,88.0,790.0,0.02088
2089,226.0,158.0,337.0,560.0,229.0,155.0,88.0,773.0,0.02089
2090,226.0,158.0,337.0,556.0,229.0,155.0,88.0,773.0,0.0209
2091,226.0,158.0,337.0,554.0,229.0,155.0,88.0,773.0,0.02091
2092,226.0,158.0,337.0,558.0,229.0,155.0,88.0,768.0,0.02092
2093,226.0,158.0,337.0,560.0,229.0,155.0,88.0,767.0,0.02093
2094,226.0,158.0,337.0,557.0,229.0,155.0,88.0,767.0,0.02094
2095,226.0,158.0,337.0,554.0,229.0,155.0,88.0,759.0,0.02095
2096,226.0,158.0,337.0,546.0,229.0,155.0,88.0,761.0,0.02096
2097,226.0,158.0,337.0,546.0,229.0,155.0,88.0,770.0,0.02097
2098,226.0,158.0,337.0,534.0,229.0,155.0,88.0,773.0,0.02098
2099,226.0,158.0,337.0,543.0,229.0,155.0,88.0,775.0,0.02099
2100,226.0,158.0,337.0,559.0,229.0,155.0,88.0,750.0,0.021
2101,226.0,158.0,337.0,544.0,229.0,155.0,88.0,768.0,0.02101
2102,226.0,158.0,337.0,556.0,229.0,155.0,88.0,768.0,0.02102
2103,226.0,158.0,337.0,555.0,229.0,155.0,88.0,772.0,0.02103
2104,226.0,158.0,337.0,552.0,229.0,155.0,88.0,768.0,0.02104
2105,226.0,158.0,337.0,540.0,229.0,155.0,88.0,737.0,0.02105
2106,226.0,158.0,337.0,528.0,229.0,155.0,88.0,777.0,0.02106
2107,226.0,158.0,337.0,530.0,229.0,155.0,88.0,748.0,0.02107
2108,226.0,158.0,337.0,551.0,229.0,155.0,88.0,740.0,0.02108
2109,226.0,158.0,337.0,542.0,229.0,155.0,88.0,761.0,0.02109
2110,226.0,158.0,337.0,547.0,229.0,155.0,88.0,771.0,0.0211
2111,226.0,158.0,337.0,560.0,229.0,155.0,88.0,797.0,0.02111
2112,226.0,158.0,337.0,560.0,229.0,155.0,87.0,798.0,0.02112
2113,226.0,158.0,337.0,557.0,229.0,155.0,88.0,792.0,0.02113
2114,226.0,158.0,337.0,561.0,229.0,155.0,87.0,801.0,0.02114
2115,226.0,158.0,337.0,567.0,229.0,155.0,87.0,801.0,0.02115
2116,226.0,158.0,337.0,563.0,229.0,155.0,87.0,807.0,0.02116
2117,226.0,158.0,337.0,565.0,229.0,155.0,87.0,803.0,0.02117
2118,226.0,158.0,337.0,567.0,229.0,155.0,87.0,806.0,0.02118
2119,227.0,157.0,337.0,566.0,230.0,154.0,88.0,809.0,0.02119
2120,227.0,157.0,337.0,565.0,230.0,154.0,88.0,797.0,0.0212
2121,227.0,157.0,337.0,568.0,230.0,154.0,87.0,799.0,0.02121
2122,227.0,157.0,337.0,563.0,230.0,154.0,87.0,797.0,0.02122
2123,227.0,157.0,337.0,554.0,230.0,154.0,87.0,800.0,0.02123
2124,227.0,157.0,337.0,542.0,230.0,154.0,87.0,799.0,0.02124
2125,227.0,157.0,337.0,557.0,230.0,154.0,87.0,782.0,0.02125
2126,227.0,157.0,337.0,574.0,230.0,154.0,87.0,806.0,0.02126
2127,227.0,157.0,337.0,574.0,230.0,154.0,87.0,766.0,0.02127
2128,227.0,157.0,337.0,584.0,230.0,154.0,87.0,772.0,0.02128
2129,227.0,157.0,337.0,567.0,230.0,154.0,87.0,755.0,0.02129
2130,227.0,157.0,337.0,575.0,230.0,154.0,87.0,760.0,0.0213
2131,227.0,157.0,337.0,559.0,230.0,154.0,87.0,770.0,0.02131
2132,227.0,157.0,337.0,557.0,230.0,154.0,87.0,756.0,0.02132
2133,227.0,157.0,337.0,556.0,230.0,154.0,87.0,757.0,0.02133
2134,227.0,157.0,337.0,562.0,230.0,154.0,87.0,782.0,0.02134
2135,227.0,157.0,337.0,556.0,230.0,154.0,87.0,768.0,0.02135
2136,227.0,157.0,337.0,549.0,230.0,154.0,87.0,763.0,0.02136
2137,227.0,157.0,338.0,550.0,230.0,154.0,87.0,776.0,0.02137
2138,227.0,157.0,338.0,547.0,230.0,154.0,87.0,760.0,0.02138
2139,227.0,157.0,338.0,548.0,230.0,154.0,87.0,770.0,0.02139
2140,227.0,157.0,338.0,542.0,230.0,154.0,87.0,769.0,0.0214
2141,227.0,157.0,338.0,551.0,230.0,154.0,87.0,764.0,0.02141
2142,227.0,157.0,338.0,543.0,230.0,154.0,87.0,769.0,0.02142
2143,227.0,157.0,338.0,547.0,230.0,154.0,87.0,764.0,0.02143
2144,227.0,157.0,338.0,547.0,230.0,154.0,87.0,762.0,0.02144
2145,227.0,157.0,338.0,542.0,230.0,154.0,87.0,739.0,0.02145
2146,227.0,157.0,338.0,539.0,230.0,154.0,87.0,740.0,0.02146
2147,227.0,157.0,338.0,555.0,230.0,154.0,87.0,744.0,0.02147
2148,227.0,157.0,338.0,860.0,230.0,154.0,87.0,874.0,0.02148
2149,227.0,157.0,338.0,1199.0,230.0,154.0,87.0,1640.0,0.02149
2150,227.0,157.0,338.0,1402.0,230.0,154.0,87.0,1645.0,0.0215
2151,227.0,157.0,338.0,1333.0,230.0,154.0,87.0,1641.0,0.02151
2152,227.0,157.0,338.0,759.0,230.0,154.0,87.0,1091.0,0.02152
2153,227.0,157.0,338.0,769.0,230.0,154.0,87.0,1154.0,0.02153
2154,227.0,157.0,338.0,794.0,230.0,154.0,87.0,1160.0,0.02154
2155,227.0,157.0,338.0,784.0,230.0,154.0,87.0,1070.0,0.02155
2156,227.0,157.0,338.0,811.0,230.0,154.0,87.0,1198.0,0.02156
2157,227.0,157.0,338.0,794.0,231.0,153.0,87.0,1207.0,0.02157
2158,228.0,156.0,338.0,907.0,231.0,153.0,87.0,1235.0,0.02158
2159,228.0,156.0,338.0,957.0,231.0,153.0,87.0,1245.0,0.02159
2160,228.0,156.0,338.0,903.0,231.0,153.0,87.0,1222.0,0.0216
2161,228.0,156.0,338.0,818.0,231.0,153.0,87.0,1217.0,0.02161
2162,228.0,156.0,338.0,851.0,231.0,153.0,87.0,1098.0,0.02162
2163,228.0,156.0,338.0,867.0,231.0,153.0,87.0,1082.0,0.02163
2164,228.0,156.0,338.0,871.0,231.0,153.0,87.0,1129.0,0.02164
2165,228.0,156.0,338.0,790.0,231.0,153.0,87.0,1146.0,0.02165
2166,228.0,156.0,338.0,815.0,231.0,153.0,87.0,1114.0,0.02166
2167,228.0,156.0,338.0,860.0,231.0,153.0,87.0,1093.0,0.02167
2168,228.0,156.0,338.0,802.0,231.0,153.0,87.0,1114.0,0.02168
2169,228.0,156.0,338.0,767.0,231.0,153.0,87.0,1110.0,0.02169
2170,228.0,156.0,338.0,815.0,231.0,153.0,87.0,1048.0,0.0217
2171,228.0,156.0,338.0,830.0,231.0,153.0,87.0,1134.0,0.02171
2172,228.0,156.0,338.0,772.0,231.0,153.0,87.0,1112.0,0.02172
2173,228.0,156.0,338.0,813.0,231.0,153.0,87.0,933.0,0.02173
2174,228.0,156.0,338.0,757.0,231.0,153.0,87.0,924.0,0.02174
2175,228.0,156.0,338.0,731.0,231.0,153.0,87.0,992.0,0.02175
2176,228.0,156.0,338.0,787.0,231.0,153.0,87.0,987.0,0.02176
2177,228.0,156.0,338.0,790.0,231.0,153.0,87.0,1009.0,0.02177
2178,228.0,156.0,338.0,790.0,231.0,153.0,87.0,992.0,0.02178
2179,228.0,156.0,338.0,793.0,231.0,153.0,87.0,1014.0,0.02179
2180,228.0,156.0,338.0,755.0,232.0,152.0,87.0,921.0,0.0218
2181,228.0,156.0,338.0,799.0,232.0,152.0,87.0,953.0,0.02181
2182,228.0,156.0,338.0,734.0,232.0,152.0,87.0,973.0,0.02182
2183,228.0,156.0,338.0,761.0,232.0,152.0,87.0,911.0,0.02183
2184,228.0,156.0,338.0,697.0,232.0,152.0,87.0,925.0,0.02184
2185,229.0,155.0,338.0,696.0,232.0,152.0,87.0,923.0,0.02185
2186,229.0,155.0,338.0,622.0,232.0,152.0,87.0,843.0,0.02186
2187,229.0,155.0,338.0,708.0,232.0,152.0,87.0,842.0,0.02187
2188,229.0,155.0,338.0,675.0,232.0,152.0,86.0,767.0,0.02188
2189,229.0,155.0,338.0,549.0,232.0,152.0,86.0,782.0,0.02189
2190,229.0,155.0,338.0,549.0,232.0,152.0,86.0,727.0,0.0219
2191,229.0,155.0,338.0,568.0,232.0,152.0,86.0,735.0,0.02191
2192,229.0,155.0,338.0,505.0,232.0,152.0,86.0,735.0,0.02192
2193,229.0,155.0,338.0,497.0,232.0,152.0,86.0,693.0,0.02193
2194,229.0,155.0,338.0,530.0,232.0,152.0,86.0,752.0,0.02194
2195,229.0,155.0,338.0,511.0,232.0,152.0,86.0,744.0,0.02195
2196,229.0,155.0,338.0,509.0,232.0,152.0,86.0,683.0,0.02196
2197,229.0,155.0,338.0,600.0,232.0,152.0,86.0,670.0,0.02197
2198,229.0,155.0,338.0,509.0,232.0,152.0,86.0,769.0,0.02198
2199,229.0,155.0,338.0,504.0,232.0,152.0,86.0,740.0,0.02199
2200,229.0,155.0,338.0,520.0,232.0,152.0,86.0,642.0,0.022
2201,229.0,155.0,338.0,593.0,232.0,152.0,86.0,711.0,0.02201
2202,229.0,155.0,338.0,579.0,232.0,152.0,86.0,757.0,0.02202
2203,229.0,155.0,338.0,496.0,232.0,152.0,86.0,675.0,0.02203
2204,229.0,155.0,338.0,506.0,232.0,152.0,86.0,677.0,0.02204
2205,229.0,155.0,338.0,512.0,232.0,152.0,86.0,746.0,0.02205
2206,229.0,155.0,338.0,500.0,232.0,152.0,86.0,716.0,0.02206
2207,229.0,155.0,339.0,518.0,232.0,152.0,86.0,670.0,0.02207
2208,229.0,155.0,339.0,513.0,233.0,151.0,86.0,715.0,0.02208
2209,229.0,155.0,339.0,471.0,233.0,151.0,86.0,722.0,0.02209
2210,229.0,155.0,339.0,507.0,233.0,151.0,86.0,692.0,0.0221
2211,229.0,155.0,339.0,494.0,233.0,151.0,86.0,704.0,0.02211
2212,229.0,155.0,339.0,479.0,233.0,151.0,86.0,746.0,0.02212
2213,229.0,155.0,339.0,508.0,233.0,151.0,86.0,695.0,0.02213
2214,230.0,154.0,339.0,532.0,233.0,151.0,86.0,738.0,0.02214
2215,230.0,154.0,339.0,497.0,233.0,151.0,86.0,722.0,0.02215
2216,230.0,154.0,339.0,492.0,233.0,151.0,86.0,707.0,0.02216
2217,230.0,154.0,339.0,537.0,233.0,151.0,86.0,716.0,0.02217
2218,230.0,154.0,339.0,538.0,233.0,151.0,86.0,739.0,0.02218
2219,230.0,154.0,339.0,499.0,233.0,151.0,86.0,721.0,0.02219
2220,230.0,154.0,339.0,513.0,233.0,151.0,86.0,708.0,0.0222
2221,230.0,154.0,339.0,529.0,233.0,151.0,86.0,707.0,0.02221
2222,230.0,154.0,339.0,491.0,233.0,151.0,86.0,696.0,0.02222
2223,230.0,154.0,339.0,477.0,233.0,151.0,86.0,694.0,0.02223
2224,230.0,154.0,339.0,499.0,233.0,151.0,86.0,713.0,0.02224
2225,230.0,154.0,339.0,504.0,233.0,151.0,86.0,687.0,0.02225
2226,230.0,154.0,339.0,477.0,233.0,151.0,86.0,682.0,0.02226
2227,230.0,154.0,339.0,477.0,233.0,151.0,86.0,696.0,0.02227
2228,230.0,154.0,339.0,508.0,233.0,151.0,86.0,714.0,0.02228
2229,230.0,154.0,339.0,493.0,233.0,151.0,86.0,688.0,0.02229
2230,230.0,154.0,339.0,469.0,233.0,151.0,86.0,725.0,0.0223
2231,230.0,154.0,339.0,493.0,233.0,151.0,86.0,739.0,0.02231
2232,230.0,154.0,339.0,501.0,233.0,151.0,86.0,709.0,0.02232
2233,230.0,154.0,339.0,474.0,233.0,151.0,86.0,719.0,0.02233
2234,230.0,154.0,339.0,479.0,233.0,151.0,86.0,752.0,0.02234
2235,230.0,154.0,339.0,495.0,234.0,150.0,86.0,735.0,0.02235
2236,230.0,154.0,339.0,484.0,234.0,150.0,86.0,721.0,0.02236
2237,230.0,154.0,339.0,479.0,234.0,150.0,86.0,745.0,0.02237
2238,230.0,154.0,339.0,484.0,234.0,150.0,86.0,726.0,0.02238
2239,230.0,154.0,339.0,501.0,234.0,150.0,85.0,702.0,0.02239
2240,230.0,154.0,339.0,488.0,234.0,150.0,85.0,712.0,0.0224
2241,230.0,154.0,339.0,490.0,234.0,150.0,85.0,727.0,0.02241
2242,230.0,154.0,339.0,491.0,234.0,150.0,85.0,720.0,0.02242
2243,231.0,153.0,339.0,486.0,234.0,150.0,85.0,679.0,0.02243
2244,231.0,153.0,339.0,482.0,234.0,150.0,85.0,705.0,0.02244
2245,231.0,153.0,339.0,491.0,234.0,150.0,85.0,682.0,0.02245
2246,231.0,153.0,339.0,501.0,234.0,150.0,85.0,712.0,0.02246
2247,231.0,153.0,339.0,484.0,234.0,150.0,85.0,683.0,0.02247
2248,231.0,153.0,339.0,471.0,234.0,150.0,85.0,691.0,0.02248
2249,231.0,153.0,339.0,486.0,234.0,150.0,85.0,681.0,0.02249
2250,231.0,153.0,339.0,498.0,234.0,150.0,85.0,690.0,0.0225
2251,231.0,153.0,339.0,466.0,234.0,150.0,85.0,692.0,0.02251
2252,231.0,153.0,339.0,483.0,234.0,150.0,85.0,689.0,0.02252
2253,231.0,153.0,339.0,509.0,234.0,150.0,85.0,682.0,0.02253
2254,231.0,153.0,339.0,478.0,234.0,150.0,85.0,687.0,0.02254
2255,231.0,153.0,339.0,469.0,234.0,150.0,85.0,690.0,0.02255
2256,231.0,153.0,339.0,469.0,234.0,150.0,85.0,686.0,0.02256
2257,231.0,153.0,339.0,481.0,234.0,150.0,85.0,691.0,0.02257
2258,231.0,153.0,339.0,457.0,234.0,150.0,85.0,688.0,0.02258
2259,231.0,153.0,339.0,465.0,234.0,150.0,85.0,685.0,0.02259
2260,231.0,153.0,339.0,488.0,234.0,150.0,85.0,698.0,0.0226
2261,231.0,153.0,339.0,480.0,234.0,150.0,85.0,703.0,0.02261
2262,231.0,153.0,339.0,452.0,234.0,150.0,85.0,661.0,0.02262
2263,231.0,153.0,339.0,488.0,235.0,149.0,85.0,699.0,0.02263
2264,231.0,153.0,339.0,471.0,235.0,149.0,85.0,664.0,0.02264
2265,231.0,153.0,339.0,458.0,235.0,149.0,85.0,677.0,0.02265
2266,231.0,153.0,339.0,469.0,235.0,149.0,85.0,679.0,0.02266
2267,231.0,153.0,339.0,482.0,235.0,149.0,85.0,671.0,0.02267
2268,231.0,153.0,339.0,466.0,235.0,149.0,85.0,679.0,0.02268
2269,231.0,153.0,339.0,465.0,235.0,149.0,85.0,679.0,0.02269
2270,231.0,153.0,339.0,481.0,235.0,149.0,85.0,666.0,0.0227
2271,231.0,153.0,339.0,487.0,235.0,149.0,85.0,674.0,0.02271
2272,231.0,153.0,339.0,462.0,235.0,149.0,85.0,665.0,0.02272
2273,232.0,152.0,339.0,468.0,235.0,149.0,85.0,654.0,0.02273
2274,232.0,152.0,339.0,492.0,235.0,149.0,85.0,652.0,0.02274
2275,232.0,152.0,339.0,464.0,235.0,149.0,85.0,679.0,0.02275
2276,232.0,152.0,339.0,470.0,235.0,149.0,85.0,656.0,0.02276
2277,232.0,152.0,339.0,501.0,235.0,149.0,85.0,648.0,0.02277
2278,232.0,152.0,339.0,461.0,235.0,149.0,85.0,646.0,0.02278
2279,232.0,152.0,339.0,468.0,235.0,149.0,85.0,699.0,0.02279
2280,232.0,152.0,339.0,473.0,235.0,149.0,85.0,641.0,0.0228
2281,232.0,152.0,339.0,477.0,235.0,149.0,85.0,643.0,0.02281
2282,232.0,152.0,339.0,475.0,235.0,149.0,85.0,676.0,0.02282
2283,232.0,152.0,339.0,470.0,235.0,149.0,85.0,677.0,0.02283
2284,232.0,152.0,339.0,489.0,235.0,149.0,85.0,662.0,0.02284
2285,232.0,152.0,339.0,474.0,235.0,149.0,85.0,669.0,0.02285
2286,232.0,152.0,339.0,467.0,235.0,149.0,85.0,668.0,0.02286
2287,232.0,152.0,339.0,472.0,235.0,149.0,85.0,697.0,0.02287
2288,232.0,152.0,339.0,485.0,235.0,149.0,85.0,697.0,0.02288
2289,232.0,152.0,339.0,451.0,235.0,149.0,85.0,687.0,0.02289
2290,232.0,152.0,340.0,457.0,235.0,149.0,85.0,689.0,0.0229
2291,232.0,152.0,340.0,459.0,235.0,149.0,84.0,685.0,0.02291
2292,232.0,152.0,340.0,450.0,235.0,149.0,84.0,689.0,0.02292
2293,232.0,152.0,340.0,474.0,236.0,148.0,84.0,682.0,0.02293
2294,232.0,152.0,340.0,435.0,236.0,148.0,84.0,688.0,0.02294
2295,232.0,152.0,340.0,454.0,236.0,148.0,84.0,671.0,0.02295
2296,232.0,152.0,340.0,454.0,236.0,148.0,84.0,674.0,0.02296
2297,232.0,152.0,340.0,454.0,236.0,148.0,84.0,676.0,0.02297
2298,232.0,152.0,340.0,457.0,236.0,148.0,84.0,671.0,0.02298
2299,232.0,152.0,340.0,445.0,236.0,148.0,84.0,661.0,0.02299
2300,232.0,152.0,340.0,451.0,236.0,148.0,84.0,659.0,0.023
2301,232.0,152.0,340.0,425.0,236.0,148.0,84.0,654.0,0.02301
2302,232.0,152.0,340.0,459.0,236.0,148.0,84.0,652.0,0.02302
2303,233.0,151.0,340.0,459.0,236.0,148.0,84.0,651.0,0.02303
2304,233.0,151.0,340.0,434.0,236.0,148.0,84.0,664.0,0.02304
2305,233.0,151.0,340.0,468.0,236.0,148.0,84.0,664.0,0.02305
2306,233.0,151.0,340.0,469.0,236.0,148.0,84.0,662.0,0.02306
2307,233.0,151.0,340.0,458.0,236.0,148.0,84.0,652.0,0.02307
2308,233.0,151.0,340.0,461.0,236.0,148.0,84.0,658.0,0.02308
2309,233.0,151.0,340.0,461.0,236.0,148.0,84.0,661.0,0.02309
2310,233.0,151.0,340.0,463.0,236.0,148.0,84.0,654.0,0.0231
2311,233.0,151.0,340.0,447.0,236.0,148.0,84.0,660.0,0.02311
2312,233.0,151.0,340.0,454.0,236.0,148.0,84.0,654.0,0.02312
2313,233.0,151.0,340.0,441.0,236.0,148.0,84.0,649.0,0.02313
2314,233.0,151.0,340.0,461.0,236.0,148.0,84.0,645.0,0.02314
2315,233.0,151.0,340.0,446.0,236.0,148.0,84.0,669.0,0.02315
2316,233.0,151.0,340.0,439.0,236.0,148.0,84.0,659.0,0.02316
2317,233.0,151.0,340.0,443.0,236.0,148.0,84.0,656.0,0.02317
2318,233.0,151.0,340.0,436.0,236.0,148.0,84.0,651.0,0.02318
2319,233.0,151.0,340.0,440.0,236.0,148.0,84.0,653.0,0.02319
2320,233.0,151.0,340.0,436.0,237.0,147.0,84.0,630.0,0.0232
2321,233.0,151.0,340.0,439.0,237.0,147.0,84.0,657.0,0.02321
2322,233.0,151.0,340.0,437.0,237.0,147.0,84.0,621.0,0.02322
2323,233.0,151.0,340.0,458.0,237.0,147.0,84.0,637.0,0.02323
2324,233.0,151.0,340.0,447.0,237.0,147.0,84.0,628.0,0.02324
2325,233.0,151.0,340.0,443.0,237.0,147.0,84.0,627.0,0.02325
2326,233.0,151.0,340.0,443.0,237.0,147.0,84.0,636.0,0.02326
2327,233.0,151.0,340.0,453.0,237.0,147.0,84.0,620.0,0.02327
2328,233.0,151.0,340.0,449.0,237.0,147.0,84.0,623.0,0.02328
2329,233.0,151.0,340.0,454.0,237.0,147.0,84.0,622.0,0.02329
2330,233.0,151.0,340.0,447.0,237.0,147.0,84.0,612.0,0.0233
2331,233.0,151.0,340.0,458.0,237.0,147.0,84.0,623.0,0.02331
2332,233.0,151.0,340.0,465.0,237.0,147.0,84.0,622.0,0.02332
2333,234.0,150.0,340.0,474.0,237.0,147.0,84.0,595.0,0.02333
2334,234.0,150.0,340.0,455.0,237.0,147.0,84.0,587.0,0.02334
2335,234.0,150.0,340.0,463.0,237.0,147.0,84.0,612.0,0.02335
2336,234.0,150.0,340.0,448.0,237.0,147.0,84.0,605.0,0.02336
2337,234.0,150.0,340.0,451.0,237.0,147.0,84.0,608.0,0.02337
2338,234.0,150.0,340.0,449.0,237.0,147.0,84.0,592.0,0.02338
2339,234.0,150.0,340.0,439.0,237.0,147.0,84.0,597.0,0.02339
2340,234.0,150.0,340.0,444.0,237.0,147.0,84.0,601.0,0.0234
2341,234.0,150.0,340.0,438.0,237.0,147.0,84.0,598.0,0.02341
2342,234.0,150.0,340.0,433.0,237.0,147.0,83.0,613.0,0.02342
2343,234.0,150.0,340.0,433.0,237.0,147.0,84.0,608.0,0.02343
2344,234.0,150.0,340.0,432.0,237.0,147.0,83.0,612.0,0.02344
2345,234.0,150.0,340.0,430.0,237.0,147.0,83.0,609.0,0.02345
2346,234.0,150.0,340.0,423.0,237.0,147.0,83.0,623.0,0.02346
2347,234.0,150.0,340.0,410.0,237.0,147.0,83.0,638.0,0.02347
2348,234.0,150.0,340.0,433.0,237.0,147.0,83.0,650.0,0.02348
2349,234.0,150.0,340.0,434.0,237.0,147.0,83.0,637.0,0.02349
2350,234.0,150.0,340.0,432.0,237.0,147.0,83.0,633.0,0.0235
2351,234.0,150.0,340.0,429.0,238.0,146.0,83.0,616.0,0.02351
2352,234.0,150.0,340.0,429.0,238.0,146.0,83.0,610.0,0.02352
2353,234.0,150.0,340.0,447.0,238.0,146.0,83.0,602.0,0.02353
2354,234.0,150.0,340.0,438.0,238.0,146.0,83.0,613.0,0.02354
2355,234.0,150.0,340.0,448.0,238.0,146.0,83.0,594.0,0.02355
2356,234.0,150.0,340.0,428.0,238.0,146.0,83.0,600.0,0.02356
2357,234.0,150.0,340.0,434.0,238.0,146.0,83.0,592.0,0.02357
2358,234.0,150.0,340.0,438.0,238.0,146.0,83.0,595.0,0.02358
2359,234.0,150.0,340.0,448.0,238.0,146.0,83.0,594.0,0.02359
2360,234.0,150.0,340.0,422.0,238.0,146.0,83.0,594.0,0.0236
2361,234.0,150.0,340.0,438.0,238.0,146.0,83.0,611.0,0.02361
2362,234.0,150.0,340.0,440.0,238.0,146.0,83.0,612.0,0.02362
2363,234.0,150.0,340.0,459.0,238.0,146.0,83.0,610.0,0.02363
2364,235.0,149.0,340.0,432.0,238.0,146.0,83.0,605.0,0.02364
2365,235.0,149.0,340.0,445.0,238.0,146.0,83.0,607.0,0.02365
2366,235.0,149.0,340.0,442.0,238.0,146.0,83.0,601.0,0.02366
2367,235.0,149.0,340.0,429.0,238.0,146.0,83.0,604.0,0.02367
2368,235.0,149.0,340.0,430.0,238.0,146.0,83.0,600.0,0.02368
