Frame num,cyy,yy(vert),xx (horiz),Intensity
2128,227,157,337,584
2127,227,157,337,574
2126,227,157,337,574
2125,227,157,337,557
2124,227,157,337,542
2123,227,157,337,554
2122,227,157,337,563
2121,227,157,337,568
2120,227,157,337,565
2119,227,157,337,566
2118,226,158,337,567
2117,226,158,337,565
2116,226,158,337,563
2115,226,158,337,567
2114,226,158,337,561
2113,226,158,337,557
2112,226,158,337,560
2111,226,158,337,560
2110,226,158,337,547
2109,226,158,337,542
2108,226,158,337,551
2107,226,158,337,530
2106,226,158,337,528
2105,226,158,337,540
2104,226,158,337,552
2103,226,158,337,555
2102,226,158,337,556
2101,226,158,337,544
2100,226,158,337,559
2099,226,158,337,543
2098,226,158,337,534
2097,226,158,337,546
2096,226,158,337,546
2095,226,158,337,554
2094,226,158,337,557
2093,226,158,337,560
2092,226,158,337,558
2091,226,158,337,554
2090,226,158,337,556
2089,226,158,337,560
2088,226,158,337,565
2087,226,158,337,551
2086,226,158,337,547
2085,226,158,337,558
2084,226,158,337,549
2083,226,158,336,554
2082,226,158,336,536
2081,225,159,336,534
2080,225,159,336,556
2079,225,159,336,538
2078,225,159,336,560
2077,225,159,336,536
2076,225,159,336,519
2075,225,159,336,542
2074,225,159,336,530
2073,225,159,336,543
2072,225,159,336,544
2071,225,159,336,535
2070,225,159,336,522
2069,225,159,336,538
2068,225,159,336,532
2067,225,159,336,530
2066,225,159,336,542
2065,225,159,336,529
2064,225,159,336,525
2063,225,159,336,521
2062,225,159,336,517
2061,225,159,336,521
2060,225,159,336,540
2059,225,159,336,537
2058,225,159,336,532
2057,225,159,336,538
2056,225,159,336,511
2055,225,159,336,509
2054,225,159,336,516
2053,225,159,336,516
2052,225,159,336,539
2051,225,159,336,522
2050,225,159,336,528
2049,225,159,336,527
2048,225,159,336,533
2047,225,159,336,535
2046,225,159,336,526
2045,225,159,336,536
2044,225,159,336,525
2043,225,159,336,518
2042,224,160,336,533
2041,224,160,336,538
2040,224,160,336,536
2039,224,160,336,534
2038,224,160,336,517
2037,224,160,336,511
2036,224,160,336,530
2035,224,160,336,511
2034,224,160,336,537
2033,224,160,335,516
2032,224,160,335,517
2031,224,160,335,513
2030,224,160,335,512
2029,224,160,335,507
2028,224,160,335,509
2027,224,160,335,520
2026,224,160,335,523
2025,224,160,335,527
2024,224,160,335,520
2023,224,160,335,515
2022,224,160,335,526
2021,224,160,335,519
2020,224,160,335,522
2019,224,160,335,535
2018,224,160,335,532
2017,224,160,335,510
2016,224,160,335,535
2015,224,160,335,518
2014,224,160,335,529
2013,224,160,335,520
2012,224,160,335,525
2011,224,160,335,531
2010,224,160,335,531
2009,224,160,335,534
2008,224,160,335,538
2007,224,160,335,540
2006,224,160,335,540
2005,223,161,335,520
2004,223,161,335,524
2003,223,161,335,543
2002,223,161,335,535
2001,223,161,335,534
2000,223,161,335,546
1999,223,161,335,539
1998,223,161,335,541
1997,223,161,335,536
1996,223,161,335,532
1995,223,161,335,546
1994,223,161,335,529
1993,223,161,335,525
1992,223,161,335,518
1991,223,161,335,536
1990,223,161,335,524
1989,223,161,335,529
1988,223,161,335,529
1987,223,161,335,534
1986,223,161,335,535
1985,223,161,334,531
1984,223,161,334,519
1983,223,161,334,532
1982,223,161,334,523
1981,223,161,334,517
1980,223,161,334,524
1979,223,161,334,544
1978,223,161,334,538
1977,223,161,334,524
1976,223,161,334,528
1975,223,161,334,532
1974,223,161,334,538
1973,223,161,334,538
1972,223,161,334,520
1971,223,161,334,522
1970,223,161,334,521
1969,223,161,334,533
1968,222,162,334,532
1967,222,162,334,538
1966,222,162,334,533
1965,222,162,334,532
1964,222,162,334,530
1963,222,162,334,522
1962,222,162,334,532
1961,222,162,334,525
1960,222,162,334,519
1959,222,162,334,514
1958,222,162,334,520
1957,222,162,334,516
1956,222,162,334,515
1955,222,162,334,519
1954,222,162,334,526
1953,222,162,334,527
1952,222,162,334,519
1951,222,162,334,525
1950,222,162,334,529
1949,222,162,334,524
1948,222,162,334,529
1947,222,162,334,529
1946,222,162,334,534
1945,222,162,334,529
1944,222,162,334,533
1943,222,162,334,514
1942,222,162,334,521
1941,222,162,334,522
1940,222,162,333,518
1939,222,162,333,515
1938,222,162,333,522
1937,222,162,333,502
1936,222,162,333,518
1935,222,162,333,510
1934,222,162,333,541
1933,222,162,333,531
1932,221,163,333,534
1931,221,163,333,545
1930,221,163,333,501
1929,221,163,333,544
1928,221,163,333,536
1927,221,163,333,532
1926,221,163,333,532
1925,221,163,333,531
1924,221,163,333,524
1923,221,163,333,547
1922,221,163,333,521
1921,221,163,333,542
1920,221,163,333,518
1919,221,163,333,535
1918,221,163,333,533
1917,221,163,333,532
1916,221,163,333,535
1915,221,163,333,531
1914,221,163,333,532
1913,221,163,333,515
1912,221,163,333,523
1911,221,163,333,518
1910,221,163,333,530
1909,221,163,333,523
1908,221,163,333,506
1907,221,163,333,534
1906,221,163,333,520
1905,221,163,333,525
1904,221,163,333,523
1903,221,163,333,525
1902,221,163,333,524
1901,221,163,333,527
1900,221,163,333,531
1899,221,163,333,521
1898,221,163,333,490
1897,220,164,332,529
1896,220,164,332,522
1895,220,164,332,534
1894,220,164,332,528
1893,220,164,332,510
1892,220,164,332,530
1891,220,164,332,528
1890,220,164,332,527
1889,220,164,332,519
1888,220,164,332,528
1887,220,164,332,518
1886,220,164,332,530
1885,220,164,332,530
1884,220,164,332,512
1883,220,164,332,511
1882,220,164,332,504
1881,220,164,332,521
1880,220,164,332,513
1879,220,164,332,519
1878,220,164,332,508
1877,220,164,332,520
1876,220,164,332,504
1875,220,164,332,524
1874,220,164,332,500
1873,220,164,332,499
1872,220,164,332,504
1871,220,164,332,509
1870,220,164,332,510
1869,220,164,332,527
1868,220,164,332,512
1867,220,164,332,534
1866,220,164,332,541
1865,220,164,332,517
1864,220,164,332,532
1863,220,164,332,531
1862,219,165,332,547
1861,219,165,332,530
1860,219,165,332,528
1859,219,165,332,528
1858,219,165,332,518
1857,219,165,332,516
1856,219,165,332,520
1855,219,165,332,521
1854,219,165,332,519
1853,219,165,331,518
1852,219,165,331,521
1851,219,165,331,519
1850,219,165,331,522
1849,219,165,331,520
1848,219,165,331,519
1847,219,165,331,521
1846,219,165,331,516
1845,219,165,331,512
1844,219,165,331,517
1843,219,165,331,508
1842,219,165,331,527
1841,219,165,331,544
1840,219,165,331,505
1839,219,165,331,525
1838,219,165,331,543
1837,219,165,331,534
1836,219,165,331,543
1835,219,165,331,534
1834,219,165,331,536
1833,219,165,331,541
1832,219,165,331,543
1831,219,165,331,541
1830,219,165,331,543
1829,219,165,331,542
1828,219,165,331,542
1827,218,166,331,547
1826,218,166,331,540
1825,218,166,331,542
1824,218,166,331,536
1823,218,166,331,533
1822,218,166,331,526
1821,218,166,331,511
1820,218,166,331,527
1819,218,166,331,518
1818,218,166,331,515
1817,218,166,331,517
1816,218,166,331,525
1815,218,166,331,502
1814,218,166,330,525
1813,218,166,330,523
1812,218,166,330,512
1811,218,166,330,514
1810,218,166,330,518
1809,218,166,330,506
1808,218,166,330,506
1807,218,166,330,502
1806,218,166,330,503
1805,218,166,330,512
1804,218,166,330,514
1803,218,166,330,503
1802,218,166,330,494
1801,218,166,330,496
1800,218,166,330,501
1799,218,166,330,506
1798,218,166,330,503
1797,218,166,330,511
1796,218,166,330,511
1795,218,166,330,508
1794,218,166,330,524
1793,217,167,330,530
1792,217,167,330,510
1791,217,167,330,523
1790,217,167,330,504
1789,217,167,330,501
1788,217,167,330,504
1787,217,167,330,495
1786,217,167,330,494
1785,217,167,330,493
1784,217,167,330,505
1783,217,167,330,495
1782,217,167,330,490
1781,217,167,330,488
1780,217,167,330,495
1779,217,167,330,496
1778,217,167,330,497
1777,217,167,330,503
1776,217,167,330,501
1775,217,167,330,491
1774,217,167,329,482
1773,217,167,329,489
1772,217,167,329,484
1771,217,167,329,498
1770,217,167,329,478
1769,217,167,329,502
1768,217,167,329,507
1767,217,167,329,507
1766,217,167,329,488
1765,217,167,329,495
1764,217,167,329,494
1763,217,167,329,507
1762,217,167,329,495
1761,217,167,329,482
1760,217,167,329,488
1759,216,168,329,503
1758,216,168,329,483
1757,216,168,329,497
1756,216,168,329,498
1755,216,168,329,484
1754,216,168,329,481
1753,216,168,329,490
1752,216,168,329,473
1751,216,168,329,474
1750,216,168,329,471
1749,216,168,329,458
1748,216,168,329,472
1747,216,168,329,477
1746,216,168,329,476
1745,216,168,329,471
1744,216,168,329,481
1743,216,168,329,481
1742,216,168,329,488
1741,216,168,329,481
1740,216,168,329,489
1739,216,168,329,472
1738,216,168,329,472
1737,216,168,328,474
1736,216,168,328,473
1735,216,168,328,479
1734,216,168,328,476
1733,216,168,328,455
1732,216,168,328,480
1731,216,168,328,477
1730,216,168,328,481
1729,216,168,328,483
1728,216,168,328,485
1727,215,169,328,485
1726,215,169,328,483
1725,215,169,328,481
1724,215,169,328,480
1723,215,169,328,480
1722,215,169,328,469
1721,215,169,328,468
1720,215,169,328,488
1719,215,169,328,481
1718,215,169,328,481
1717,215,169,328,476
1716,215,169,328,477
1715,215,169,328,467
1714,215,169,328,475
1713,215,169,328,462
1712,215,169,328,487
1711,215,169,328,473
1710,215,169,328,479
1709,215,169,328,472
1708,215,169,328,476
1707,215,169,328,475
1706,215,169,328,480
1705,215,169,328,479
1704,215,169,328,486
1703,215,169,328,484
1702,215,169,328,482
1701,215,169,328,477
1700,215,169,327,455
1699,215,169,327,473
1698,215,169,327,462
1697,215,169,327,448
1696,215,169,327,445
1695,215,169,327,459
1694,214,170,327,462
1693,214,170,327,460
1692,214,170,327,448
1691,214,170,327,451
1690,214,170,327,483
1689,214,170,327,455
1688,214,170,327,475
1687,214,170,327,477
1686,214,170,327,481
1685,214,170,327,476
1684,214,170,327,475
1683,214,170,327,473
1682,214,170,327,484
1681,214,170,327,479
1680,214,170,327,481
1679,214,170,327,464
1678,214,170,327,487
1677,214,170,327,490
1676,214,170,327,479
1675,214,170,327,485
1674,214,170,327,477
1673,214,170,327,455
1672,214,170,327,463
1671,214,170,327,468
1670,214,170,327,452
1669,214,170,327,479
1668,214,170,327,463
1667,214,170,327,451
1666,214,170,327,466
1665,214,170,326,455
1664,214,170,326,453
1663,214,170,326,464
1662,213,171,326,459
1661,213,171,326,457
1660,213,171,326,469
1659,213,171,326,476
1658,213,171,326,474
1657,213,171,326,468
1656,213,171,326,466
1655,213,171,326,465
1654,213,171,326,477
1653,213,171,326,466
1652,213,171,326,467
1651,213,171,326,477
1650,213,171,326,455
1649,213,171,326,463
1648,213,171,326,442
1647,213,171,326,466
1646,213,171,326,465
1645,213,171,326,453
1644,213,171,326,455
1643,213,171,326,472
1642,213,171,326,476
1641,213,171,326,485
1640,213,171,326,460
1639,213,171,326,473
1638,213,171,326,474
1637,213,171,326,460
1636,213,171,326,483
1635,213,171,326,474
1634,213,171,326,458
1633,213,171,326,479
1632,213,171,326,454
1631,212,172,325,467
1630,212,172,325,451
1629,212,172,325,469
1628,212,172,325,473
1627,212,172,325,470
1626,212,172,325,449
1625,212,172,325,449
1624,212,172,325,458
1623,212,172,325,462
1622,212,172,325,475
1621,212,172,325,475
1620,212,172,325,472
1619,212,172,325,454
1618,212,172,325,468
1617,212,172,325,456
1616,212,172,325,459
1615,212,172,325,455
1614,212,172,325,454
1613,212,172,325,435
1612,212,172,325,460
1611,212,172,325,456
1610,212,172,325,441
1609,212,172,325,467
1608,212,172,325,473
1607,212,172,325,469
1606,212,172,325,463
1605,212,172,325,454
1604,212,172,325,447
1603,212,172,325,467
1602,212,172,325,463
1601,212,172,325,450
1600,212,172,325,459
1599,211,173,325,454
1598,211,173,325,458
1597,211,173,324,439
1596,211,173,324,433
1595,211,173,324,436
1594,211,173,324,428
1593,211,173,324,425
1592,211,173,324,449
1591,211,173,324,442
1590,211,173,324,464
1589,211,173,324,470
1588,211,173,324,431
1587,211,173,324,462
1586,211,173,324,460
1585,211,173,324,458
1584,211,173,324,468
1583,211,173,324,448
1582,211,173,324,469
1581,211,173,324,455
1580,211,173,324,451
1579,211,173,324,429
1578,211,173,324,469
1577,211,173,324,469
1576,211,173,324,467
1575,211,173,324,449
1574,211,173,324,451
1573,211,173,324,455
1572,211,173,324,465
1571,211,173,324,462
1570,211,173,324,453
1569,211,173,324,446
1568,210,174,324,453
1567,210,174,324,448
1566,210,174,324,449
1565,210,174,323,443
1564,210,174,323,437
1563,210,174,323,429
1562,210,174,323,424
1561,210,174,323,461
1560,210,174,323,455
1559,210,174,323,451
1558,210,174,323,447
1557,210,174,323,442
1556,210,174,323,439
1555,210,174,323,479
1554,210,174,323,469
1553,210,174,323,455
1552,210,174,323,457
1551,210,174,323,455
1550,210,174,323,454
1549,210,174,323,455
1548,210,174,323,502
1547,210,174,323,498
1546,210,174,323,504
1545,210,174,323,507
1544,210,174,323,474
1543,210,174,323,480
1542,210,174,323,455
1541,210,174,323,461
1540,210,174,323,465
1539,210,174,323,467
1538,209,175,323,468
1537,209,175,323,467
1536,209,175,323,462
1535,209,175,323,463
1534,209,175,322,458
1533,209,175,322,458
1532,209,175,322,449
1531,209,175,322,444
1530,209,175,322,436
1529,209,175,322,434
1528,209,175,322,422
1527,209,175,322,472
1526,209,175,322,467
1525,209,175,322,465
1524,209,175,322,422
1523,209,175,322,417
1522,209,175,322,418
1521,209,175,322,475
1520,209,175,322,474
1519,209,175,322,427
1518,209,175,322,429
1517,209,175,322,426
1516,209,175,322,429
1515,209,175,322,482
1514,209,175,322,486
1513,209,175,322,454
1512,209,175,322,457
1511,209,175,322,457
1510,209,175,322,467
1509,209,175,322,468
1508,208,176,322,472
1507,208,176,322,472
1506,208,176,322,475
1505,208,176,322,469
1504,208,176,322,477
1503,208,176,321,470
1502,208,176,321,469
1501,208,176,321,470
1500,208,176,321,499
1499,208,176,321,494
1498,208,176,321,494
1497,208,176,321,516
1496,208,176,321,569
1495,208,176,321,519
1494,208,176,321,466
1493,208,176,321,471
1492,208,176,321,472
1491,208,176,321,470
1490,208,176,321,414
1489,208,176,321,421
1488,208,176,321,419
1487,208,176,321,462
1486,208,176,321,465
1485,208,176,321,471
1484,208,176,321,474
1483,208,176,321,427
1482,208,176,321,429
1481,208,176,321,438
1480,208,176,321,435
1479,208,176,321,437
1478,207,177,321,440
1477,207,177,321,445
1476,207,177,321,442
1475,207,177,321,437
1474,207,177,321,435
1473,207,177,320,437
1472,207,177,320,433
1471,207,177,320,431
1470,207,177,320,422
1469,207,177,320,462
1468,207,177,320,451
1467,207,177,320,452
1466,207,177,320,401
1465,207,177,320,438
1464,207,177,320,437
1463,207,177,320,441
1462,207,177,320,468
1461,207,177,320,481
1460,207,177,320,439
1459,207,177,320,441
1458,207,177,320,518
1457,207,177,320,500
1456,207,177,320,492
1455,207,177,320,466
1454,207,177,320,471
1453,207,177,320,475
1452,207,177,320,444
1451,207,177,320,444
1450,206,178,320,449
1449,206,178,320,447
1448,206,178,320,453
1447,206,178,320,446
1446,206,178,320,447
1445,206,178,320,444
1444,206,178,319,436
1443,206,178,319,436
1442,206,178,319,429
1441,206,178,319,429
1440,206,178,319,493
1439,206,178,319,493
1438,206,178,319,484
1437,206,178,319,437
1436,206,178,319,436
1435,206,178,319,431
1434,206,178,319,427
1433,206,178,319,497
1432,206,178,319,498
1431,206,178,319,490
1430,206,178,319,447
1429,206,178,319,450
1428,206,178,319,451
1427,206,178,319,450
1426,206,178,319,572
1425,206,178,319,575
1424,206,178,319,537
1423,206,178,319,538
1422,205,179,319,538
1421,205,179,319,536
1420,205,179,319,534
1419,205,179,319,529
1418,205,179,318,529
1417,205,179,318,520
1416,205,179,318,516
1415,205,179,318,515
1414,205,179,318,512
1413,205,179,318,506
1412,205,179,318,494
1411,205,179,318,493
1410,205,179,318,549
1409,205,179,318,548
1408,205,179,318,541
1407,205,179,318,495
1406,205,179,318,491
1405,205,179,318,495
1404,205,179,318,487
1403,205,179,318,491
1402,205,179,318,422
1401,205,179,318,544
1400,205,179,318,554
1399,205,179,318,551
1398,205,179,318,628
1397,205,179,318,556
1396,205,179,318,562
1395,205,179,318,567
1394,205,179,318,569
1393,205,179,318,571
1392,205,179,318,576
1391,205,179,318,577
1390,205,179,318,580
1389,204,180,318,583
1388,204,180,317,584
1387,204,180,317,591
1386,204,180,317,584
1385,204,180,317,588
1384,204,180,317,585
1383,204,180,317,461
1382,204,180,317,458
1381,204,180,317,454
1380,204,180,317,421
1379,204,180,317,550
1378,204,180,317,553
1377,204,180,317,414
1376,204,180,317,416
1375,204,180,317,515
1374,204,180,317,515
1373,204,180,317,516
1372,204,180,317,517
1371,204,180,317,513
1370,204,180,317,446
1369,204,180,317,563
1368,204,180,317,564
1367,204,180,317,568
1366,203,181,317,563
1365,203,181,317,559
1364,203,181,317,557
1363,203,181,317,558
1362,203,181,316,556
1361,203,181,316,558
1360,203,181,316,550
1359,203,181,316,544
1358,203,181,316,548
1357,203,181,316,544
1356,203,181,316,534
1355,203,181,316,463
1354,203,181,316,459
1353,203,181,316,458
1352,203,181,316,543
1351,203,181,316,545
1350,203,181,316,543
1349,203,181,316,444
1348,203,181,316,536
1347,203,181,316,444
1346,203,181,316,452
1345,203,181,316,452
1344,203,181,316,532
1343,203,181,316,538
1342,203,181,316,541
1341,203,181,316,546
1340,203,181,316,554
1339,203,181,316,557
1338,203,181,316,557
1337,203,181,316,563
1336,202,182,316,559
1335,202,182,316,564
1334,202,182,315,564
1333,202,182,315,559
1332,202,182,315,562
1331,202,182,315,558
1330,202,182,315,555
1329,202,182,315,439
1328,202,182,315,441
1327,202,182,315,512
1326,202,182,315,513
1325,202,182,315,584
1324,202,182,315,584
1323,202,182,315,585
1322,202,182,315,489
1321,202,182,315,490
1320,202,182,315,495
1319,202,182,315,495
1318,202,182,315,408
1317,202,182,315,478
1316,202,182,315,481
1315,202,182,315,481
1314,202,182,315,490
1313,202,182,315,490
1312,202,182,315,494
1311,202,182,315,500
1310,201,183,315,501
1309,201,183,315,501
1308,201,183,314,503
1307,201,183,314,499
1306,201,183,314,498
1305,201,183,314,496
1304,201,183,314,492
1303,201,183,314,494
1302,201,183,314,484
1301,201,183,314,483
1300,201,183,314,404
1299,201,183,314,401
1298,201,183,314,490
1297,201,183,314,559
1296,201,183,314,562
1295,201,183,314,482
1294,201,183,314,487
1293,201,183,314,486
1292,201,183,314,411
1291,201,183,314,491
1290,201,183,314,494
1289,201,183,314,497
1288,201,183,314,497
1287,201,183,314,502
1286,201,183,314,499
1285,201,183,314,503
1284,200,184,314,502
1283,200,184,314,506
1282,200,184,313,499
1281,200,184,313,498
1280,200,184,313,495
1279,200,184,313,489
1278,200,184,313,485
1277,200,184,313,482
1276,200,184,313,479
1275,200,184,313,414
1274,200,184,313,409
1273,200,184,313,410
1272,200,184,313,494
1271,200,184,313,630
1270,200,184,313,627
1269,200,184,313,560
1268,200,184,313,468
1267,200,184,313,471
1266,200,184,313,472
1265,200,184,313,472
1264,200,184,313,596
1263,200,184,313,598
1262,200,184,313,597
1261,199,185,313,597
1260,199,185,313,596
1259,199,185,313,596
1258,199,185,313,594
1257,199,185,312,590
1256,199,185,312,588
1255,199,185,312,581
1254,199,185,312,578
1253,199,185,312,574
1252,199,185,312,568
1251,199,185,312,570
1250,199,185,312,488
1249,199,185,312,489
1248,199,185,312,485
1247,199,185,312,575
1246,199,185,312,438
1245,199,185,312,439
1244,199,185,312,438
1243,199,185,312,436
1242,199,185,312,518
1241,199,185,312,518
1240,199,185,312,518
1239,199,185,312,601
1238,199,185,312,600
1237,199,185,312,609
1236,199,185,312,608
1235,198,186,312,618
1234,198,186,312,619
1233,198,186,312,623
1232,198,186,312,625
1231,198,186,312,630
1230,198,186,312,629
1229,198,186,312,628
1228,198,186,311,628
1227,198,186,311,634
1226,198,186,311,503
1225,198,186,311,559
1224,198,186,311,561
1223,198,186,311,396
1222,198,186,311,399
1221,198,186,311,468
1220,198,186,311,470
1219,198,186,311,479
1218,198,186,311,480
1217,198,186,311,390
1216,198,186,311,391
1215,198,186,311,398
1214,198,186,311,471
1213,198,186,311,467
1212,198,186,311,473
1211,198,186,311,477
1210,198,186,311,484
1209,198,186,311,481
1208,198,186,310,478
1207,198,186,310,475
1206,197,187,310,482
1205,197,187,310,481
1204,197,187,310,476
1203,197,187,310,475
1202,197,187,310,477
1201,197,187,310,470
1200,197,187,310,387
1199,197,187,310,458
1198,197,187,310,458
1197,197,187,310,453
1196,197,187,310,457
1195,197,187,310,462
1194,197,187,310,464
1193,197,187,310,468
1192,197,187,310,468
1191,197,187,310,469
1190,197,187,310,551
1189,197,187,310,504
1188,197,187,310,504
1187,197,187,310,505
1186,197,187,309,510
1185,197,187,309,506
1184,197,187,309,509
1183,197,187,309,505
1182,197,187,309,502
1181,197,187,309,499
1180,196,188,309,497
1179,196,188,309,497
1178,196,188,309,489
1177,196,188,309,486
1176,196,188,309,483
1175,196,188,309,488
1174,196,188,309,487
1173,196,188,309,493
1172,196,188,309,487
1171,196,188,309,411
1170,196,188,309,413
1169,196,188,309,494
1168,196,188,309,410
1167,196,188,309,488
1166,196,188,309,492
1165,196,188,309,494
1164,196,188,309,496
1163,196,188,309,502
1162,196,188,308,501
1161,196,188,308,503
1160,196,188,308,504
1159,196,188,308,505
1158,196,188,308,506
1157,196,188,308,511
1156,196,188,308,522
1155,196,188,308,509
1154,195,189,308,572
1153,195,189,308,485
1152,195,189,308,486
1151,195,189,308,406
1150,195,189,308,405
1149,195,189,308,475
1148,195,189,308,480
1147,195,189,308,482
1146,195,189,308,484
1145,195,189,308,556
1144,195,189,308,556
1143,195,189,308,482
1142,195,189,308,474
1141,195,189,308,475
1140,195,189,307,475
1139,195,189,307,477
1138,195,189,307,474
1137,195,189,307,478
1136,195,189,307,477
1135,195,189,307,474
1134,195,189,307,480
1133,195,189,307,474
1132,195,189,307,474
1131,195,189,307,547
1130,194,190,307,541
1129,194,190,307,624
1128,194,190,307,559
1127,194,190,307,486
1126,194,190,307,484
1125,194,190,307,486
1124,194,190,307,485
1123,194,190,307,481
1122,194,190,307,484
1121,194,190,307,489
1120,194,190,307,559
1119,194,190,307,561
1118,194,190,306,557
1117,194,190,306,552
1116,194,190,306,597
1115,194,190,306,522
1114,194,190,306,520
1113,194,190,306,516
1112,194,190,306,514
1111,194,190,306,513
1110,194,190,306,513
1109,194,190,306,509
1108,194,190,306,608
1107,194,190,306,600
1106,194,190,306,526
1105,193,191,306,445
1104,193,191,306,558
1103,193,191,306,557
1102,193,191,306,553
1101,193,191,306,551
1100,193,191,306,547
1099,193,191,306,548
1098,193,191,306,547
1097,193,191,306,547
1096,193,191,305,546
1095,193,191,305,464
1094,193,191,305,531
1093,193,191,305,528
1092,193,191,305,429
1091,193,191,305,432
1090,193,191,305,433
1089,193,191,305,435
1088,193,191,305,488
1087,193,191,305,494
1086,193,191,305,520
1085,193,191,305,426
1084,193,191,305,436
1083,193,191,305,445
1082,193,191,305,452
1081,193,191,305,453
1080,193,191,305,460
1079,192,192,305,462
1078,192,192,305,466
1077,192,192,305,471
1076,192,192,305,475
1075,192,192,305,473
1074,192,192,304,482
1073,192,192,304,367
1072,192,192,304,399
1071,192,192,304,403
1070,192,192,304,406
1069,192,192,304,399
1068,192,192,304,425
1067,192,192,304,428
1066,192,192,304,470
1065,192,192,304,428
1064,192,192,304,390
1063,192,192,304,398
1062,192,192,304,438
1061,192,192,304,388
1060,192,192,304,386
1059,192,192,304,394
1058,192,192,304,397
1057,191,193,304,398
1056,191,193,304,404
1055,191,193,304,409
1054,191,193,303,404
1053,191,193,303,404
1052,191,193,303,394
1051,191,193,303,393
1050,191,193,303,385
1049,191,193,303,378
1048,191,193,303,369
1047,191,193,303,362
1046,191,193,303,396
1045,191,193,303,383
1044,191,193,303,432
1043,191,193,303,428
1042,191,193,303,426
1041,191,193,303,421
1040,191,193,303,399
1039,191,193,303,400
1038,191,193,303,460
1037,191,193,303,458
1036,191,193,303,463
1035,191,193,303,462
1034,190,194,302,461
1033,190,194,302,458
1032,190,194,302,459
1031,190,194,302,452
1030,190,194,302,446
1029,190,194,302,441
1028,190,194,302,433
1027,190,194,302,426
1026,190,194,302,423
1025,190,194,302,419
1024,190,194,302,376
1023,190,194,302,538
1022,190,194,302,534
1021,190,194,302,469
1020,190,194,302,471
1019,190,194,302,420
1018,190,194,302,423
1017,190,194,302,468
1016,190,194,302,477
1015,190,194,302,478
1014,190,194,302,487
1013,190,194,302,488
1012,190,194,301,492
1011,190,194,301,493
1010,190,194,301,501
1009,190,194,301,494
1008,189,195,301,518
1007,189,195,301,497
1006,189,195,301,521
1005,189,195,301,429
1004,189,195,301,427
1003,189,195,301,438
1002,189,195,301,439
1001,189,195,301,395
1000,189,195,301,405
999,189,195,301,412
998,189,195,301,437
997,189,195,301,352
996,189,195,301,362
995,189,195,301,367
994,189,195,301,374
993,189,195,301,386
992,189,195,300,387
991,189,195,300,391
990,189,195,300,406
989,189,195,300,410
988,189,195,300,414
987,189,195,300,425
986,188,196,300,432
985,188,196,300,430
984,188,196,300,435
983,188,196,300,391
982,188,196,300,389
981,188,196,300,369
980,188,196,300,371
979,188,196,300,373
978,188,196,300,378
977,188,196,300,397
976,188,196,300,394
975,188,196,300,395
974,188,196,300,403
973,188,196,300,404
972,188,196,299,418
971,188,196,299,417
970,188,196,299,402
969,188,196,299,412
968,188,196,299,397
967,188,196,299,419
966,188,196,299,415
965,188,196,299,417
964,188,196,299,432
963,187,197,299,415
962,187,197,299,412
961,187,197,299,417
960,187,197,299,410
959,187,197,299,405
958,187,197,299,395
957,187,197,299,393
956,187,197,299,398
955,187,197,299,399
954,187,197,299,397
953,187,197,298,399
952,187,197,298,398
951,187,197,298,407
950,187,197,298,406
949,187,197,298,384
948,187,197,298,392
947,187,197,298,393
946,187,197,298,404
945,187,197,298,411
944,187,197,298,411
943,187,197,298,396
942,187,197,298,404
941,187,197,298,418
940,186,198,298,386
939,186,198,298,412
938,186,198,298,396
937,186,198,298,388
936,186,198,298,415
935,186,198,298,401
934,186,198,297,399
933,186,198,297,395
932,186,198,297,412
931,186,198,297,408
930,186,198,297,405
929,186,198,297,405
928,186,198,297,385
927,186,198,297,391
926,186,198,297,387
925,186,198,297,401
924,186,198,297,398
923,186,198,297,390
922,186,198,297,393
921,186,198,297,399
920,186,198,297,398
919,186,198,297,366
918,185,199,297,370
917,185,199,297,375
916,185,199,297,374
915,185,199,296,374
914,185,199,296,385
913,185,199,296,393
912,185,199,296,387
911,185,199,296,383
910,185,199,296,381
909,185,199,296,379
908,185,199,296,367
907,185,199,296,360
906,185,199,296,371
905,185,199,296,376
904,185,199,296,373
903,185,199,296,374
902,185,199,296,365
901,185,199,296,369
900,185,199,296,367
899,185,199,296,375
898,185,199,296,373
897,185,199,296,377
896,185,199,295,375
895,184,200,295,378
894,184,200,295,373
893,184,200,295,370
892,184,200,295,371
891,184,200,295,367
890,184,200,295,376
889,184,200,295,390
888,184,200,295,388
887,184,200,295,376
886,184,200,295,369
885,184,200,295,374
884,184,200,295,397
883,184,200,295,387
882,184,200,295,385
881,184,200,295,383
880,184,200,295,375
879,184,200,295,376
878,184,200,294,366
877,184,200,294,370
876,184,200,294,368
875,184,200,294,365
874,184,200,294,368
873,183,201,294,377
872,183,201,294,408
871,183,201,294,398
870,183,201,294,388
869,183,201,294,403
868,183,201,294,393
867,183,201,294,385
866,183,201,294,382
865,183,201,294,399
864,183,201,294,393
863,183,201,294,401
862,183,201,294,385
861,183,201,294,387
860,183,201,293,385
859,183,201,293,384
858,183,201,293,369
857,183,201,293,364
856,183,201,293,362
855,183,201,293,376
854,183,201,293,394
853,183,201,293,395
852,182,202,293,392
851,182,202,293,396
850,182,202,293,387
849,182,202,293,365
848,182,202,293,365
847,182,202,293,384
846,182,202,293,349
845,182,202,293,385
