,Left Index,Right Index,18333 X,18333 Y,18158 X,18158 Y,Epipolar
72,72,12551,279,7,48,6,0.0800927445094
73,73,8737,279,23,161,15,0.000168410049591
74,74,457,279,175,99,175,0.00505032551741
75,75,1816,291,103,89,101,0.0214417442644
76,76,2038,295,35,174,26,0.00365204475174
77,77,3181,299,83,217,75,0.0313349323462
78,78,8639,299,175,255,174,0.0121332883182
79,79,222,303,119,206,114,0.00910761180099
80,80,8976,303,183,202,183,0.00194202498748
81,81,10325,311,151,229,148,0.0671956373054
82,82,495,319,19,45,16,0.0123111953201
83,83,1111,319,167,181,166,0.000834906597846
84,84,11243,327,55,170,46,0.012478144588
85,85,6428,335,51,309,34,0.00713364275242
86,86,543,339,7,37,3,0.0906008976048
87,87,520,290,147,48,147,0.0151829818212
88,88,3864,169,103,17,106,0.00384965229348
89,89,685,169,107,76,108,0.0193864312331
90,90,5766,201,111,257,106,0.0283026303464
91,91,3861,225,51,17,54,0.00622774156759
92,92,11841,225,179,245,178,0.0295971140524
93,93,10124,233,31,53,32,0.00915213411731
94,94,5582,233,115,241,110,0.0430178866849
95,95,3412,245,87,189,82,0.00480126288341
96,96,8242,261,111,182,107,0.000605838147967
97,97,23,261,115,189,111,0.00309082475504
98,98,110,269,175,93,175,0.00304535986574
99,99,798,289,31,125,25,0.00620248856692
100,100,1142,289,111,130,108,0.00258105602375
101,101,5705,297,43,253,30,0.0178130200337
102,102,2350,305,99,219,92,0.015812443783
103,103,5768,309,175,257,174,0.0192102298845
104,104,148,313,31,221,18,0.00900998336187
105,105,225,313,87,238,78,0.0149832510355
106,106,11209,313,103,133,99,0.00907169291346
107,107,3196,317,23,48,20,0.0127536094144
108,108,3618,317,183,237,183,0.0306954566624
109,109,9911,317,187,365,187,0.00931323151992
110,110,8165,321,99,178,93,0.00257266951098
111,111,10017,321,159,288,156,0.00226121683027
112,112,7701,325,19,54,15,0.072384501017
113,113,10983,333,87,121,82,0.0099924307206
114,114,12124,333,107,63,105,0.00577396169532
115,115,7800,345,7,49,2,0.104028798653
116,116,9764,349,35,313,15,0.00548144233505
117,117,366,353,47,100,40,0.0103700413765
118,118,866,135,92,110,93,0.0439007616242
119,119,11507,323,24,43,21,0.00226848144667
120,120,12404,198,102,91,102,0.00221063937621
121,121,3351,222,38,97,37,0.00212825040447
122,122,27,230,34,55,35,0.00913828001092
123,123,3279,234,98,38,99,0.000322369348095
124,124,12553,250,102,56,102,0.000437262221558
125,125,6220,254,102,293,94,0.0135274969638
126,126,8240,274,130,174,127,0.00975622102811
127,127,574,286,6,98,1,0.0838421396927
128,128,12080,286,170,197,169,0.00306282589306
129,129,1454,298,166,172,165,0.00451051525199
130,130,12451,298,170,202,169,0.015917492425
131,131,3508,298,174,248,173,0.0571291750773
132,132,3810,302,6,13,6,0.04715767241
133,133,7761,302,82,90,79,0.00264531337337
134,134,3904,306,114,21,114,0.00736488220101
135,135,8984,310,98,127,94,0.0148045673576
136,136,8060,310,178,152,178,0.0431251868391
137,137,2092,314,34,54,31,0.0105681861255
138,138,7408,318,138,78,137,0.038055802495
139,139,11681,318,142,292,137,0.00556509635618
140,140,2817,318,182,208,182,0.00994642444437
141,141,8987,330,74,175,66,0.000217016707053
142,142,8846,330,98,56,96,0.0136317960401
143,143,11249,334,86,194,78,0.00671249083298
144,144,12116,338,130,179,126,0.0121857273126
145,145,1896,149,98,125,98,0.00474379187448
146,146,33,153,94,95,95,0.0078873229585
147,147,2562,221,122,152,120,0.0241596876318
148,148,1698,229,126,151,124,0.0103698340479
149,149,7499,233,114,102,113,0.00500453332921
150,150,11364,257,138,154,136,0.00192818513522
151,151,2238,273,118,187,114,0.0054189429009
152,152,125,277,98,37,98,0.00402300649745
153,153,148,293,30,221,18,0.00883495572495
154,154,1454,301,166,172,165,0.00152703808965
155,155,557,305,58,233,47,0.00640983260946
156,156,6390,313,186,305,186,0.0110376372048
157,157,2502,321,26,159,16,0.0208207520859
158,158,9786,349,46,321,27,0.00208363526196
159,159,12489,159,84,122,84,0.000477303247749
160,160,1688,223,28,79,28,0.0148944248743
161,161,82,223,36,79,36,0.0400230949228
162,162,3810,267,4,13,6,0.0171641870526
163,163,9921,279,120,373,111,0.00908382264771
164,164,1178,307,100,219,93,0.0125424841522
165,165,2297,166,86,63,88,0.0381329303218
166,166,10396,174,90,273,84,0.00057652205793
167,167,12404,198,102,91,102,0.00221063937621
168,168,10847,214,166,68,166,0.0115472666349
169,169,3351,222,38,97,37,0.00212825040447
170,170,1666,234,82,92,81,0.0113621775476
171,171,12173,234,102,97,101,2.99872318669e-05
172,172,1905,234,106,193,102,0.00466919257892
173,173,1635,242,110,95,109,0.0172434499221
174,174,8368,254,98,111,96,0.0118323913481
175,175,3007,266,50,62,49,0.00741874211725
176,176,1287,270,22,168,14,0.0120183597816
177,177,8240,274,130,174,127,0.00975622102811
178,178,10482,282,66,329,52,0.101668795894
179,179,8081,290,86,153,81,0.00498402882106
180,180,7761,302,82,90,79,0.00264531337337
181,181,3904,306,114,21,114,0.00736488220101
182,182,9524,306,142,193,139,0.00127245928044
183,183,3475,310,126,64,125,0.00467244702185
184,184,8060,310,178,152,178,0.0431251868391
185,185,11681,318,142,292,137,0.00556509635618
186,186,6216,322,82,293,70,0.0108101765469
187,187,6496,330,154,313,150,0.0162686188677
188,188,12116,338,130,179,126,0.0121857273126
189,189,10979,137,83,61,86,0.00331782029127
190,190,2863,168,104,110,104,0.0184687995533
191,191,10547,248,172,197,171,0.00630803127741
192,192,12257,264,164,66,164,0.0357776162748
193,193,8463,268,176,98,176,0.0111070903563
194,194,12085,272,88,221,81,0.0162900067338
195,195,12370,280,156,273,153,0.00333365362677
196,196,8451,292,92,26,92,0.0109874439007
197,197,6832,304,140,337,134,0.00727563172158
198,198,9933,328,180,377,179,0.020034929203
199,199,12257,336,164,66,164,0.0569300705501
200,200,10229,292,46,133,40,0.00144515971283
201,201,1759,312,146,151,144,0.000800388376349
202,202,8693,235,81,214,75,0.0190444586287
203,203,7941,267,45,61,44,0.0184582476024
204,204,12213,279,121,189,117,0.0240083632358
205,205,1870,311,149,162,147,0.00516979677734
206,206,9909,323,173,365,171,0.0283266323987
207,207,1266,351,49,104,42,0.00313511907523
208,208,3769,270,4,9,6,0.117254950471
209,209,10848,270,24,72,22,0.00862422619669
210,210,11831,274,12,189,2,0.0606825618935
211,211,5717,290,120,253,114,0.0380383061111
212,212,10679,306,84,138,79,0.00699629878819
213,213,11601,330,36,161,26,0.0270710826614
214,214,6480,334,44,313,26,0.0463284777311
215,215,2528,323,5,37,2,0.0243662386867
216,216,8481,215,165,162,164,0.0116473529917
217,217,7111,223,85,357,74,0.000273635372704
218,218,9764,227,29,313,15,0.000880064691381
219,219,11287,227,89,99,88,0.00869130742001
220,220,10550,227,117,70,117,0.0211204200117
221,221,124,231,21,185,14,0.03998221635
222,222,10144,255,29,69,28,0.00410573349939
223,223,9833,255,97,337,87,0.00526333096347
224,224,7941,267,45,61,44,0.0184582476024
225,225,2374,271,1,36,1,0.209101439771
226,226,574,271,5,98,1,0.0360383756823
227,227,1491,287,21,200,10,0.00707445801361
228,228,879,291,29,222,17,0.0164116902386
229,229,3446,299,169,84,169,0.00747605831798
230,230,9689,307,53,281,39,0.000509952130823
231,231,939,311,117,125,114,0.00159682164958
232,232,12185,311,177,141,177,0.0300220152278
233,233,5709,315,73,253,62,0.00555874895784
234,234,9374,319,65,129,59,0.0416354879095
235,235,3650,323,1,1,2,1.48500422077
236,236,2528,323,5,37,2,0.0243662386867
237,237,1450,323,25,188,13,0.00091458722655
238,238,9909,323,173,365,171,0.0283266323987
239,239,11671,327,21,180,9,0.0164970185456
240,240,2264,327,177,151,177,0.00659893065825
241,241,574,339,9,98,1,0.0317236837867
242,242,9131,347,33,9,31,0.00093606144374
243,243,11822,151,99,153,98,0.0115127108932
244,244,5812,207,115,261,110,0.035091424287
245,245,2050,227,99,218,94,0.00573179764671
246,246,7187,231,147,361,142,0.0183334930013
247,247,97,239,175,75,175,0.000550635526102
248,248,526,247,171,72,171,0.0219524614182
249,249,135,251,135,105,134,0.00490027626124
250,250,1258,259,103,80,102,0.00825101352988
251,251,7838,259,175,82,175,0.0368289693156
252,252,2077,263,163,156,162,0.00688797153845
253,253,364,267,43,96,40,0.05465351746
254,254,110,267,175,93,175,0.00576403959021
255,255,130,275,111,73,110,0.0111671351559
256,256,11009,279,155,265,152,0.0210796550941
257,257,7808,287,111,197,106,0.00979633004097
258,258,8738,287,183,161,183,0.0475590948174
259,259,1385,291,91,186,85,0.0113729377403
260,260,8996,291,135,83,134,0.0391315536863
261,261,10829,299,171,211,170,0.0149231700098
262,262,8651,303,151,50,151,0.0468992852565
263,263,1308,307,171,212,170,0.000249178626199
264,264,6779,311,179,333,178,0.00459413770653
265,265,2077,327,163,156,162,0.0166293890261
266,266,8662,327,171,102,171,0.00320011284888
267,267,2077,335,163,156,162,0.0178644397788
268,268,7732,202,119,86,119,0.0129281171216
269,269,9563,226,123,229,119,0.0462629641064
270,270,11653,266,51,236,41,0.0108493101003
271,271,543,270,3,37,3,0.195303225419
272,272,124,270,23,185,14,0.00615166848956
273,273,10627,270,127,169,124,0.00800243368983
274,274,581,274,11,126,5,0.0565912732413
275,275,3444,278,111,71,110,0.0124011710717
276,276,12606,282,19,218,7,0.0216071597268
277,277,8308,282,67,226,58,0.0212714516095
278,278,10858,282,167,176,166,0.00330795153328
279,279,8764,286,63,174,56,0.00594804036073
280,280,6491,290,107,313,98,0.0136137031032
281,281,8960,298,179,142,179,0.000613077504189
282,282,2653,302,35,65,32,0.0163224738311
283,283,8693,302,83,214,75,0.00796824518231
284,284,2794,302,143,92,142,0.00614105479576
285,285,2882,306,55,168,47,0.00560600372844
286,286,9157,306,115,21,115,0.0172057259899
287,287,10065,306,127,189,123,0.00292047121294
288,288,2427,310,99,129,95,0.00500482378462
289,289,3899,314,43,21,42,0.0382742926585
290,290,3768,322,3,9,2,0.0166215383764
291,291,11099,326,47,105,41,0.00505476025673
292,292,9655,330,75,269,63,0.0545426546842
293,293,2520,330,99,86,96,0.00809159139807
294,294,3700,334,43,5,42,0.00857876635795
295,295,11137,338,11,112,2,0.170064309047
296,296,9386,342,51,133,43,0.0212474312119
297,297,7995,346,35,180,23,0.00263639248536
298,298,1325,362,23,182,9,0.0244984550209
299,299,1805,132,92,195,90,0.00377009676954
300,300,6169,204,112,289,106,0.025887281583
301,301,10599,212,84,58,85,0.000252675289828
302,302,9702,228,24,289,11,0.00319959062723
303,303,11052,228,100,219,95,0.00215596317945
304,304,11829,232,148,185,146,0.028874199212
305,305,8971,240,76,182,71,0.0446478114669
306,306,10465,244,64,317,52,0.00498575045318
307,307,10054,244,144,117,143,0.0110925457512
308,308,10547,248,172,197,171,0.00630803127741
309,309,6894,252,136,341,130,0.0193412328204
310,310,6482,260,48,313,34,0.0159223028323
311,311,6122,268,168,285,166,0.0207700955249
312,312,8463,268,176,98,176,0.0111070903563
313,313,8085,276,112,73,111,0.00873983269188
314,314,12370,280,156,273,153,0.00333365362677
315,315,12370,288,156,273,153,0.0271863013513
316,316,8451,292,92,26,92,0.0109874439007
317,317,6832,304,140,337,134,0.00727563172158
318,318,11912,304,152,48,152,0.000128547253006
319,319,9681,304,176,277,175,0.0384075030231
320,320,6954,308,172,345,170,0.00390187896611
321,321,628,312,112,149,108,0.00750777520775
322,322,9903,312,180,361,179,0.00634146130686
323,323,1873,242,99,178,95,0.00344916823745
324,324,1652,294,159,215,157,0.000479140774119
325,325,12401,203,77,91,77,0.00776890261717
326,326,3770,207,25,9,30,0.00810950881398
327,327,7769,211,113,150,111,0.00491605978191
328,328,4860,219,69,145,66,0.0699124395409
329,329,7045,227,85,353,74,0.0289815256484
330,330,9654,231,53,269,43,0.000637362425617
331,331,4802,231,69,137,66,0.00646498610389
332,332,10079,243,73,176,68,0.0117512055986
333,333,1247,243,81,233,74,0.0084976995657
334,334,288,255,105,115,103,0.00682334997256
335,335,1808,259,21,49,21,0.00589473812822
336,336,793,259,85,49,85,0.00145474010368
337,337,9696,271,37,285,23,0.00145227960552
338,338,6112,275,73,285,62,0.0735833617123
339,339,12494,287,85,154,80,0.00683714225626
340,340,7053,287,133,353,126,0.00775412959041
341,341,12471,291,93,54,92,0.0125396850053
342,342,1368,295,73,202,65,0.00530756993059
343,343,7748,299,97,162,92,0.00882839822235
344,344,2787,303,13,56,10,0.061011804592
345,345,666,303,33,165,24,0.00247196983684
346,346,292,319,25,159,15,0.0262245726252
347,347,374,319,97,148,92,0.0211222386988
348,348,11924,319,161,144,160,0.00165309059729
349,349,7944,327,17,207,3,0.0649530768198
350,350,2469,331,33,73,28,0.00125313246921
351,351,1136,256,89,78,88,0.0122580242077
352,352,1952,288,113,100,111,0.00290105127589
353,353,8444,304,149,164,147,0.0121314117458
354,354,1439,312,169,88,169,0.000461946867311
355,355,642,320,101,37,100,0.00189087254813
356,356,734,340,29,63,24,0.00571919252481
357,357,6872,280,25,341,6,0.00183885221214
358,358,9732,149,97,301,91,0.00796112685664
359,359,12085,165,85,221,81,0.0186844911358
360,360,7896,177,97,194,94,0.0156086826824
361,361,158,201,101,29,103,0.00127126935055
362,362,8258,209,93,85,93,0.0105365060927
363,363,7218,213,85,365,74,0.00282197892622
364,364,995,233,81,92,80,0.0342914775258
365,365,2880,233,149,189,147,0.000478845253927
366,366,1277,241,97,148,94,0.00472236858731
367,367,6264,245,65,297,54,0.0247069245433
368,368,8031,245,125,141,123,0.0203010340884
369,369,8409,261,113,185,109,0.0136660372114
370,370,3666,261,145,1,146,0.00478543688843
371,371,7498,261,165,71,165,0.0073372373272
372,372,11482,269,21,200,11,0.0191694699506
373,373,1290,273,129,172,126,0.0026889760305
374,374,10722,277,125,81,124,0.0209331903683
375,375,7978,281,145,272,141,0.0128980688311
376,376,9406,285,49,141,43,0.0154796192618
377,377,562,301,5,14,5,0.0580002646372
378,378,12201,301,181,173,181,0.0240748374492
379,379,2584,305,105,111,102,0.000826947347068
380,380,1274,305,125,144,122,0.010832993098
381,381,200,309,125,142,122,0.000926422042235
382,382,1572,309,149,163,147,0.000262630607771
383,383,8432,313,109,79,107,0.000409814296194
384,384,9811,321,201,329,203,0.00289616072524
385,385,7935,329,37,181,26,0.0110295953188
386,386,7646,333,109,97,106,0.00712828199388
387,387,2161,341,101,138,96,0.0109798098803
388,388,4002,345,45,33,42,0.0158679736618
389,389,8417,313,174,249,173,0.00265478018474
390,390,2502,321,26,159,16,0.0208207520859
391,391,8465,219,97,106,96,0.0037851826053
392,392,5712,243,93,253,86,0.0038864846047
393,393,9909,315,173,365,171,0.0014391361226
394,394,9746,319,169,305,167,0.00203808410821
395,395,2219,343,49,111,42,0.0109155201444
396,396,1473,225,170,179,169,0.00263655089521
397,397,3642,237,178,77,178,0.00358677706965
398,398,781,265,34,165,27,0.0114065765319
399,399,7635,289,30,74,27,0.000935879155646
400,400,11701,289,182,146,182,0.0739431348763
401,401,1454,305,166,172,165,0.00245632789108
402,402,3508,305,174,248,173,0.0284266883147
403,403,8968,325,82,170,75,0.0322226312623
404,404,10703,326,150,161,148,0.00506613380422
405,405,402,168,88,88,89,0.00429560354422
406,406,1566,212,96,111,95,0.00639955064139
407,407,12012,228,84,97,83,0.00391599492751
408,408,12088,236,24,249,13,0.00807348911719
409,409,6366,240,32,305,18,0.0262248263752
410,410,2313,244,180,87,180,0.000233763005341
411,411,2220,252,96,111,94,0.00542226460541
412,412,12258,252,176,82,176,0.0201143577155
413,413,6831,260,136,337,130,0.0134635850325
414,414,12288,264,88,176,83,0.0143189409647
415,415,8367,264,180,99,180,0.0607265031833
416,416,1443,288,112,132,109,0.00546611402423
417,417,5582,292,116,241,110,0.00881659216749
418,418,271,296,64,167,57,0.00092105809265
419,419,11656,300,156,268,153,0.00387602838645
420,420,471,308,144,38,144,0.00711359633662
421,421,9681,312,176,277,175,0.000815669692431
422,422,897,316,120,90,118,0.0201739170777
423,423,2547,320,76,96,72,0.0625577774006
424,424,6764,324,80,333,66,0.0070977135442
425,425,2597,328,4,35,1,0.158715003239
426,426,5860,328,92,265,82,0.00861369196827
427,427,10001,332,168,88,168,0.00181399593466
428,428,10418,332,184,285,184,0.0109929358959
429,429,6278,340,168,297,166,0.00717917130051
430,430,10831,227,23,223,14,0.00769551908004
431,431,11644,227,27,176,21,0.00607795543099
432,432,11482,231,19,200,11,0.0284694862971
433,433,7187,231,147,361,142,0.0183334930013
434,434,97,239,175,75,175,0.000550635526102
435,435,5902,255,27,269,14,0.0417652445227
436,436,1258,259,103,80,102,0.00825101352988
437,437,364,267,43,96,40,0.05465351746
438,438,543,271,3,37,3,0.136001224255
439,439,4770,271,47,133,42,0.0127271666236
440,440,9044,279,27,65,25,0.00528403203412
441,441,7980,283,19,186,9,0.00108185494497
442,442,334,287,19,214,7,0.0110235164926
443,443,7808,287,111,197,106,0.00979633004097
444,444,8337,291,27,55,25,0.00522277591807
445,445,8996,291,135,83,134,0.0391315536863
446,446,2038,295,35,174,26,0.00365204475174
447,447,8870,307,51,220,40,0.00795720482723
448,448,394,307,91,200,84,0.0048027299876
449,449,10104,319,195,21,196,0.092003049917
450,450,3768,323,3,9,2,0.0440651923239
451,451,5845,323,23,265,6,0.00742961232995
452,452,2077,335,163,156,162,0.0178644397788
453,453,543,339,7,37,3,0.0906008976048
454,454,5754,339,27,257,10,0.00647129071504
455,455,27,230,34,55,35,0.00913828001092
456,456,2401,322,174,255,173,0.00816014429789
457,457,10676,157,87,122,87,0.0264742054399
458,458,9082,221,99,46,100,0.0164342826112
459,459,2825,225,83,48,84,0.0351602543785
460,460,557,229,55,233,47,0.0107877308314
461,461,11428,229,83,46,84,0.00125031884351
462,462,6945,229,103,345,94,0.00230948232529
463,463,611,237,31,67,31,0.000527014620651
464,464,11617,245,111,125,109,0.0356524037871
465,465,11009,277,155,265,152,0.0277938723913
466,466,10849,289,131,80,130,0.0235423809816
467,467,864,297,119,102,117,0.0208112981824
468,468,11541,309,115,157,111,0.0097963868832
469,469,11209,313,103,133,99,0.00907169291346
470,470,3768,321,3,9,2,0.0772853997573
471,471,2082,168,103,111,103,0.00449884490257
472,472,7762,200,103,90,103,0.0140383233982
473,473,5766,200,111,257,106,0.00876176233927
474,474,6480,224,39,313,26,0.0403193929362
475,475,8607,228,91,99,90,0.0201586657303
476,476,11545,276,107,165,103,0.00563931347731
477,477,11009,276,155,265,152,0.0311490308827
478,478,1282,288,87,156,82,0.00137780793133
479,479,10061,324,179,169,179,0.00964800647163
480,480,2217,225,103,103,102,0.0135709980386
481,481,12625,249,171,195,170,0.0263010485
482,482,6206,293,23,293,6,0.00338446907738
483,483,225,313,87,238,78,0.0149832510355
484,484,7812,317,27,49,24,0.00755291856445
485,485,9911,317,187,365,187,0.00931323151992
486,486,7701,325,19,54,15,0.072384501017
487,487,169,349,27,54,22,0.00310501423295
488,488,7547,353,27,244,10,0.00964311226186
489,489,2637,182,139,140,138,0.00071370265154
490,490,12561,298,139,88,138,0.0161351179998
491,491,11266,320,102,126,98,0.00388560602016
492,492,11597,152,99,33,102,0.00523924073581
493,493,3096,228,35,57,36,0.0207435694684
494,494,11545,276,107,165,103,0.00563931347731
495,495,6825,276,111,337,102,0.00247665743733
496,496,8634,267,88,199,82,0.0122771260185
497,497,6954,307,172,345,170,0.0072022082424
498,498,7187,231,147,361,142,0.0183334930013
499,499,10070,311,183,217,183,0.00284153497485
500,500,4566,319,67,109,62,0.00289190323256
501,501,9012,149,92,183,90,0.00803493940057
502,502,4038,225,52,37,54,0.0327737150828
503,503,7104,229,56,357,42,0.0570723817964
504,504,1921,229,100,100,99,0.00426917169861
505,505,137,229,112,137,110,0.0133086975165
506,506,3660,237,108,1,110,0.0232943285381
507,507,8244,277,108,198,103,0.000140317180644
508,508,12198,293,64,169,57,0.0234082207457
509,509,11637,301,8,116,1,0.0168328371258
510,510,9654,305,56,269,43,0.00437253288196
511,511,7352,321,200,373,202,0.0395683438429
512,512,6165,329,100,289,90,0.00718385632266
513,513,7839,337,148,90,147,0.00713092899043
514,514,866,133,92,110,93,0.00590974230075
515,515,8465,177,96,106,96,0.0179893537856
516,516,6820,213,84,337,74,0.00704068997556
517,517,12449,225,124,190,121,0.00723791672797
518,518,341,225,180,234,179,0.0882700217473
519,519,137,229,112,137,110,0.0133086975165
520,520,3660,237,108,1,110,0.0232943285381
521,521,1159,241,96,147,93,0.00012138541652
522,522,772,245,64,81,63,0.00415179684601
523,523,6274,245,124,297,118,0.0096915231019
524,524,2569,261,112,184,108,0.0079302144609
525,525,2157,261,144,110,143,0.014833472574
526,526,12257,261,164,66,164,0.0349090090561
527,527,8725,269,116,81,115,0.0238096150698
528,528,8463,269,176,98,176,0.00632416079283
529,529,8367,269,180,99,180,0.0920474696033
530,530,7858,273,96,123,93,0.0298738376356
531,531,8630,273,152,187,150,0.0140237311178
532,532,11902,281,144,156,142,0.0225244032566
533,533,9563,297,124,229,119,0.0992395223807
534,534,2415,301,96,48,95,0.00683620483331
535,535,11656,301,156,268,153,0.000869568414431
536,536,12257,301,164,66,164,0.0465731709707
537,537,9681,309,176,277,175,0.0139075647335
538,538,3854,333,20,17,18,0.0287799336884
539,539,7839,337,148,90,147,0.00713092899043
540,540,3693,345,8,5,6,0.042290461317
541,541,2452,345,44,212,31,0.00213419260997
542,542,10890,152,100,213,97,0.000795563351195
543,543,6482,260,48,313,34,0.0159223028323
544,544,983,316,188,85,189,0.20496835107
545,545,791,324,172,229,171,0.00242528647431
546,546,3279,150,96,38,99,0.00375530384588
547,547,1437,162,96,88,97,0.00195897482727
548,548,1020,166,84,220,80,0.001159362102
549,549,8465,178,96,106,96,0.00605637635509
550,550,669,222,96,189,92,0.00448622106291
551,551,6539,226,80,317,70,0.0466626517332
552,552,11829,234,148,185,146,0.0173042549492
553,553,7249,238,28,369,10,0.00411763192905
554,554,1138,242,176,78,176,0.000112702456315
555,555,8270,250,92,137,89,0.00494329538273
556,556,2099,250,112,90,111,0.00303321367025
557,557,1081,250,172,199,171,0.00326424144166
558,558,6603,258,132,321,126,0.0253227558754
559,559,9920,262,84,373,71,0.00197114673103
560,560,7729,266,108,78,107,0.00825593799277
561,561,12257,266,164,66,164,0.0363572395052
562,562,1267,270,104,104,102,0.00912213071869
563,563,11638,274,88,116,85,0.00358232580023
564,564,12370,282,156,273,153,0.00928984005035
565,565,6954,310,172,345,170,0.0027027391872
566,566,9903,314,180,361,179,0.00673067928282
567,567,8897,322,196,178,197,0.241793669767
568,568,12499,330,80,186,72,0.0171289713865
569,569,12257,330,164,66,164,0.0551443472036
570,570,2568,334,80,184,72,0.0677195330368
571,571,12257,338,164,66,164,0.057526267925
572,572,2350,346,100,219,92,0.0103835677209
573,573,12257,262,164,66,164,0.0351984346088
574,574,6442,310,136,309,130,0.0321870898051
575,575,2257,334,20,219,5,0.00471721324183
576,576,8929,287,184,191,184,0.00982511640368
577,577,8182,303,96,74,94,0.00708886900698
578,578,9903,315,180,361,179,0.0132706936505
579,579,1281,331,32,156,22,0.00408405534763
580,580,11579,132,91,222,88,0.0162312953695
581,581,5959,200,119,273,114,0.00557492166142
582,582,307,204,111,86,111,0.00899452108696
583,583,8725,208,115,81,115,0.0448595390036
584,584,5707,224,51,253,42,0.0113003268848
585,585,11479,224,171,68,171,0.00950199064592
586,586,3815,228,55,13,58,0.00493132107029
587,587,5622,232,115,245,110,0.0493219182048
588,588,11551,236,107,193,103,0.0037581684459
589,589,7836,236,179,78,179,0.00839047692372
590,590,2446,244,87,60,87,0.000446162985039
591,591,347,244,143,278,139,0.00328838492298
592,592,10629,252,135,197,132,0.00801507001746
593,593,1919,260,115,85,114,0.00679651609157
594,594,11245,268,167,174,166,0.00286247022595
595,595,11009,276,155,265,152,0.0311490308827
596,596,11009,280,155,265,152,0.0177205933829
597,597,10849,288,131,80,130,0.0357460144149
598,598,520,288,147,48,147,0.00301530008242
599,599,8738,288,183,161,183,0.0550744130633
600,600,5860,292,91,265,82,0.0142654205078
601,601,11311,292,155,263,152,0.00484333711648
602,602,6838,312,179,337,178,0.0105058792851
603,603,9159,324,135,21,135,0.0293632000432
604,604,12579,242,94,172,90,0.0121934286351
605,605,6720,274,154,329,150,0.00947136241633
606,606,7461,302,154,52,154,0.010854918326
607,607,10745,306,54,205,44,0.0451796657833
608,608,1307,199,102,212,98,0.00740484064204
609,609,8478,199,114,158,112,0.00532379956959
