716.811881188,166.118811881
717.074324324,166.168918919
717.139784946,166.88172043
717.934131737,166.94011976
718.0,166.916666667
718.059782609,166.945652174
718.109589041,166.945205479
718.919786096,166.978609626
719.0,167.005076142
719.0,166.961748634
719.096045198,167.011299435
719.924324324,167.064864865
719.971014493,167.082125604
720.032110092,167.036697248
720.084577114,167.059701493
720.902564103,167.112820513
720.963114754,167.090163934
721.025210084,167.100840336
721.080508475,167.105932203
721.87434555,167.157068063
721.955752212,167.159292035
722.016260163,167.930894309
722.068273092,167.931726908
722.878923767,167.98206278
722.958598726,167.99044586
723.021472393,168.018404908
723.064516129,168.008797654
723.878289474,168.003289474
723.962962963,168.03968254
724.021333333,168.037333333
724.065445026,168.065445026
724.880701754,168.035087719
724.967647059,168.079411765
725.02,168.08
725.064981949,168.108303249
725.881889764,168.082677165
725.94984326,168.122257053
726.031428571,168.131428571
726.072254335,168.904624277
726.877862595,168.160305344
726.942934783,168.929347826
727.046391753,168.971649485
727.078488372,169.031976744
727.877717391,168.972826087
727.975409836,169.016393443
728.037681159,169.04057971
728.112903226,169.070967742
728.895833333,169.027777778
729.00330033,169.062706271
729.058455115,169.075156576
729.814589666,169.09118541
729.921348315,169.093632959
729.990963855,169.087349398
730.069915254,169.141949153
730.856796117,169.133495146
730.934117647,169.112941176
731.029748284,169.171624714
731.070080863,169.884097035
731.837563452,169.88071066
731.952718676,169.912529551
732.032692308,169.982692308
732.14507772,170.031088083
732.889312977,170.003816794
732.986538462,170.013461538
733.059590317,170.057728119
733.848812095,170.058315335
733.911025145,170.059961315
734.00967118,170.092843327
734.121593291,170.132075472
734.874762808,170.087286528
734.95991984,170.106212425
735.057971014,170.136645963
735.147582697,170.837150127
735.882063882,170.174447174
736.018823529,170.842352941
736.080188679,170.91509434
736.83125,170.9125
736.945891784,170.933867735
737.035335689,170.961130742
737.853909465,170.950617284
737.907342657,170.980769231
738.013274336,171.006637168
738.089385475,171.047486034
738.885135135,171.025337838
738.982174688,171.017825312
739.030075188,171.081203008
739.87992126,171.039370079
739.950639854,171.043875686
740.008695652,171.082608696
740.082217973,171.118546845
740.915141431,171.091514143
740.986644407,171.088480801
741.02852349,171.120805369
741.177554439,171.857621441
741.916943522,171.868770764
742.025835866,171.854103343
742.132075472,171.865021771
742.884559885,171.886002886
743.059888579,171.89275766
743.89608637,171.898785425
744.966562173,172.043887147
745.013612565,172.096335079
745.97235023,172.10483871
746.009164969,172.146639511
746.070778564,172.160768453
746.9500998,172.842315369
747.029442692,172.884332282
747.103375527,172.920886076
747.945973496,172.931702345
747.990059642,172.985089463
748.131355932,172.990466102
748.102956167,173.04077472
748.115890084,173.045400239
748.125326371,173.083550914
748.144542773,173.154867257
748.123989218,173.893530997
748.140102828,173.928020566
748.154746424,173.957087126
748.154054054,173.986486486
748.167567568,174.016216216
748.831292517,174.044897959
748.844537815,174.071428571
748.844741235,174.143572621
748.866666667,174.88
748.87839586,174.921086675
748.872031662,174.953825858
