,PIDL,PIDR,LenL,LenR,Xmin L,Xmax L,Ymin L,Ymax L,Xmin R,Xmax R,Ymin R,Ymax R,Frame Count,Mass Diff,FF Ave,FF Small Count
0,143,0,3343,1344,16.101010101,154.180555556,105.960465116,117.918032787,64.9223880597,109.015122873,9.9223880597,54.0396975425,839,45.4719635693,151.282002851,0
1,143,1,3343,3176,16.101010101,154.180555556,105.960465116,117.918032787,152.0,173.828865979,50.8384615385,81.9292682927,2664,50.6765889155,83.4673235261,0
2,143,2,3343,4689,16.101010101,154.180555556,105.960465116,117.918032787,168.0,215.102857143,49.9962264151,157.104477612,3336,70.8872122931,96.5835133071,0
3,143,3,3343,3091,16.101010101,154.180555556,105.960465116,117.918032787,98.8214676889,128.077894737,55.9465811966,76.1221052632,2579,124.347171294,97.6493031166,0
4,143,6,3343,4702,16.101010101,154.180555556,105.960465116,117.918032787,214.0,271.915129151,92.9920948617,166.079389313,3343,102.506815865,16.4311797623,776
5,143,15,3343,4707,16.101010101,154.180555556,105.960465116,117.918032787,111.019767442,248.037878788,130.083333333,228.915151515,3343,121.341426151,161.748550891,0
6,143,73,3343,3941,16.101010101,154.180555556,105.960465116,117.918032787,192.017456359,235.190839695,0.717557251908,81.0573566085,3323,70.1036565311,157.782260594,0
7,143,202,3343,1904,16.101010101,154.180555556,105.960465116,117.918032787,167.0,196.898799314,81.0,119.037735849,1682,93.2767647028,23.4643221486,226
8,143,222,3343,2183,16.101010101,154.180555556,105.960465116,117.918032787,90.0,108.994614004,71.0,81.9838420108,1986,78.8466844976,71.5475050171,0
9,143,241,3343,2597,16.101010101,154.180555556,105.960465116,117.918032787,28.8591549296,77.056022409,68.0795724466,78.1151079137,2437,35.4654889394,81.1722268765,0
10,143,259,3343,3319,16.101010101,154.180555556,105.960465116,117.918032787,54.0,97.0564705882,25.0,95.2062146893,3210,76.4923322778,113.605342251,0
11,143,288,3343,3252,16.101010101,154.180555556,105.960465116,117.918032787,52.1194029851,107.058823529,101.925396825,113.0,3217,47.2283671769,11.9612927866,711
12,143,292,3343,3170,16.101010101,154.180555556,105.960465116,117.918032787,187.0,203.843881857,0.733333333333,76.1788235294,3142,50.2528177815,165.990100116,0
13,143,318,3343,2574,16.101010101,154.180555556,105.960465116,117.918032787,145.085178876,165.0,78.0866372981,108.0,2564,66.6423750039,42.2421554973,155
14,143,327,3343,2039,16.101010101,154.180555556,105.960465116,117.918032787,39.0,71.1165644172,83.8888888889,92.9625212947,2029,77.533182029,50.0411534527,0
15,143,329,3343,3786,16.101010101,154.180555556,105.960465116,117.918032787,224.0,269.108108108,182.098360656,186.948497854,2917,54.3219417125,153.342239936,0
16,143,339,3343,1270,16.101010101,154.180555556,105.960465116,117.918032787,199.911764706,213.075949367,103.0,120.12378902,1260,78.6518062776,10.9720350377,414
17,143,344,3343,3252,16.101010101,154.180555556,105.960465116,117.918032787,6.0,102.070021882,119.042510121,124.857142857,2879,70.7059297687,14.5918542362,329
18,143,358,3343,3092,16.101010101,154.180555556,105.960465116,117.918032787,145.868852459,168.928186715,47.9577464789,102.84021544,2822,64.4253096747,92.5300647716,0
19,143,388,3343,2391,16.101010101,154.180555556,105.960465116,117.918032787,5.11627906977,61.0889423077,85.0,96.8643326039,2391,81.6148681352,52.6339016595,0
20,143,390,3343,3282,16.101010101,154.180555556,105.960465116,117.918032787,173.847750865,191.0,124.017301038,157.0,2736,75.2036440174,57.485941759,0
