,Px0,Px1,Px2,Py0,Py1,Py2,Pz0,Pz1,Pz2
0,0.0525309406486,0.780021166922,-37.841672053,0.00491244422,0.780801550357,-14.5427675951,0.657365969355,1.51861230849,-40.8072007557
1,-0.0351317582604,3.00328134731,-54.6696493532,-0.0210523337367,5.18272897389,-96.4691996033,0.665777071465,-0.040083287805,-15.5550082831
2,0.0111072473426,2.2595073014,-50.9688535154,0.0318218794252,-1.30641204874,18.8025468737,0.643724687382,1.40251941221,-33.7022777703
3,0.0156673110805,0.199689094294,-11.7857366984,0.0245143928819,0.710151605478,-20.9082233194,0.692020955733,-0.387482441966,-18.4017109201
4,0.0551601615633,0.518773202063,-32.9772910066,0.0131556249885,0.236105870708,-6.04451593047,0.668892876349,-0.203640982405,-10.2386562255
5,-0.00785106735193,-0.748411550282,10.9208173673,0.0315090492827,0.798461494887,-27.7118269061,0.618037289705,-0.284870321635,5.80238342326
6,-0.0200201857973,-0.429922716167,8.82757414345,-0.000372575980348,2.64320176191,-53.5287448435,0.62805743208,-1.55043896257,27.9212842304
7,-0.00721261903088,1.91234967616,-41.2821446275,0.0207177468491,1.93344892563,-43.8309373026,0.648499450137,1.63694630413,-42.3370510804
8,-0.0090389842503,-0.37637750349,4.33432300426,0.00158280485957,4.17912859534,-86.5925169689,0.639338679553,-1.24840997422,18.3701225281
9,0.00156292581533,1.81435435772,-42.635477208,0.0136758690966,1.9796645851,-42.1043752462,0.635759874576,2.44212084103,-53.9936789099
10,-0.0133760622616,3.90256227357,-73.2232282464,0.0213994218046,-1.07501383453,17.5974258483,0.67364924529,-0.449238630339,-6.64721546786
11,-0.013648496095,2.17199832041,-44.5712791763,0.0258656151849,2.65308243546,-60.5656547819,0.65417696173,1.80444753725,-48.3300467417
12,-0.00460328084999,1.50527176783,-35.446088892,0.0170990250519,3.3314309931,-74.0354755501,0.642515095033,-1.07437856942,13.571726202
13,-0.0505135266609,4.60227159149,-74.2393859252,-0.0193475801109,1.74541325388,-24.1388854395,0.62326451705,2.4604638942,-47.1141238364
14,0.0960765669551,-3.07182930382,25.8701514146,0.0531828843657,-1.7844046828,19.9029919854,0.558026201644,6.1843475684,-98.0831936716
15,0.00253757594306,0.935465758988,-15.592151806,-0.0500546811739,1.5388545087,-7.87818205727,0.714538415428,-7.06165169471,111.801590276
16,-0.0183684700612,-1.24721886938,24.9516744256,-0.0797211791574,6.23165392021,-96.6814056748,0.725964027097,-6.73799885526,94.8662682506
17,0.00615822451835,-2.22990311004,33.7827779204,0.00441519563973,0.291900538272,-11.7931701975,0.644676749026,-0.606893066839,0.500842199752
18,-0.00443084089398,-1.49204272958,24.3574920963,-0.134044158575,8.71245608205,-125.136793338,0.668129683875,-3.11403223741,44.0132827862
19,-0.0129039330783,3.14030824454,-55.7089710406,-0.0225087207935,3.81711990265,-67.4405320063,0.659949630944,-1.85510668885,28.0026191784
20,0.0127570989332,1.0734078004,-34.1726950487,0.0214304894383,3.86553715089,-87.566898576,0.64744099241,2.66171120274,-65.7485562319
21,0.0544304754409,-0.0327706033903,-21.8539037718,0.0262411562312,0.304648800899,-12.9525581346,0.693500511752,-0.0935513712467,-23.4755644797
22,-0.0217894937347,-0.116013637681,14.2038726627,0.0199696494729,-0.176524243477,-10.441720438,0.651046324707,-0.329570665284,0.246074697897
23,0.0450978923522,0.544722043913,-28.7363650702,0.00927635326945,0.159198908583,-2.29408700644,0.683630063104,-0.345683066217,-12.288117431
24,0.0391182467064,-0.0914780222849,-12.3522257187,0.0260890399124,-0.0782312474739,-3.22427538333,0.689208860236,-0.0109914570337,-21.421616174
25,0.0100268156447,4.12227472638,-88.2391066642,0.00381676182939,0.253633510265,-3.0737989971,0.619684025548,3.29112945088,-64.8797847705
26,-0.0106249238221,-0.293937217553,2.89299574946,0.0447361132125,0.475503861945,-27.0075968537,0.628729253546,-0.54336790842,7.40720800955
27,0.0353154992565,-0.299475343698,-6.87384258022,0.0112698877239,0.546516433571,-12.3515018751,0.711288015582,-1.26019806547,0.545056777639
28,0.0311299334105,-0.623130022862,4.93703540781,-0.0368751611043,0.126311287811,15.8350086876,0.598088791887,-1.60118520225,47.1305396122
29,0.032837932252,-0.140929631837,-9.71634093142,0.00993583678216,0.362956958006,-6.75498334299,0.68681340809,0.102214503218,-22.8382143103
30,0.0209588554595,-0.223072725756,-1.62299108124,0.0288321942887,0.0986169493318,-6.72718797183,0.703312575262,-0.654930907799,-12.031510057
31,-0.00737652042809,-0.521683940757,10.9614467219,0.0299343641474,0.234648643511,-11.9012543363,0.671289897752,-0.124436199374,-13.3628370919
32,-0.0078339187318,-0.3754620921,7.85059395765,-0.0114638564542,0.332611234456,2.20672249392,0.669171477374,-1.48082943558,14.9763263529
33,0.00381887031757,-1.16893528444,15.5743906283,0.041936990368,0.943685217898,-35.5130784148,0.610462188265,-0.127371424575,6.09089884164
34,-0.0297310994683,-0.493836924792,13.5267723715,0.0127990151622,0.849272699185,-22.8613499435,0.621806178224,-1.89033649457,37.6784232687
35,0.00904346138321,-0.313901590372,1.26189535139,0.0331820471676,-0.254540582374,-2.06047067646,0.695348458541,-1.21739898281,1.63109101688
