,PIDL,PIDR,LenL,LenR,Xmin L,Xmax L,Ymin L,Ymax L,Xmin R,Xmax R,Ymin R,Ymax R,Frame Count,Mass Diff,FF Ave,FF Small Count
0,9,0,969,1344,25.0,45.0,77.9294871795,78.0408163265,64.9223880597,109.015122873,9.9223880597,54.0396975425,962,37.8948261443,125.208904775,0
1,9,1,969,3176,25.0,45.0,77.9294871795,78.0408163265,152.0,173.828865979,50.8384615385,81.9292682927,969,37.9759334966,53.6477744336,0
2,9,2,969,4689,25.0,45.0,77.9294871795,78.0408163265,168.0,215.102857143,49.9962264151,157.104477612,964,15.5737896015,56.2250745895,0
3,9,3,969,3091,25.0,45.0,77.9294871795,78.0408163265,98.8214676889,128.077894737,55.9465811966,76.1221052632,969,240.931122383,52.0873630291,0
4,9,6,969,4702,25.0,45.0,77.9294871795,78.0408163265,214.0,271.915129151,92.9920948617,166.079389313,969,108.631373955,41.0765220516,0
5,9,15,969,4707,25.0,45.0,77.9294871795,78.0408163265,111.019767442,248.037878788,130.083333333,228.915151515,969,203.159082896,287.221772472,0
6,9,73,969,3941,25.0,45.0,77.9294871795,78.0408163265,192.017456359,235.190839695,0.717557251908,81.0573566085,920,90.8622411389,146.892945799,0
7,9,202,969,1904,25.0,45.0,77.9294871795,78.0408163265,167.0,196.898799314,81.0,119.037735849,684,12.3668573429,11.8561827592,105
8,9,222,969,2183,25.0,45.0,77.9294871795,78.0408163265,90.0,108.994614004,71.0,81.9838420108,649,9.92543270449,22.8255193003,0
9,9,241,969,2597,25.0,45.0,77.9294871795,78.0408163265,28.8591549296,77.056022409,68.0795724466,78.1151079137,625,17.7742827704,20.5825338275,0
10,9,259,969,3319,25.0,45.0,77.9294871795,78.0408163265,54.0,97.0564705882,25.0,95.2062146893,562,12.0630255591,114.634802593,0
11,9,288,969,3252,25.0,45.0,77.9294871795,78.0408163265,52.1194029851,107.058823529,101.925396825,113.0,391,14.5759183973,56.7545235942,0
12,9,292,969,3170,25.0,45.0,77.9294871795,78.0408163265,187.0,203.843881857,0.733333333333,76.1788235294,418,16.2965593426,155.685905675,0
13,9,318,969,2574,25.0,45.0,77.9294871795,78.0408163265,145.085178876,165.0,78.0866372981,108.0,104,4.37489048913,54.7624380066,0
14,9,327,969,2039,25.0,45.0,77.9294871795,78.0408163265,39.0,71.1165644172,83.8888888889,92.9625212947,86,4.31571527064,1.3570071276,86
15,9,329,969,3786,25.0,45.0,77.9294871795,78.0408163265,224.0,269.108108108,182.098360656,186.948497854,71,3.50892369289,213.049199095,0
16,9,339,969,1270,25.0,45.0,77.9294871795,78.0408163265,199.911764706,213.075949367,103.0,120.12378902,54,8.23505742073,50.890306005,0
17,9,344,969,3252,25.0,45.0,77.9294871795,78.0408163265,6.0,102.070021882,119.042510121,124.857142857,37,3.01401245256,80.1439680069,0
