586.99800995,160.000995025
586.962962963,158.975308642
591.884615385,171.975783476
597.851735016,187.041009464
604.070605187,204.902017291
611.114942529,224.130268199
690.2610442,442.5581724
682.7309237,416.9262477
665.6626506,426.4654094
559.7389558,403.7991161
554.7188755,381.6860406
519.0763052,374.1304414
505.0200803,423.8721217
468.373494,407.7733043
507.5301205,713.3206192
500.502008,711.8095498
512.0481928,692.7198745
517.0682731,678.6520454
523.0923695,758.55457
677.8033239161472, 418.04669115167763
560.9227866305769, 400.64139433606096
518.7632170037562, 366.2652588403601
460.8647453563308, 421.53766432460503
479.7188434208915, 410.4750189137996
501.1971852571246, 383.8214496728478
501.78542286274944, 709.5626329194054
511.23528216207285, 677.9791537943195
497.99196787148594, 666.0796452140221
495.9839357429719, 656.0283848963695
