747.990059642,172.985089463
732.14507772,170.031088083
749.127586207,184.827586207
750.077389985,199.037936267
750.963756178,215.958813839
751.024640657,234.938398357
750.502008,435.5532683
759.5381526,416.4623317
730.4216867,424.4879014
616.9678715,402.8228492
624.497992,381.218593
605.9236948,374.1740833
590.3614458,421.9049565
554.7188755,408.3192065
557.2289157,718.8732316
551.2048193,720.3777421
568.7751004,699.2810438
574.7991968,681.6961313
576.3052209,768.6315614
750.5547710830999, 414.91042108326076
616.1325116036844, 400.62144074489765
606.4446966512894, 368.1464854304362
556.9931030805205, 421.405412146153
571.947984017756, 411.6629255518146
592.7778795982438, 384.38396308766687
558.5294521519702, 718.0190248391555
572.8744304258128, 681.1840060796969
545.1807228915662, 670.6259712215697
544.1767068273092, 659.5701903089748
