,PIDL,PIDR,LenL,LenR,Xmin L,Xmax L,Ymin L,Ymax L,Xmin R,Xmax R,Ymin R,Ymax R,Frame Count,Mass Diff,FF Ave,FF Small Count
0,443,0,1249,1344,39.9439252336,90.1773049645,102.04028777,104.205607477,64.9223880597,109.015122873,9.9223880597,54.0396975425,7,108.792200232,108.591565263,0
1,443,1,1249,3176,39.9439252336,90.1773049645,102.04028777,104.205607477,152.0,173.828865979,50.8384615385,81.9292682927,1249,71.2155056159,69.1948262511,0
2,443,2,1249,4689,39.9439252336,90.1773049645,102.04028777,104.205607477,168.0,215.102857143,49.9962264151,157.104477612,1249,53.4495386788,102.180743824,0
3,443,3,1249,3091,39.9439252336,90.1773049645,102.04028777,104.205607477,98.8214676889,128.077894737,55.9465811966,76.1221052632,1249,87.5175138911,87.0474432899,0
4,443,6,1249,4702,39.9439252336,90.1773049645,102.04028777,104.205607477,214.0,271.915129151,92.9920948617,166.079389313,1249,153.997627494,17.4710129729,0
5,443,15,1249,4707,39.9439252336,90.1773049645,102.04028777,104.205607477,111.019767442,248.037878788,130.083333333,228.915151515,1249,118.92246602,184.534641436,0
6,443,73,1249,3941,39.9439252336,90.1773049645,102.04028777,104.205607477,192.017456359,235.190839695,0.717557251908,81.0573566085,1249,88.0386718778,159.199956685,0
7,443,202,1249,1904,39.9439252336,90.1773049645,102.04028777,104.205607477,167.0,196.898799314,81.0,119.037735849,862,53.7351554632,14.289001713,166
8,443,222,1249,2183,39.9439252336,90.1773049645,102.04028777,104.205607477,90.0,108.994614004,71.0,81.9838420108,1199,50.1446061887,57.3606105816,0
9,443,241,1249,2597,39.9439252336,90.1773049645,102.04028777,104.205607477,28.8591549296,77.056022409,68.0795724466,78.1151079137,1249,89.1569194046,74.2794004085,0
10,443,259,1249,3319,39.9439252336,90.1773049645,102.04028777,104.205607477,54.0,97.0564705882,25.0,95.2062146893,1249,62.641565976,111.240081872,0
11,443,288,1249,3252,39.9439252336,90.1773049645,102.04028777,104.205607477,52.1194029851,107.058823529,101.925396825,113.0,1249,41.2768913426,0.630325679663,1249
12,443,292,1249,3170,39.9439252336,90.1773049645,102.04028777,104.205607477,187.0,203.843881857,0.733333333333,76.1788235294,1249,46.7109765486,171.513066177,0
