,PIDL,PIDR,LenL,LenR,Xmin L,Xmax L,Ymin L,Ymax L,Xmin R,Xmax R,Ymin R,Ymax R,Frame Count,Mass Diff,FF Ave,FF Small Count
0,379,0,3188,1344,289.166666667,306.051652893,17.8571428571,126.005,64.9223880597,109.015122873,9.9223880597,54.0396975425,136,115.996173885,74.8131809808,0
1,379,1,3188,3176,289.166666667,306.051652893,17.8571428571,126.005,152.0,173.828865979,50.8384615385,81.9292682927,1961,74.1066857783,88.8968968951,0
2,379,2,3188,4689,289.166666667,306.051652893,17.8571428571,126.005,168.0,215.102857143,49.9962264151,157.104477612,3186,90.801172327,50.3545117596,0
3,379,3,3188,3091,289.166666667,306.051652893,17.8571428571,126.005,98.8214676889,128.077894737,55.9465811966,76.1221052632,1876,98.0765076865,72.9175812763,0
4,379,6,3188,4702,289.166666667,306.051652893,17.8571428571,126.005,214.0,271.915129151,92.9920948617,166.079389313,3188,139.351121621,149.251988972,0
5,379,15,3188,4707,289.166666667,306.051652893,17.8571428571,126.005,111.019767442,248.037878788,130.083333333,228.915151515,3188,116.969113066,250.690601003,0
6,379,73,3188,3941,289.166666667,306.051652893,17.8571428571,126.005,192.017456359,235.190839695,0.717557251908,81.0573566085,2778,94.7757819595,10.7725415407,626
7,379,202,3188,1904,289.166666667,306.051652893,17.8571428571,126.005,167.0,196.898799314,81.0,119.037735849,986,27.1679803322,177.760522255,0
8,379,222,3188,2183,289.166666667,306.051652893,17.8571428571,126.005,90.0,108.994614004,71.0,81.9838420108,1330,29.4174281123,107.710514206,0
9,379,241,3188,2597,289.166666667,306.051652893,17.8571428571,126.005,28.8591549296,77.056022409,68.0795724466,78.1151079137,1734,83.7663183464,84.9075660326,0
10,379,259,3188,3319,289.166666667,306.051652893,17.8571428571,126.005,54.0,97.0564705882,25.0,95.2062146893,2533,51.0784771045,48.3488249867,0
11,379,288,3188,3252,289.166666667,306.051652893,17.8571428571,126.005,52.1194029851,107.058823529,101.925396825,113.0,2623,48.2961243035,127.337559269,0
