,PIDL,PIDR,LenL,LenR,Xmin L,Xmax L,Ymin L,Ymax L,Xmin R,Xmax R,Ymin R,Ymax R,Frame Count,Mass Diff,FF Ave,FF Small Count
0,339,0,2959,1344,150.968965517,219.937062937,50.0,100.185314685,64.9223880597,109.015122873,9.9223880597,54.0396975425,219,124.052565463,6.40565916048,94
1,339,1,2959,3176,150.968965517,219.937062937,50.0,100.185314685,152.0,173.828865979,50.8384615385,81.9292682927,2044,82.5524593951,21.8798846479,0
2,339,2,2959,4689,150.968965517,219.937062937,50.0,100.185314685,168.0,215.102857143,49.9962264151,157.104477612,2957,97.3042550672,10.2210244105,912
3,339,3,2959,3091,150.968965517,219.937062937,50.0,100.185314685,98.8214676889,128.077894737,55.9465811966,76.1221052632,1959,112.481171818,5.25655568052,1158
4,339,6,2959,4702,150.968965517,219.937062937,50.0,100.185314685,214.0,271.915129151,92.9920948617,166.079389313,2959,155.849908573,107.222758687,0
5,339,15,2959,4707,150.968965517,219.937062937,50.0,100.185314685,111.019767442,248.037878788,130.083333333,228.915151515,2959,136.616602415,226.596236221,0
6,339,73,2959,3941,150.968965517,219.937062937,50.0,100.185314685,192.017456359,235.190839695,0.717557251908,81.0573566085,2845,102.415387518,54.2150861021,0
7,339,202,2959,1904,150.968965517,219.937062937,50.0,100.185314685,167.0,196.898799314,81.0,119.037735849,1065,24.503376826,102.644874154,0
8,339,222,2959,2183,150.968965517,219.937062937,50.0,100.185314685,90.0,108.994614004,71.0,81.9838420108,1413,34.9030292079,35.4276639818,0
9,339,241,2959,2597,150.968965517,219.937062937,50.0,100.185314685,28.8591549296,77.056022409,68.0795724466,78.1151079137,1817,85.966664865,17.1305542848,0
10,339,259,2959,3319,150.968965517,219.937062937,50.0,100.185314685,54.0,97.0564705882,25.0,95.2062146893,2602,54.7945062542,14.1779088271,878
11,339,288,2959,3252,150.968965517,219.937062937,50.0,100.185314685,52.1194029851,107.058823529,101.925396825,113.0,2706,44.7132667855,74.3256746634,0
12,339,292,2959,3170,150.968965517,219.937062937,50.0,100.185314685,187.0,203.843881857,0.733333333333,76.1788235294,2597,51.2228214063,62.3202189869,0
13,339,318,2959,2574,150.968965517,219.937062937,50.0,100.185314685,145.085178876,165.0,78.0866372981,108.0,2324,29.0583534982,48.6012307227,0
14,339,327,2959,2039,150.968965517,219.937062937,50.0,100.185314685,39.0,71.1165644172,83.8888888889,92.9625212947,1816,33.9869298143,49.4529622267,0
15,339,329,2959,3786,150.968965517,219.937062937,50.0,100.185314685,224.0,269.108108108,182.098360656,186.948497854,2959,47.0412415198,236.823735768,0
16,339,339,2959,1270,150.968965517,219.937062937,50.0,100.185314685,199.911764706,213.075949367,103.0,120.12378902,1085,33.4934442329,119.898762961,0
