,PIDL,PIDR,LenL,LenR,Xmin L,Xmax L,Ymin L,Ymax L,Xmin R,Xmax R,Ymin R,Ymax R,Frame Count,Mass Diff,FF Ave,FF Small Count
0,432,0,3050,1344,245.937837838,270.939354839,101.0,135.005730659,64.9223880597,109.015122873,9.9223880597,54.0396975425,31,123.979681643,89.821524401,0
1,432,1,3050,3176,245.937837838,270.939354839,101.0,135.005730659,152.0,173.828865979,50.8384615385,81.9292682927,1848,91.8804490705,87.1351232701,0
2,432,2,3050,4689,245.937837838,270.939354839,101.0,135.005730659,168.0,215.102857143,49.9962264151,157.104477612,3048,112.015598713,92.0888596581,64
3,432,3,3050,3091,245.937837838,270.939354839,101.0,135.005730659,98.8214676889,128.077894737,55.9465811966,76.1221052632,1763,110.292581682,102.97110521,0
4,432,6,3050,4702,245.937837838,270.939354839,101.0,135.005730659,214.0,271.915129151,92.9920948617,166.079389313,3050,153.986601855,15.0931608169,582
5,432,15,3050,4707,245.937837838,270.939354839,101.0,135.005730659,111.019767442,248.037878788,130.083333333,228.915151515,3050,134.275311947,107.049486489,0
6,432,73,3050,3941,245.937837838,270.939354839,101.0,135.005730659,192.017456359,235.190839695,0.717557251908,81.0573566085,2658,102.400680446,154.589702115,0
7,432,202,3050,1904,245.937837838,270.939354839,101.0,135.005730659,167.0,196.898799314,81.0,119.037735849,878,20.9004069481,0.580614392503,878
8,432,222,3050,2183,245.937837838,270.939354839,101.0,135.005730659,90.0,108.994614004,71.0,81.9838420108,1217,42.5900730188,72.0801226592,0
9,432,241,3050,2597,245.937837838,270.939354839,101.0,135.005730659,28.8591549296,77.056022409,68.0795724466,78.1151079137,1621,105.869746588,91.8299679801,0
10,432,259,3050,3319,245.937837838,270.939354839,101.0,135.005730659,54.0,97.0564705882,25.0,95.2062146893,2426,56.7849381599,110.638856408,0
11,432,288,3050,3252,245.937837838,270.939354839,101.0,135.005730659,52.1194029851,107.058823529,101.925396825,113.0,2510,61.805904815,33.717459768,182
12,432,292,3050,3170,245.937837838,270.939354839,101.0,135.005730659,187.0,203.843881857,0.733333333333,76.1788235294,2401,65.1724882718,164.517031921,0
13,432,318,3050,2574,245.937837838,270.939354839,101.0,135.005730659,145.085178876,165.0,78.0866372981,108.0,2128,44.0251259267,63.6718504275,114
14,432,327,3050,2039,245.937837838,270.939354839,101.0,135.005730659,39.0,71.1165644172,83.8888888889,92.9625212947,1620,43.5401358962,59.2609965026,0
15,432,329,3050,3786,245.937837838,270.939354839,101.0,135.005730659,224.0,269.108108108,182.098360656,186.948497854,3048,58.4344470897,126.433988731,0
16,432,339,3050,1270,245.937837838,270.939354839,101.0,135.005730659,199.911764706,213.075949367,103.0,120.12378902,889,62.1142231882,15.0614801026,53
17,432,344,3050,3252,245.937837838,270.939354839,101.0,135.005730659,6.0,102.070021882,119.042510121,124.857142857,2867,33.6268199785,18.8546429424,167
18,432,358,3050,3092,245.937837838,270.939354839,101.0,135.005730659,145.868852459,168.928186715,47.9577464789,102.84021544,2774,41.9092181069,100.78692413,0
19,432,388,3050,2391,245.937837838,270.939354839,101.0,135.005730659,5.11627906977,61.0889423077,85.0,96.8643326039,2204,39.3860902614,66.5521280764,0
20,432,390,3050,3282,245.937837838,270.939354839,101.0,135.005730659,173.847750865,191.0,124.017301038,157.0,3050,30.4419787182,30.2614658622,487
21,432,394,3050,3166,245.937837838,270.939354839,101.0,135.005730659,232.143769968,255.84375,185.223300971,209.0,2954,57.5104348515,147.892015818,0
22,432,446,3050,2863,245.937837838,270.939354839,101.0,135.005730659,0.729166666667,99.1276102088,73.2299465241,104.861915367,2763,92.3692147538,78.0833298818,0
23,432,469,3050,3104,245.937837838,270.939354839,101.0,135.005730659,67.0895522388,107.181818182,148.018181818,267.909090909,2961,58.6715233476,187.763815649,0
24,432,502,3050,1479,245.937837838,270.939354839,101.0,135.005730659,112.987012987,129.933463796,58.8538961039,74.0642570281,1471,105.37251344,101.209125148,0
25,432,512,3050,1009,245.937837838,270.939354839,101.0,135.005730659,139.87037037,156.947688564,55.0,73.201183432,1003,35.490471824,100.59701403,0
26,432,520,3050,2905,245.937837838,270.939354839,101.0,135.005730659,227.947712418,272.04250797,71.921360255,137.833333333,2876,49.6522835208,57.0765448409,72
27,432,566,3050,1802,245.937837838,270.939354839,101.0,135.005730659,66.0,98.2369477912,111.021996616,114.107692308,1802,41.6886126515,23.1096254928,155
28,432,582,3050,2806,245.937837838,270.939354839,101.0,135.005730659,114.056768559,183.920585162,143.119834711,188.086956522,2664,36.4392750853,89.149164046,0
29,432,583,3050,1524,245.937837838,270.939354839,101.0,135.005730659,270.928695652,289.911764706,49.1333333333,79.1147826087,1524,61.1045575238,106.485336322,0
30,432,594,3050,2319,245.937837838,270.939354839,101.0,135.005730659,41.9090909091,99.8909090909,89.0833333333,109.158878505,2299,44.5847736994,54.0444715587,0
31,432,595,3050,2038,245.937837838,270.939354839,101.0,135.005730659,267.861842105,307.038461538,104.063492063,129.962719298,2038,60.5197534437,16.599579872,411
32,432,598,3050,2850,245.937837838,270.939354839,101.0,135.005730659,111.934782609,165.09375,142.814655172,224.949037373,2644,50.0904606222,152.100560025,0
33,432,607,3050,2819,245.937837838,270.939354839,101.0,135.005730659,214.917112299,235.0,54.0,142.09375,2646,65.2076588827,81.3136704523,69
34,432,608,3050,1908,245.937837838,270.939354839,101.0,135.005730659,182.904153355,187.911111111,65.0,87.1424050633,1908,59.5615397072,93.8237085183,0
35,432,614,3050,2636,245.937837838,270.939354839,101.0,135.005730659,170.829268293,180.996521739,75.90625,112.263414634,2604,43.1239255083,65.1513877445,0
36,432,617,3050,735,245.937837838,270.939354839,101.0,135.005730659,87.8833333333,108.90397351,84.8642384106,116.0,735,56.6150964953,37.7682988873,82
37,432,619,3050,1939,245.937837838,270.939354839,101.0,135.005730659,18.0617420066,60.0512048193,48.9016393443,81.8571428571,1939,55.1735122056,124.923574751,0
38,432,620,3050,2488,245.937837838,270.939354839,101.0,135.005730659,107.99375,140.07,69.9719626168,106.089848308,2465,40.9315849985,91.6536049059,0
39,432,621,3050,311,245.937837838,270.939354839,101.0,135.005730659,177.0,182.166007905,187.023715415,207.0,311,29.8466956515,167.552859672,0
40,432,622,3050,2628,245.937837838,270.939354839,101.0,135.005730659,125.890566038,227.0,103.95505618,130.188679245,2595,41.372112059,16.7377529528,133
41,432,629,3050,2404,245.937837838,270.939354839,101.0,135.005730659,87.8833333333,106.901041667,42.0,103.8203125,2381,47.8681822327,119.690057364,0
42,432,641,3050,2270,245.937837838,270.939354839,101.0,135.005730659,260.961685824,313.00804829,68.9346076459,118.934560327,2247,80.59641116,71.9991443028,0
43,432,648,3050,1499,245.937837838,270.939354839,101.0,135.005730659,52.0,95.1123188406,36.9479166667,52.0507246377,1499,67.5112829884,167.742201886,0
44,432,678,3050,994,245.937837838,270.939354839,101.0,135.005730659,210.215053763,212.103448276,19.0,39.0922509225,994,72.7761001355,179.155680259,0
45,432,687,3050,2231,245.937837838,270.939354839,101.0,135.005730659,177.914285714,194.212837838,22.9659090909,87.1925675676,2212,54.4455709794,165.710251006,0
46,432,702,3050,2568,245.937837838,270.939354839,101.0,135.005730659,172.065789474,228.0,84.9425287356,115.947154472,2439,48.2052014706,61.388396597,0
47,432,709,3050,1516,245.937837838,270.939354839,101.0,135.005730659,150.901408451,166.063186813,130.813186813,147.0,1516,48.6860384237,26.0933459051,0
48,432,721,3050,2470,245.937837838,270.939354839,101.0,135.005730659,241.028806584,341.990990991,96.009009009,155.839506173,2420,68.4805057201,27.6959021409,161
49,432,725,3050,2089,245.937837838,270.939354839,101.0,135.005730659,257.020512821,309.826086957,100.91954023,141.120512821,2067,66.8512906036,17.0337712934,286
50,432,729,3050,2401,245.937837838,270.939354839,101.0,135.005730659,211.822937626,232.904109589,24.0,121.792626728,2378,92.9168924869,124.327385999,0
51,432,732,3050,1453,245.937837838,270.939354839,101.0,135.005730659,208.934210526,237.913978495,92.8494077834,107.012987013,1453,53.8345995152,47.2820031932,0
52,432,733,3050,2506,245.937837838,270.939354839,101.0,135.005730659,174.751351351,185.007575758,128.194594595,168.0,2375,52.1671332733,49.8031531359,28
53,432,741,3050,2320,245.937837838,270.939354839,101.0,135.005730659,183.909090909,201.227941176,0.748201438849,105.233962264,2297,54.6393266974,167.755989473,0
54,432,749,3050,2391,245.937837838,270.939354839,101.0,135.005730659,228.08681672,245.924050633,160.059970015,177.019543974,2294,64.2050236178,79.2413997218,0
55,432,757,3050,2001,245.937837838,270.939354839,101.0,135.005730659,234.876923077,261.094594595,86.0625,125.133333333,1981,62.3481819271,43.3637626679,0
56,432,758,3050,2518,245.937837838,270.939354839,101.0,135.005730659,211.860036832,234.89524838,0.694352159468,136.797421731,2339,87.3497711385,149.536633761,0
57,432,795,3050,1844,245.937837838,270.939354839,101.0,135.005730659,138.822580645,152.253968254,77.9534883721,99.0555555556,1835,59.2370896647,78.3788001741,0
58,432,805,3050,2309,245.937837838,270.939354839,101.0,135.005730659,224.861842105,264.015186916,20.9565217391,131.097478992,2200,65.7331627267,150.416943126,0
