,PID_R,PID_L,Mass_R,X_R,Y_R,Mass_L,X_L,Y_L
89,157,162,128.269185968,164.949895616,114.016701461,123.238535882,108.895372233,114.949698189
90,159,159,183.700754852,15.1297376093,114.897959184,114.311800889,139.965292842,111.874186551
91,160,173,132.285966322,247.050607287,116.028340081,91.7469985443,369.843243243,123.0
92,161,164,117.022200977,42.180778032,117.105263158,89.7632796568,219.961325967,116.140883978
93,163,163,230.295406957,49.923255814,117.934883721,167.624245989,158.084319527,116.076923077
94,166,169,146.210804882,57.0989010989,119.053113553,98.1940849285,162.090909091,117.868686869
95,167,172,118.093342405,144.875283447,120.170068027,103.649311869,262.899521531,123.052631579
96,168,180,166.294706652,248.853462158,119.851851852,147.539092254,358.062184874,125.91092437
97,170,171,104.168503845,13.1799485861,121.107969152,115.799590055,266.014989293,120.049250535
98,171,179,163.081282369,273.862068966,121.068965517,107.616749644,238.850230415,126.036866359
99,176,174,123.181264186,69.8956521739,124.947826087,127.205973657,163.92202729,124.076023392
100,177,178,113.808776694,60.8447058824,127.063529412,124.478360187,149.900398406,126.007968127
101,183,183,156.118863088,178.065180103,129.005145798,149.27484628,119.053156146,130.11461794
102,185,182,121.574552045,8.95594713656,130.035242291,134.396954624,260.025830258,128.889298893
103,186,186,135.231605248,165.972277228,130.918811881,117.28737922,123.871035941,131.820295983
104,188,184,96.9382992076,25.9585635359,132.074585635,81.0845095243,145.027522936,130.180428135
105,190,190,176.470550215,311.048558422,133.983308042,101.417628121,145.0,138.141809291
106,193,189,133.089322393,5.92555331992,136.91750503,88.7714202131,141.927374302,134.899441341
107,196,193,161.20678487,158.063122924,138.918604651,140.844041009,256.929577465,140.846830986
108,198,192,134.963819891,60.0535714286,139.986111111,92.4908931271,237.938337802,139.941018767
109,200,195,62.9295588779,101.889361702,143.042553191,117.039414359,291.970338983,144.832627119
110,201,196,91.5825920691,293.964912281,142.888888889,143.81961934,297.94137931,146.948275862
111,203,197,136.034961319,182.927165354,147.92519685,126.462079075,250.074509804,149.047058824
112,207,198,138.177244174,244.932170543,154.932170543,117.783308942,307.008421053,156.993684211
113,211,199,134.428249177,156.90438247,164.15936255,108.856573948,256.86332574,164.995444191
114,212,200,239.66789445,173.868156425,163.989944134,171.591683764,370.0,165.119942197
115,213,201,173.257125932,240.911901082,163.884080371,115.303660333,379.012903226,165.883870968
116,215,202,206.998080905,93.021992238,173.076326003,177.294875565,297.967832168,173.062937063
117,216,203,130.411468823,238.024640657,173.117043121,111.584187419,357.966666667,174.015555556
118,218,205,97.7416552784,247.84109589,176.906849315,109.848433392,352.033860045,177.106094808
119,219,207,207.265866262,231.930232558,177.954780362,104.641171313,359.087677725,178.118483412
120,222,208,171.65041379,254.912636505,183.132605304,134.892884346,364.0625,183.045955882
121,223,209,155.315507018,233.951724138,183.937931034,107.616749644,335.069124424,183.877880184
122,225,210,152.369868091,248.135325132,188.054481547,97.4501903457,360.063613232,187.837150127
123,226,211,98.5450113492,244.043478261,190.133152174,118.279238664,370.951781971,189.874213836
124,227,212,148.620873095,142.153153153,197.827027027,128.693762823,290.0,196.107899807
125,228,215,134.16046382,85.9660678643,201.011976048,126.214114214,247.064833006,200.929273084
126,229,216,148.620873095,71.0108108108,201.915315315,100.177803816,314.099009901,201.076732673
127,231,217,107.649713485,79.8781094527,204.097014925,82.5722986898,262.861861862,203.066066066
128,232,219,158.796716658,76.0809443508,210.994940978,208.290483182,287.976190476,209.864285714
129,233,220,146.478590239,81.9981718464,211.12797075,102.409487564,301.121065375,209.830508475
