,PID_R,PID_L,Mass_R,X_R,Y_R,Mass_L,X_L,Y_L
60,104,103,100.72029899,95.824742268,107.170103093,178.84239474,178.084319527,106.968934911
61,105,127,124.862020139,220.98960499,106.927234927,112.702455857,321.950704225,113.023474178
62,106,128,93.9710006037,234.917127072,107.127071823,92.8604741917,343.965811966,114.031339031
63,109,118,122.525724544,191.917372881,108.06779661,99.7390278356,193.954907162,111.042440318
64,111,120,96.5668845983,129.040322581,108.935483871,151.857299675,245.87804878,111.015679443
65,112,123,136.803086514,208.897533207,108.977229602,129.369720455,173.126789366,112.024539877
66,113,129,142.773619702,273.085454545,109.918181818,126.195003389,189.224318658,115.088050314
67,116,132,135.505144517,243.963601533,111.818007663,211.912364181,184.982521848,115.870162297
68,119,125,82.5491110275,67.8081761006,114.022012579,100.003587591,169.103174603,113.031746032
69,120,130,120.968194147,108.858369099,113.839055794,71.1665742381,239.037174721,114.955390335
70,121,133,245.051449088,213.024364407,114.034957627,109.263179035,168.016949153,117.123486683
71,123,134,105.912066979,100.012254902,115.075980392,111.90877659,353.023640662,118.160756501
72,126,135,210.266603561,220.111111111,116.028395062,126.195003389,162.922431866,119.002096436
73,128,141,180.413937623,169.132374101,117.002877698,99.47446808,251.029255319,119.970744681
74,129,139,84.8854066227,178.051987768,117.01529052,100.003587591,238.917989418,119.957671958
75,132,150,87.7408790167,235.896449704,118.224852071,67.9918571717,339.879377432,124.108949416
76,135,153,127.198315734,259.951020408,119.197959184,90.7439961475,366.793002915,125.935860058
77,137,145,86.4429370194,94.8378378378,120.129129129,102.913744902,324.920308483,122.017994859
78,139,151,113.699718962,252.100456621,121.070776256,117.729091212,187.973033708,125.029213483
79,140,143,150.561271685,39.0155172414,122.018965517,77.2514486153,182.294520548,120.746575342
80,141,152,137.581851713,238.128301887,122.843396226,195.774219094,166.077027027,125.955405405
81,143,146,104.094948183,62.9825436409,124.024937656,165.878966719,171.878787879,123.06539075
82,145,149,118.631898552,47.9693654267,124.949671772,87.8338388366,193.168674699,124.144578313
83,148,154,133.428437321,175.042801556,125.108949416,112.967015612,183.74941452,127.007025761
84,149,156,180.933114422,82.0789096126,126.142037303,114.818933901,343.099078341,128.004608295
85,150,160,86.4429370194,127.141141141,126.840840841,106.088461968,375.132169576,129.940149626
86,155,167,99.4223569923,238.028720627,128.921671018,94.1832729694,355.148876404,134.02247191
87,156,164,200.142655982,139.839169909,130.071335927,141.274909454,344.915730337,132.88576779
88,157,166,226.101495928,255.923076923,130.017221584,152.386419186,247.151041667,133.954861111
89,158,159,125.900373737,36.9443298969,130.948453608,196.303338605,169.873315364,129.950134771
90,159,163,91.6347050086,170.082152975,131.141643059,161.116891119,180.89819376,133.126436782
91,161,168,105.13330178,51.9777777778,132.982716049,88.6275181032,364.107462687,133.970149254
92,165,173,92.1538818075,258.149295775,134.121126761,108.734059524,341.03649635,138.931873479
93,170,174,77.0977546389,104.962962963,137.98989899,86.7755998145,374.051829268,139.951219512
94,172,177,75.7998126416,89.9520547945,139.839041096,67.1981779051,367.118110236,141.173228346
95,173,178,144.071561699,259.962162162,139.983783784,119.5810095,291.046460177,144.030973451
96,176,180,174.702992835,252.104011887,141.998514116,77.2514486153,347.068493151,145.989726027
97,179,182,242.974741892,226.010683761,146.131410256,192.864061783,302.906721536,149.058984911
98,180,184,89.8175862124,260.141618497,146.014450867,164.02704843,357.040322581,149.929032258
99,182,183,106.690832177,234.085158151,146.839416058,81.4844047038,351.00974026,149.970779221
100,184,186,120.449017348,251.165948276,149.943965517,88.6275181032,381.943283582,153.086567164
101,190,187,103.316182984,230.907035176,155.100502513,103.442864413,273.833759591,156.920716113
102,191,188,100.72029899,270.889175258,154.791237113,97.8871095468,348.045945946,157.943243243
103,198,189,117.593544954,253.841059603,166.10816777,137.571072877,261.951923077,168.032692308
104,201,191,117.333956555,267.110619469,167.050884956,92.3313546807,266.979942693,168.845272206
105,202,190,128.755846131,126.165322581,167.955645161,93.1250339473,371.019886364,168.119318182
106,203,193,146.667445694,102.111504425,169.987610619,139.422991165,277.880455408,170.075901328
107,204,194,137.581851713,233.847169811,171.109433962,126.7241229,353.960334029,172.050104384
108,205,195,105.39289018,96.0591133005,174.0,117.199971701,242.0,173.968397291
109,206,199,139.658558908,91.1115241636,176.06133829,129.898839966,271.936863544,175.912423625
110,207,200,84.6258182232,241.027607362,176.193251534,92.8604741917,364.102564103,177.025641026
111,209,202,111.363423367,104.132867133,178.8997669,110.850537568,261.940334129,178.861575179
112,211,204,93.9710006037,234.149171271,179.002762431,92.0667949251,374.841954023,179.0
113,213,205,137.841440112,239.133709981,179.890772128,96.8288705247,335.967213115,179.967213115
114,214,208,126.159962136,269.092592593,182.903292181,129.369720455,344.030674847,183.200408998
115,215,209,168.472871248,229.995377504,183.961479199,120.903808278,328.929978118,184.054704595
116,217,210,151.859213683,235.123076923,186.061538462,116.935411945,348.009049774,185.932126697
