,PID_R,PID_L,Mass_R,X_R,Y_R,Mass_L,X_L,Y_L
82,136,137,91.8006793777,102.947040498,149.121495327,92.5903054523,261.096997691,150.043879908
83,137,138,117.25320419,247.9,150.012195122,162.727996418,371.040735874,153.055190539
84,138,139,89.5128119789,229.242811502,151.083067093,63.9364926795,365.946488294,153.933110368
85,140,141,184.173325605,223.065217391,152.099378882,156.740632556,342.054570259,154.886766712
86,141,142,74.3556904617,238.780769231,154.846153846,87.2444448604,299.110294118,156.825980392
87,144,144,106.67181747,120.828418231,157.160857909,164.866340655,378.079118029,158.054474708
88,145,148,95.8044473257,226.994029851,157.829850746,84.0369285052,339.002544529,159.926208651
89,146,145,177.595706834,105.014492754,158.911433172,65.8610024926,257.827922078,159.12012987
90,149,151,56.9107015457,254.984924623,159.783919598,85.5337694709,259.1575,163.0775
91,150,152,200.188397397,99.9328571429,164.011428571,130.22516402,255.082101806,165.024630542
92,152,153,98.0923147245,106.075801749,165.836734694,65.2194992216,379.832786885,166.019672131
93,153,154,94.0885467766,249.085106383,165.893617021,71.2068630846,373.03003003,167.858858859
94,154,155,62.3443866179,223.013761468,168.940366972,58.1629632402,310.011029412,169.959558824
95,155,157,113.535419667,245.04534005,170.075566751,77.8357302186,365.076923077,171.101648352
96,156,158,119.255088164,238.853717026,170.985611511,94.9424841128,356.04954955,171.990990991
97,158,161,102.954032947,230.85,174.755555556,107.131046262,343.077844311,175.047904192
98,159,163,122.114922412,235.957845433,179.00234192,94.3009808417,358.975056689,179.0861678
99,161,164,82.6492097825,227.820069204,179.885813149,80.82941215,348.973544974,180.047619048
100,162,165,113.249436242,256.909090909,181.169191919,79.546405608,331.924731183,181.174731183
101,163,167,153.287115721,235.854477612,184.003731343,93.6594775707,320.922374429,183.997716895
102,164,168,173.877922311,228.088815789,184.888157895,112.476906854,325.929657795,184.91634981
