,PID_R,PID_L,Mass_R,X_R,Y_R,Mass_L,X_L,Y_L
22,35,45,110.657720306,161.997409326,50.9637305699,66.3381946551,290.146875,57.915625
23,36,48,148.212542483,201.97098646,52.9825918762,108.214180031,305.034482759,62.1168582375
24,37,43,167.706648651,157.830769231,53.8615384615,97.2269165413,239.993603412,58.1428571429
25,39,47,188.060788914,189.067073171,56.8932926829,109.665328039,218.049149338,61.988657845
26,42,49,122.984875677,179.878787879,57.9696969697,89.1419490678,230.025581395,63.1139534884
27,43,56,96.0371406804,200.107462687,58.1014925373,89.7638696427,288.976905312,66.0900692841
28,44,59,94.8904285529,139.957703927,62.8640483384,83.1300501771,305.017456359,67.855361596
29,46,58,104.924159669,196.99726776,63.0464480874,79.6058335861,205.046875,67.9557291667
30,49,60,100.910667222,134.897727273,66.9744318182,81.0569815942,200.051150895,69.179028133
31,50,61,109.224330147,173.086614173,66.9422572178,89.9711765009,193.995391705,70.0875576037
32,52,65,99.7639550949,128.057471264,68.0632183908,167.918555221,286.012345679,72.849382716
33,53,67,74.8229663212,134.153256705,71.877394636,89.1419490678,232.051162791,75.0813953488
34,54,70,91.4502921703,176.062695925,72.0344827586,90.3857902175,279.032110092,77.9770642202
35,55,72,115.81792488,192.037128713,72.0940594059,76.9108444282,288.835579515,79.1266846361
36,57,73,221.028762581,187.033722438,73.0661478599,99.9219056992,305.122406639,80.1618257261
37,59,84,146.779152323,245.111328125,73.888671875,110.909169189,365.013084112,84.9327102804
38,61,74,84.2833413733,180.027210884,74.8333333333,77.3254581448,274.922252011,80.9597855228
39,65,83,148.499220515,184.090733591,78.11003861,97.6415302579,316.121019108,85.1847133758
40,67,77,75.9696784487,147.890566038,80.8905660377,74.8377758453,206.11634349,83.0720221607
41,69,76,100.910667222,70.1647727273,82.0284090909,142.005197934,230.058394161,82.0671532847
42,70,80,103.777447541,140.96961326,82.0138121547,71.5208661125,201.113043478,84.1246376812
43,71,96,177.167023703,221.991909385,83.0889967638,108.214180031,314.944444444,91.091954023
44,72,85,100.050633127,119.919770774,84.1031518625,59.4970683313,231.146341463,86.2055749129
45,73,98,113.811178657,202.889168766,84.0931989924,129.359479577,341.895833333,92.0304487179
46,76,88,110.371042275,194.945454545,85.0,151.955927132,164.012278308,87.8649386085
47,77,108,149.072576579,248.940384615,85.0153846154,104.068042865,365.940239044,95.0199203187
48,78,94,82.8499512138,69.9100346021,87.1107266436,86.8615736265,346.114558473,90.1718377088
49,79,89,134.738674984,125.023404255,86.9063829787,81.0569815942,190.861892583,87.9437340153
50,81,111,124.9916219,222.172018349,88.126146789,89.5565627844,334.94212963,96.1759259259
51,83,95,82.8499512138,181.889273356,88.9411764706,67.9966495215,142.118902439,90.8384146341
52,85,91,85.4300535008,80.0838926174,89.8959731544,166.674714071,177.129353234,89.0721393035
53,87,110,98.9039209992,188.933333333,90.0,176.418136411,304.998824912,96.1844888367
54,89,99,118.684705199,104.915458937,91.8115942029,74.8377758453,228.085872576,93.0138504155
55,90,106,121.264807486,162.924349882,91.7825059102,89.5565627844,219.00462963,94.8981481481
56,93,120,92.8836823297,212.87654321,91.9104938272,104.482656582,316.099206349,98.9424603175
57,94,113,172.293497161,234.111480865,91.996672213,127.286410994,199.091205212,96.9983713355
58,99,122,189.494179074,124.963691377,93.9228441755,89.3492559261,354.979118329,98.9257540603
59,100,118,92.5970042978,203.984520124,94.1145510836,116.92106808,248.028368794,99.0602836879
60,101,116,105.497515733,229.891304348,93.964673913,129.152172719,209.892455859,98.9181380417
61,107,133,137.318777271,274.922755741,95.9394572025,103.44612229,252.875751503,103.140280561
62,108,128,153.659425089,286.106343284,96.0317164179,140.346743067,171.949778434,101.895125554
63,110,112,134.165318921,105.0,96.8717948718,127.908331569,175.017828201,96.9951377634
64,111,126,182.040550245,110.987401575,97.0330708661,85.4104256184,342.133495146,101.016990291
65,112,115,85.1433754689,151.848484848,97.138047138,162.735883763,180.951592357,98.8191082803
66,113,134,156.526205407,169.858974359,97.0018315018,89.7638696427,324.976905312,102.838337182
67,117,132,120.118095358,209.0,98.0381861575,65.7162740802,241.940063091,102.85488959
68,118,124,190.640891201,155.960902256,99.1142857143,106.970338881,187.07751938,101.023255814
69,119,129,104.350803605,187.175824176,99.0549450549,81.2642884525,192.035714286,102.035714286
70,121,142,151.366000834,251.886363636,99.8825757576,89.5565627844,308.935185185,106.972222222
71,124,125,133.878640889,89.0877944325,100.871520343,132.67638931,204.084375,100.9578125
72,127,139,95.4637846166,175.834834835,101.057057057,67.3747289466,248.956923077,104.947692308
73,128,138,116.964637008,182.955882353,101.100490196,80.0204473027,235.152849741,104.976683938
74,129,135,131.871894666,139.084782609,102.063043478,88.5200284929,229.084309133,104.173302108
75,130,131,137.892133335,83.0020790021,103.095634096,91.0077107924,199.061503417,103.086560364
76,133,143,118.398027167,241.084745763,104.157384988,128.530252144,157.053225806,107.930645161
77,134,154,141.045591686,265.073170732,104.0,95.9830753916,348.051835853,111.933045356
78,135,137,77.4030686081,104.177777778,104.948148148,103.860736007,168.071856287,104.972055888
79,136,144,122.984875677,197.097902098,104.937062937,115.262613213,182.967625899,107.965827338
80,137,141,136.458743176,123.871848739,105.913865546,118.994136663,193.18466899,107.043554007
81,139,146,206.408182955,222.922222222,106.05,164.187031771,152.904040404,109.079545455
82,140,152,76.2563564806,108.071428571,107.112781955,118.994136663,321.932055749,110.029616725
83,141,160,173.440209289,251.912396694,106.98677686,90.8004039341,328.066210046,114.121004566
84,143,150,114.384534721,94.9022556391,107.932330827,101.787667424,255.983706721,109.156822811
85,148,156,219.595372421,271.971279373,108.09921671,164.39433863,177.074401009,113.070617907
86,150,163,103.777447541,179.046961326,110.066298343,120.030670954,381.02417962,115.899827288
87,154,169,133.878640889,260.985010707,111.858672377,109.665328039,352.058601134,119.130434783
88,156,162,167.993326683,113.160409556,112.969283276,81.2642884525,345.979591837,116.216836735
89,157,165,140.472235622,244.96122449,112.836734694,74.630468987,232.911111111,118.111111111
90,160,159,111.23107637,72.9329896907,115.201030928,109.872634897,171.075471698,114.167924528
91,162,158,169.426716842,43.8934010152,116.040609137,117.957602371,151.061511424,114.159929701
92,163,164,79.4098148313,167.884476534,115.971119134,104.482656582,144.890873016,117.119047619
93,165,168,114.384534721,67.0601503759,118.887218045,65.7162740802,240.100946372,119.034700315
94,166,166,114.384534721,99.9473684211,118.977443609,87.2761873431,178.888361045,119.007125891
95,170,180,116.391280944,239.081280788,120.842364532,143.456345942,376.975433526,127.0
96,172,178,126.138334028,154.05,122.145454545,142.627118508,352.914244186,126.026162791
97,173,182,109.224330147,243.104986877,121.82152231,84.5811981852,365.120098039,127.943627451
98,174,172,104.350803605,39.0659340659,122.928571429,79.3985267278,243.101827676,122.101827676
99,175,170,191.787603329,28.9372197309,124.001494768,130.603320727,158.025396825,121.996825397
100,177,174,92.3103262659,85.9565217391,124.093167702,97.0196096831,183.087606838,124.023504274
101,178,175,106.357549828,133.854447439,124.07277628,115.469920071,175.059245961,125.021543986
102,179,186,96.0371406804,252.07761194,123.805970149,75.4596964202,370.925824176,129.873626374
103,181,181,141.905625782,176.058585859,126.094949495,75.8743101367,163.202185792,127.93715847
104,182,177,178.027057799,68.9001610306,126.954911433,150.297472265,148.067586207,125.886896552
105,183,185,139.898879558,239.879098361,127.096311475,189.685775342,153.94863388,130.021857923
106,189,195,186.627398755,248.032258065,130.917050691,87.6908010597,360.052009456,136.030732861
107,190,196,165.413224396,270.098786828,131.065857886,92.2515519422,377.008988764,136.952808989
108,191,189,106.070871796,15.0675675676,131.859459459,102.616894857,355.985858586,132.022222222
109,193,190,108.077618019,154.053050398,132.00530504,104.482656582,160.162698413,132.956349206
110,194,188,92.3103262659,47.9689440994,132.866459627,118.786829804,165.165794066,131.870855148
111,197,191,100.910667222,35.1789772727,134.048295455,104.275349723,284.013916501,133.972166998
112,200,197,145.059084132,265.895256917,134.855731225,100.543826274,249.995876289,139.053608247
113,202,198,121.551485518,245.856132075,137.066037736,99.092678266,277.075313808,140.945606695
114,207,199,130.438504506,179.923076923,139.940659341,108.421486889,254.095602294,141.940726577
115,210,200,92.3103262659,84.9440993789,141.161490683,74.630468987,352.941666667,142.075
116,211,203,228.195713378,228.153266332,141.022613065,143.456345942,370.102601156,144.973988439
117,212,206,182.613906309,297.009419152,142.108320251,86.6542667682,359.062200957,146.983253589
118,216,205,88.8701898834,105.122580645,146.122580645,83.5446638937,277.920595533,147.191066998
119,220,207,95.1771065848,269.180722892,151.093373494,162.113963188,324.115089514,154.044757033
120,222,208,111.23107637,233.177835052,153.899484536,115.884533788,247.905187835,156.073345259
121,229,210,126.42501206,97.9569160998,161.943310658,113.604158347,283.001824818,162.072992701
122,230,211,116.677958976,240.029484029,162.943488943,92.6661656588,312.002237136,164.078299776
123,234,212,147.352508387,236.052529183,168.1692607,108.421486889,362.904397706,169.942638623
124,235,213,102.344057382,235.078431373,175.168067227,86.8615736265,349.076372315,176.035799523
125,237,215,139.898879558,131.920081967,177.118852459,124.591421837,271.93843594,176.948419301
126,239,217,135.885387112,230.010548523,178.976793249,103.860736007,344.073852295,178.97005988
127,241,219,159.679663758,99.9712746858,180.836624776,92.2515519422,370.053932584,179.905617978
128,242,222,108.364296051,92.9576719577,183.08994709,85.6177324767,254.041162228,182.813559322
129,243,223,126.138334028,245.813636364,183.056818182,113.18954463,350.976190476,183.051282051
130,245,225,135.312031048,279.021186441,183.93220339,117.128374938,331.038938053,183.971681416
131,247,226,94.8904285529,242.764350453,186.102719033,103.860736007,262.089820359,185.9500998
132,248,227,154.519459184,86.0964749536,187.194805195,115.884533788,251.012522361,186.969588551
133,249,228,163.979834236,238.117132867,187.11013986,130.810627585,282.080824089,186.94770206
134,251,230,127.571724187,102.912359551,189.943820225,177.040056986,274.867681499,188.943793911
