,PID_R,PID_L,Mass_R,X_R,Y_R,Mass_L,X_L,Y_L
0,0,4,73.9629322255,220.848837209,0.934108527132,101.787667424,227.124236253,8.96945010183
1,2,5,164.266512268,211.956369983,3.94938917976,143.041732225,223.046376812,12.8869565217
2,4,6,109.511008179,199.041884817,8.93979057592,93.9100068086,213.988962472,15.8763796909
3,5,7,122.984875677,218.927738928,9.92074592075,95.7757685333,222.978354978,18.9004329004
4,7,8,105.497515733,195.940217391,14.9076086957,90.5930970758,202.979405034,21.1372997712
5,8,10,88.2968338196,205.123376623,15.8896103896,89.5565627844,225.988425926,24.1226851852
6,9,11,96.0371406804,213.919402985,18.9164179104,93.2880862337,231.033333333,27.1155555556
7,12,13,177.167023703,206.94012945,20.8430420712,119.408750379,215.980902778,28.078125
8,14,14,137.318777271,160.108559499,27.9248434238,132.054468735,227.025117739,33.9152276295
9,17,18,190.35421317,153.990963855,34.0873493976,116.92106808,261.932624113,40.085106383
10,18,16,96.8971747761,158.878698225,35.0562130178,137.651753909,201.876506024,38.0753012048
11,19,19,103.777447541,198.143646409,35.0662983425,108.836100606,215.051428571,41.8819047619
12,21,20,81.7032390863,156.098245614,40.1403508772,137.651753909,195.987951807,43.0768072289
13,23,22,172.006819129,165.166666667,39.9433333333,125.213342411,235.978476821,45.1539735099
14,24,21,99.7639550949,190.045977011,40.1494252874,101.580360566,203.97755102,45.1653061224
15,25,24,188.347466946,179.97108067,42.1248097412,93.495393092,223.019955654,47.133037694
16,26,31,199.241232158,159.995683453,44.0690647482,103.860736007,283.98003992,50.9401197605
17,28,35,115.244568816,168.915422886,45.1915422886,98.2634508328,266.061181435,51.7953586498
18,29,29,95.4637846166,153.126126126,45.8528528529,127.701024711,231.011363636,49.9951298701
19,30,28,113.524500625,147.952020202,47.8131313131,66.7528083717,201.130434783,50.1739130435
20,32,39,162.833122109,175.934859155,49.0404929577,125.42064927,275.06446281,55.9636363636
21,33,38,104.924159669,166.948087432,50.0191256831,145.114800808,262.077142857,55.8585714286
