,PID_R,PID_L,Mass_R,X_R,Y_R,Mass_L,X_L,Y_L
26,38,45,123.384918898,148.89375,84.88125,71.8346173192,240.958563536,88.1022099448
27,39,48,113.359894238,193.825396825,84.8979591837,107.751925979,288.099447514,91.1694290976
28,40,49,107.704752122,186.809069212,86.0906921241,45.6407789597,292.147826087,91.8826086957
29,42,52,69.6610687947,180.051660517,86.8856088561,99.219084695,298.028,93.076
30,44,54,161.171550311,142.917065391,90.0829346093,171.053702014,305.997679814,94.8770301624
31,46,53,87.6547028007,156.958944282,91.9472140762,71.6361791498,224.024930748,94.9889196676
32,49,55,57.0655249905,191.175675676,92.6756756757,127.595742918,239.807153966,97.0777604977
33,50,60,133.409943559,205.069364162,92.9884393064,74.8111898601,280.978779841,98.9655172414
34,56,62,95.1092083175,89.8918918919,98.0162162162,93.4643777827,290.891719745,100.10403397
35,57,67,260.393589258,192.014807502,97.9772951629,71.8346173192,229.102209945,102.016574586
36,58,59,98.4508832043,83.9791122715,98.8250652742,53.5783057353,213.214814815,99.0333333333
37,59,73,119.786192097,200.935622318,98.9034334764,85.5268510071,308.07424594,105.002320186
38,60,68,169.9113154,94.965204236,100.0,85.3284128377,302.962790698,102.81627907
39,61,66,146.005487363,117.987676056,100.133802817,164.505242424,195.922798552,100.945717732
40,64,81,140.607397161,235.031078611,100.021937843,90.2893670725,347.171428571,107.940659341
41,67,69,169.654263485,133.93030303,102.956060606,79.5737059254,183.815461347,104.032418953
42,68,87,109.504115522,226.863849765,103.093896714,88.9002998868,335.064732143,110.087053571
43,71,79,191.760728121,161.985254692,104.008042895,176.609970757,229.103370787,107.124719101
44,74,85,68.6328611372,183.887640449,105.04494382,64.095528713,247.891640867,108.92879257
45,75,89,92.5386891738,208.808333333,104.886111111,49.2126660087,310.955645161,110.72983871
46,76,86,122.356711241,124.111344538,105.863445378,79.1768295866,302.947368421,108.944862155
47,78,80,184.820326433,139.915159944,106.07093185,152.202075922,219.912646675,108.134289439
48,80,82,106.162440635,194.014527845,106.012106538,175.81621808,187.860045147,109.036117381
49,84,84,125.184282299,115.088295688,108.032854209,167.680253135,207.007100592,108.968047337
50,86,93,113.616946152,172.909502262,107.936651584,114.498823738,329.024263432,112.953206239
51,91,91,108.990011694,234.877358491,108.945754717,40.0845102168,205.242574257,113.267326733
52,92,88,110.789375094,102.150812065,109.883990719,127.397304748,238.1105919,110.979750779
53,93,92,107.190648293,118.832134293,109.892086331,98.6237701869,317.032193159,113.004024145
54,95,99,65.8052900791,129.03515625,111.8125,81.1612112805,308.88997555,114.931540342
55,99,103,88.6829104582,177.008695652,113.052173913,130.572315459,331.899696049,117.887537994
56,100,106,75.3162109109,232.133105802,113.215017065,90.8846815807,319.967248908,119.050218341
57,102,94,99.7361427762,103.891752577,114.020618557,103.584724422,182.017241379,114.172413793
58,105,102,133.409943559,208.183044316,114.942196532,100.80659005,187.108267717,117.903543307
59,108,101,203.328064268,124.093552465,115.97471555,154.186457616,192.967824968,116.881595882
60,110,108,94.3380525744,73.0463215259,118.038147139,72.231493658,339.950549451,119.851648352
61,112,107,88.6829104582,177.026086957,118.011594203,105.965982454,172.904494382,119.996254682
62,113,115,126.469541871,239.174796748,118.069105691,100.012837373,346.942460317,124.073412698
63,115,104,167.083744342,94.0892307692,119.049230769,113.90350923,177.991289199,118.994773519
64,118,118,103.591921492,233.146401985,120.047146402,79.7721440948,310.912935323,124.932835821
65,119,120,117.729776782,258.927947598,120.089519651,169.664634829,315.956725146,126.059649123
66,120,110,152.431785222,87.1720067454,120.829679595,62.9048996967,195.041009464,120.990536278
67,122,116,194.331247265,218.96957672,121.907407407,93.6628159521,194.930084746,125.065677966
68,123,122,107.447700207,224.038277512,121.906698565,76.3986952152,322.096103896,126.932467532
69,130,121,119.786192097,174.862660944,124.991416309,108.744116826,190.888686131,126.996350365
70,131,119,180.707495803,89.8520625889,126.022759602,141.883291114,175.932867133,126.004195804
71,133,129,105.905388721,256.827669903,125.987864078,106.759735132,372.955390335,131.940520446
72,138,132,133.152891645,234.868725869,128.021235521,93.6628159521,338.065677966,132.953389831
73,139,123,155.516408195,65.947107438,128.904132231,136.52546054,243.989825581,129.047965116
74,140,126,105.134232978,48.9511002445,130.112469438,79.7721440948,358.084577114,131.151741294
75,142,127,196.130610666,134.053735256,131.073394495,150.217694228,187.122853369,132.022457067
76,145,136,139.065085675,230.957486137,132.053604436,69.8502356253,362.056818182,137.042613636
77,146,130,84.3130279139,84.0426829268,132.859756098,117.27695811,240.842639594,133.121827411
78,149,139,184.563274519,240.025069638,132.970752089,58.7376981395,379.14527027,138.050675676
79,151,141,153.202940965,251.062080537,135.088926174,81.5580876193,258.98783455,139.00973236
80,154,144,169.397211571,232.952959029,137.972685888,87.1143563622,337.027334852,141.929384966
81,156,142,75.5732628253,92.8673469388,138.853741497,79.9705822642,266.109181141,139.82382134
82,157,145,80.4572491983,253.121405751,138.840255591,54.7689347517,348.137681159,143.173913043
83,161,147,214.6383485,135.901796407,144.990419162,173.831836386,291.021689498,146.902968037
84,162,148,78.9149377121,226.055374593,144.996742671,71.0408646416,360.974860335,148.117318436
85,164,149,138.036878018,254.0,144.932960894,73.4221226743,382.110810811,149.010810811
86,165,151,128.525957186,242.852,146.948,93.0675014439,295.113006397,150.042643923
87,167,153,230.061463363,224.909497207,149.041340782,85.5268510071,345.983758701,151.937354988
88,170,156,204.61332384,258.061557789,151.090452261,91.08311975,267.936819172,153.869281046
89,172,157,109.504115522,247.82629108,152.868544601,82.9471548051,373.913875598,155.942583732
90,177,158,75.0591589965,260.256849315,156.017123288,75.803380707,343.994764398,158.905759162
91,178,159,123.899022727,265.020746888,161.139004149,111.323813028,256.13368984,163.046345811
92,180,161,101.792558091,254.815656566,162.888888889,120.848845159,270.871921182,164.9408867
93,181,160,185.591482176,103.96398892,164.106648199,80.1690204336,262.893564356,164.101485149
94,183,162,92.7957410882,257.950138504,165.988919668,75.4065043682,240.163157895,168.165789474
95,185,166,125.955438042,241.924489796,168.914285714,98.2268938481,364.01010101,170.026262626
96,187,164,138.550981846,94.0352504638,169.929499072,91.08311975,244.956427015,170.0
97,188,168,84.8271317426,235.942424242,170.066666667,86.7174800235,314.926773455,171.034324943
98,189,169,136.494566531,97.8361581921,171.990583804,140.494223928,261.148305085,171.905367232
99,191,170,132.89583973,232.058027079,172.926499033,96.0440739848,348.933884298,173.900826446
100,193,172,126.726593785,245.918864097,178.93306288,95.647197646,367.047717842,179.03526971
101,194,173,92.024585345,233.092178771,180.008379888,81.7565257887,354.985436893,180.007281553
102,196,175,120.55734784,263.130063966,182.046908316,94.8534449685,321.069037657,183.031380753
103,198,176,163.742069455,238.047095761,184.037676609,92.6706251052,327.079229122,184.119914347
