,PID_R,PID_L,Mass_R,X_R,Y_R,Mass_L,X_L,Y_L
0,0,1,129.554164843,227.079365079,22.8968253968,111.720689367,248.843694494,32.836589698
1,1,0,119.272088268,207.05387931,24.9396551724,95.647197646,233.869294606,33.0248962656
2,2,2,152.431785222,201.020236088,27.8752107926,133.548888,224.85884101,35.0267459138
3,3,3,77.6296781402,196.854304636,31.8443708609,87.511232701,230.9569161,39.0317460317
4,5,4,119.272088268,188.023706897,34.1702586207,97.0362648317,223.157464213,40.9836400818
5,6,6,126.212489956,199.018329939,35.9144602851,150.614570567,235.90513834,43.1264822134
6,10,8,79.4290415408,195.006472492,39.9190938511,73.2236845049,229.937669377,45.891598916
7,11,10,148.833058421,206.153713299,42.9378238342,123.428541361,236.054662379,50.0418006431
8,13,11,90.7393257732,199.099150142,44.0708215297,92.2737487664,231.746236559,50.9182795699
9,14,12,80.9713530271,204.914285714,46.8984126984,79.7721440948,241.146766169,53.9577114428
10,16,13,134.695203131,196.93129771,53.1221374046,111.522251197,231.951957295,59.8451957295
11,19,15,101.792558091,191.154040404,62.0328282828,98.4253320175,218.066532258,67.0504032258
12,20,16,123.127866984,158.041753653,63.0835073069,56.951754615,224.226480836,66.9198606272
13,23,19,108.990011694,176.04009434,65.0613207547,112.514442044,234.042328042,69.9470899471
14,24,21,81.4854568558,169.968454259,68.0,90.0909289031,219.189427313,72.0242290749
15,25,25,186.362637919,156.863448276,68.8924137931,107.156611471,265.012962963,73.9462962963
16,26,28,58.8648883911,164.890829694,70.6768558952,72.231493658,259.906593407,76.0302197802
17,27,31,170.682471143,176.019578313,72.9231927711,110.926936689,286.892665474,79.0572450805
18,28,30,105.391284892,162.004878049,73.9195121951,95.8456358154,272.977225673,78.9979296066
19,29,32,144.463175877,185.941281139,74.9252669039,168.275567643,245.003537736,79.9764150943
20,30,36,117.472724868,167.800875274,76.1509846827,103.584724422,294.908045977,82.0019157088
21,32,40,99.9931946906,152.015424165,79.0077120823,129.580124612,280.113323124,84.1102603369
22,33,37,88.6829104582,162.956521739,80.0695652174,110.133184011,223.140540541,83.0144144144
23,34,42,202.29985661,176.033036849,79.9618805591,98.0284556787,266.024291498,86.0060728745
24,36,41,68.6328611372,143.805243446,83.8164794007,68.0642921008,216.145772595,86.0874635569
25,37,44,79.1719896265,182.931818182,83.974025974,127.992619257,221.976744186,88.0914728682
