,PID_R,PID_L,Mass_R,X_R,Y_R,Mass_L,X_L,Y_L
76,133,147,122.782355781,185.918158568,97.9641943734,81.8093016262,231.077720207,101.839378238
77,135,154,238.342220045,257.978919631,97.9183135705,115.296010582,261.027573529,104.880514706
78,137,148,107.395308637,96.8976608187,98.9590643275,177.394780987,324.072879331,102.04181601
79,138,137,168.001433102,136.899065421,99.0897196262,79.2660072751,169.042780749,99.986631016
80,139,158,252.787203078,281.110559006,99.0,122.078128851,244.998263889,106.012152778
81,141,150,95.1484751958,125.02310231,100.168316832,111.904951447,317.975378788,103.954545455
82,143,152,129.690825927,231.842615012,101.075060533,119.958716892,173.871024735,105.022968198
83,149,161,81.9595776439,134.14559387,104.038314176,98.5526561041,330.929032258,108.092473118
84,150,167,165.80328351,250.897727273,103.960227273,125.25724679,359.937394247,111.966159052
85,154,157,92.3222828633,110.87414966,106.006802721,80.1137720588,180.14021164,106.095238095
86,156,166,145.391894441,273.835853132,105.926565875,91.5585966386,233.087962963,112.025462963
87,157,156,122.782355781,104.010230179,106.933503836,120.382599284,137.970070423,106.200704225
88,158,163,140.367552517,23.0447427293,108.93064877,86.2600667406,350.867321867,110.039312039
89,159,159,122.46833441,42.0,109.023076923,91.3466554427,160.923433875,106.90487239
90,160,164,112.733671932,180.080779944,108.969359331,135.430424195,167.075117371,111.03286385
91,161,170,126.236590854,194.995024876,108.997512438,80.7495956466,258.868766404,113.005249344
92,162,169,119.328120708,252.107894737,108.876315789,129.708011905,163.091503268,112.910130719
93,170,165,146.019937182,60.0258064516,113.984946237,142.848366052,135.991097923,111.973293769
94,173,176,113.675736043,180.972375691,115.947513812,98.3407149081,173.971982759,118.090517241
95,175,171,131.260932778,56.009569378,117.985645933,126.31695277,128.963087248,116.030201342
96,177,175,82.5876203845,93.1102661597,118.136882129,94.5257733815,169.883408072,117.856502242
97,178,188,119.014099337,256.229551451,118.071240106,96.4332441448,377.087912088,125.021978022
98,180,181,102.684988083,176.914373089,119.073394495,88.8033610916,240.050119332,122.050119332
99,183,186,155.12655692,273.050607287,120.991902834,111.693010251,164.018975332,125.123339658
100,184,183,120.584206189,27.0260416667,122.0078125,103.003421218,373.00617284,122.927983539
101,187,179,120.270184818,37.9895561358,123.015665796,175.275369028,154.916565901,121.142684401
102,188,192,124.352462632,244.103535354,123.977272727,130.555776688,237.038961039,128.12987013
103,189,191,172.397732285,279.112932605,123.865209472,101.307891651,151.893305439,127.968619247
104,190,184,99.8587957501,77.9150943396,124.889937107,105.970597961,174.928,124.036
105,191,193,110.84954371,72.8526912181,126.039660057,82.4451252139,362.825192802,127.935732648
106,194,195,138.797445665,177.045248869,127.108597285,112.964657427,254.108818011,129.915572233
107,197,189,120.270184818,22.9608355091,128.039164491,122.925893635,134.003448276,126.105172414
108,200,197,163.605133918,273.967370441,128.140115163,131.191600276,154.948303716,132.200323102
109,201,194,110.53552234,167.130681818,128.971590909,144.755836815,138.97510981,130.011713031
110,202,199,90.4381546416,161.815972222,131.892361111,68.2450650871,255.183229814,133.99068323
111,206,198,113.989757413,79.9311294766,134.016528926,116.567657758,148.961818182,133.847272727
112,213,201,115.245842894,73.9972752044,136.910081744,89.2272434835,240.954869359,136.912114014
113,217,204,122.782355781,151.051150895,137.99488491,110.20942188,382.128846154,140.828846154
114,219,206,102.999009453,229.12195122,140.067073171,86.4720079365,359.06372549,144.00245098
115,221,208,126.550612224,240.82382134,140.866004963,83.5048311936,364.85786802,144.936548223
116,224,207,128.120719076,181.017156863,143.014705882,114.660186994,252.927911275,144.970425139
117,227,209,164.861219399,290.975238095,145.984761905,105.54671557,283.098393574,149.927710843
118,232,210,122.782355781,274.831202046,152.815856777,114.448245798,359.153703704,155.87962963
119,234,211,239.284284156,160.905511811,157.052493438,167.221603583,343.988593156,158.958174905
120,236,212,146.333958552,147.053648069,159.068669528,126.740835162,251.91638796,159.97993311
121,237,213,122.15431304,242.097686375,159.002570694,104.275068394,310.008130081,160.969512195
122,242,215,159.836877474,238.092337917,166.088408644,118.899010913,370.03030303,167.960784314
123,243,214,137.541360184,95.9315068493,166.913242009,115.93183417,290.078610603,167.007312614
124,245,216,115.559864264,248.100543478,175.081521739,100.248185671,381.997885835,176.023255814
125,246,219,143.82178759,260.102620087,178.150655022,90.498890659,354.988290398,178.070257611
126,248,220,106.453244526,247.032448378,179.073746313,89.8630670712,323.021226415,179.853773585
127,249,222,115.245842894,101.095367847,181.926430518,83.5048311936,277.868020305,181.096446701
128,250,223,149.474172255,249.827731092,183.071428571,111.269127859,356.971428571,182.939047619
129,251,224,145.705915811,232.853448276,184.0,116.779598953,333.041742287,183.909255898
130,252,225,152.928407328,286.897330595,184.944558522,104.275068394,279.928861789,185.215447154
131,255,226,167.373390361,240.979362101,188.848030019,131.191600276,362.067851373,187.964458805
132,256,227,170.199582694,97.9280442804,189.996309963,112.540775035,300.996233522,189.030131827
133,257,229,107.081287267,89.9794721408,191.079178886,96.009361753,245.156732892,191.143487859
134,258,230,108.651394118,77.8526011561,192.12716763,103.639244806,261.09406953,191.942740286
135,259,233,172.083710915,82.003649635,197.846715328,134.582659411,290.998425197,196.899212598
136,260,234,133.773103741,101.093896714,199.103286385,191.170958722,280.993348115,198.00443459
137,261,235,170.827625434,87.0349264706,200.022058824,123.985599615,275.904273504,200.052991453
