,PID_R,PID_L,Mass_R,X_R,Y_R,Mass_L,X_L,Y_L
52,91,102,97.8522018616,133.114666667,95.7466666667,76.5043784875,222.923076923,97.7810650888
53,92,110,85.3271200233,200.978593272,96.1896024465,100.949564513,249.988789238,101.024663677
54,95,100,168.044847997,127.903726708,96.8555900621,106.155483759,193.042643923,97.9765458422
55,98,118,128.121149637,267.059063136,98.0794297352,148.708214989,169.99543379,103.082191781
56,100,109,212.404512841,161.160933661,98.8845208845,212.084623203,187.169690502,101.024546425
57,102,126,148.21346842,115.066901408,99.9383802817,57.4914560231,346.807086614,103.905511811
58,103,120,159.433854233,169.019639935,99.8428805237,105.929139444,244.820512821,103.070512821
59,108,128,127.599271227,222.024539877,100.90593047,99.1388099926,203.96347032,105.047945205
60,109,119,109.85540529,123.96912114,101.90023753,102.307630403,193.898230088,102.913716814
61,112,132,112.725736545,269.861111111,102.173611111,110.68237006,175.959100204,107.173824131
62,114,131,152.649434904,94.9914529915,102.967521368,99.3651543077,338.963553531,106.038724374
63,116,134,96.5475058367,181.118918919,103.108108108,112.719468896,249.030120482,107.032128514
64,117,138,126.033635998,208.958592133,103.066252588,85.3318067745,305.0,108.864721485
65,119,122,151.605678084,106.006884682,103.841652324,123.357651703,178.88440367,103.948623853
66,120,130,111.681979725,140.128504673,103.985981308,91.6694475959,232.012345679,106.138271605
67,122,135,146.64783319,99.9679715302,104.985765125,65.86619568,323.147766323,107.83161512
68,123,145,149.257225239,247.98951049,105.120629371,110.22968143,358.94661191,113.020533881
69,125,136,100.461593911,194.888311688,106.148051948,111.814091636,188.016194332,109.127530364
70,128,137,124.468000768,79.8490566038,109.111111111,101.402253143,198.109375,108.825892857
71,132,147,120.292973488,238.984815618,109.030368764,88.0479385551,239.061696658,114.051413882
72,134,139,100.983472321,108.813953488,110.085271318,129.016259579,165.021052632,109.957894737
73,135,143,66.2785580609,114.220472441,110.082677165,53.1909140371,180.144680851,110.634042553
74,137,154,209.534181586,221.897882939,110.96014944,160.704463687,319.047887324,116.923943662
75,138,157,114.552310979,227.865603645,112.011389522,81.9366420487,326.900552486,118.002762431
76,139,142,140.907170681,48.0555555556,112.848148148,136.259277661,160.84551495,111.071428571
77,140,148,94.9818706069,60.0274725275,112.884615385,106.834516704,312.048728814,114.0
78,142,146,85.8489984332,95.0638297872,114.133738602,144.634017318,183.021909233,114.122065728
79,145,165,108.81164847,238.067146283,113.918465228,101.402253143,374.020089286,120.924107143
80,147,153,84.2833632034,177.950464396,115.06501548,87.3689056099,164.106217617,116.961139896
81,148,159,93.1552961722,168.058823529,116.148459384,80.5785761584,235.890449438,119.033707865
82,149,160,126.294575203,256.92768595,116.068181818,86.0108397196,174.847368421,119.921052632
83,154,155,118.205459849,80.0022075055,118.929359823,104.118384924,153.15,118.039130435
84,155,158,91.5896609424,103.11965812,119.082621083,127.658193689,169.017730496,119.117021277
85,156,167,177.960537786,261.884164223,119.038123167,134.448523141,172.131313131,123.095959596
86,157,162,125.511757588,88.0914760915,120.014553015,97.1017111572,188.081585082,119.876456876
87,160,169,88.7193296878,46.0705882353,123.05,107.060861019,347.968287526,123.820295983
88,161,171,154.736948544,37.0860033727,124.067453626,89.4060044454,366.974683544,124.969620253
89,163,173,143.777501935,148.99092559,123.970961887,164.778661358,250.943681319,126.149725275
90,165,179,177.960537786,246.045454545,124.007331378,118.151732457,371.157088123,130.013409962
91,166,170,109.85540529,88.0166270784,125.033254157,104.118384924,181.126086957,125.023913043
92,168,175,118.466399054,240.9030837,125.011013216,135.806589031,242.151666667,129.055
93,170,183,209.012303176,260.053682896,125.867665418,70.166737666,366.764516129,132.051612903
94,171,172,168.305787202,75.0310077519,126.958139535,171.116302179,157.017195767,125.96031746
95,172,181,130.730541687,168.962075848,127.073852295,95.0646123217,360.928571429,130.935714286
96,173,174,155.519766159,47.0654362416,128.172818792,107.287205334,176.801687764,127.037974684
97,174,177,213.709208866,144.863247863,129.086691087,191.260946219,161.861538462,129.983431953
98,176,178,131.774298507,25.8792079208,131.031683168,111.814091636,234.888663968,130.085020243
99,177,184,164.652638332,237.980982567,131.00792393,139.654442387,174.121555916,134.009724473
100,178,180,92.3724785573,54.1694915254,132.025423729,97.3280554722,171.1,131.088372093
101,179,185,100.461593911,149.890909091,132.067532468,71.9774921864,250.066037736,134.053459119
102,181,188,88.9802688928,250.803519062,131.832844575,85.7844954046,379.986807388,137.050131926
103,183,187,101.505350731,70.8971722365,134.946015424,93.0275134862,344.929440389,136.03892944
104,185,192,169.871422432,246.00921659,134.823348694,85.1054624594,287.832446809,138.917553191
105,186,190,144.821258755,265.104504505,135.154954955,95.0646123217,248.023809524,138.973809524
106,190,196,184.48401791,256.8854314,138.063649222,102.533974718,277.070640177,141.814569536
107,192,195,88.1974512779,104.144970414,138.911242604,99.5914986227,272.981818182,140.011363636
108,194,197,113.247614954,249.928571429,139.820276498,72.6565251316,350.074766355,143.978193146
109,196,200,114.813250184,265.020454545,142.911363636,152.556068345,363.96735905,147.060830861
110,199,201,180.83086904,270.0,143.910533911,74.467279652,352.03343465,147.996960486
111,200,199,92.8943569672,105.884831461,145.002808989,96.422678212,274.051643192,146.08685446
112,205,202,150.040042854,281.114782609,148.057391304,162.967906837,313.929166667,151.933333333
113,210,203,136.210264991,136.003831418,153.88697318,107.739893965,245.096638655,154.109243697
114,211,204,112.986675749,232.076212471,154.152424942,86.9162169798,351.958333333,157.0
115,212,205,185.00589632,277.946403385,156.98448519,92.5748248561,278.855745721,159.875305623
116,218,206,114.291371774,238.933789954,164.99086758,81.0312647885,312.966480447,166.100558659
117,219,207,136.732143401,247.116412214,165.045801527,87.82159424,377.103092784,166.974226804
118,222,208,146.908772395,234.982238011,169.914742451,95.5173009518,358.125592417,170.971563981
119,223,209,82.4567887687,103.060126582,172.056962025,74.467279652,270.878419453,172.11550152
120,224,210,148.21346842,129.047535211,172.911971831,116.567322252,266.92815534,172.941747573
121,225,211,133.339933737,101.003913894,175.821917808,122.904963073,284.066298343,175.112338858
122,226,215,112.725736545,94.0671296296,179.009259259,102.533974718,243.068432671,178.949227373
123,227,218,99.9397155013,235.866840731,178.997389034,101.854941773,381.04,178.973333333
124,228,219,142.211866705,241.064220183,179.086238532,77.8624443778,255.941860465,179.837209302
125,229,217,125.511757588,252.827442827,178.83991684,83.294707939,341.994565217,179.125
126,230,224,164.652638332,88.8969889065,181.979397781,100.723220198,249.060674157,181.907865169
127,233,225,177.960537786,92.9985337243,184.143695015,108.645271225,347.85,183.158333333
128,235,227,106.72413483,103.836185819,184.826405868,106.155483759,330.008528785,184.0
129,236,229,156.302583774,236.949916528,186.898163606,117.246355197,352.0,186.069498069
