,PID_R,PID_L,Mass_R,X_R,Y_R,Mass_L,X_L,Y_L
36,57,75,146.811109475,191.057268722,65.9603524229,107.594391314,287.925858951,73.1175406872
37,58,82,158.452519037,248.059183673,66.0836734694,100.784619712,369.94015444,78.1003861004
38,59,76,92.1611590319,174.042105263,67.0666666667,126.272621994,305.975346687,73.9969183359
39,60,63,93.4546489832,75.1626297578,68.044982699,96.8933216535,187.981927711,66.0722891566
40,62,79,185.615808015,197.179442509,68.93728223,121.408499421,312.966346154,76.9727564103
41,64,69,115.443978156,117.014005602,69.8235294118,100.784619712,173.075289575,70.1447876448
42,69,81,142.283894646,196.077272727,72.9795454545,147.480196412,227.075197889,77.9696569921
43,70,94,138.403424792,233.988317757,75.023364486,87.3596414105,349.017817372,85.0467706013
44,71,89,104.772686057,187.070987654,75.8981481481,104.870482673,281.001855288,82.0204081633
45,76,88,96.0416288858,137.973063973,79.1043771044,104.481352867,231.983240223,82.0297951583
46,78,92,137.756679816,208.049295775,79.0539906103,101.757444226,212.021032505,83.9407265774
47,80,101,114.79723318,193.985915493,80.0507042254,168.298641025,310.062427746,87.0115606936
48,83,96,86.3404542509,183.0,82.8838951311,85.0248625755,189.860411899,85.9725400458
49,85,108,132.906092499,223.819951338,83.0097323601,134.833477723,305.034632035,90.9783549784
50,86,90,159.422636501,120.864097363,84.0243407708,149.036715636,158.022193211,84.0652741514
51,88,91,162.332988891,68.9601593625,85.8525896414,80.1607400025,167.038834951,84.1529126214
52,89,114,87.6339442022,187.269372694,85.8487084871,102.730268741,296.964015152,91.9659090909
53,90,111,175.267888404,244.955719557,86.0332103321,115.571552334,206.993265993,91.8316498316
54,92,95,101.215588691,76.0415335463,87.0127795527,101.173749518,171.155769231,85.8307692308
55,93,109,130.965857572,104.0,87.1135802469,115.182422528,330.952702703,91.0641891892
56,95,113,118.354330546,213.016393443,86.9262295082,79.7716101967,226.926829268,92.0073170732
57,96,110,207.928509675,235.898911353,87.0730948678,103.119398547,181.128301887,91.9735849057
58,97,116,151.985069281,284.959574468,86.9063829787,82.8846486434,156.046948357,92.7840375587
59,101,112,113.503743229,170.943019943,89.0256410256,60.7042497106,215.836538462,92.2083333333
60,105,117,121.588055424,230.944148936,89.9308510638,104.67591777,168.808550186,94.0985130112
61,108,126,196.610472601,122.070723684,91.0263157895,95.9204971389,351.036511156,95.9614604462
62,110,130,103.802568594,82.9003115265,93.0685358255,77.6313962646,363.09273183,96.8696741855
63,113,133,115.443978156,111.005602241,93.9355742297,101.952009129,340.047709924,98.0477099237
64,115,123,91.5144140562,165.067137809,93.9081272085,137.751951266,174.086158192,95.9816384181
65,117,118,106.389548496,71.0607902736,95.0303951368,152.733448791,189.935031847,94.0458598726
66,118,129,142.930639621,106.902714932,94.9004524887,157.98670117,248.011083744,96.8645320197
67,119,127,105.419431033,150.926380368,95.0950920245,57.2020814581,183.789115646,96.9081632653
68,120,139,152.955186744,170.014799154,94.8858350951,105.065047576,305.012962963,100.040740741
69,123,135,187.232670454,155.07253886,97.1243523316,124.716102771,199.07800312,98.992199688
70,124,141,103.479196106,208.890625,96.9375,75.1020525266,203.132124352,101.10880829
71,127,145,85.6937092752,71.8603773585,99.1509433962,90.2781149543,352.068965517,102.017241379
72,129,143,134.19958245,118.048192771,99.0746987952,84.2466029638,240.034642032,100.995381062
73,131,144,126.115270254,176.087179487,99.0846153846,96.3096269447,194.945454545,101.951515152
74,135,162,133.876209962,243.09178744,100.084541063,100.0063601,350.992217899,108.044747082
75,136,152,133.876209962,137.903381643,100.835748792,106.427001897,313.074954296,104.919561243
76,137,140,117.384213083,77.0909090909,101.845730028,71.2107544682,173.098360656,100.836065574
77,140,155,113.503743229,100.162393162,103.011396011,147.674761315,323.014492754,105.980237154
78,141,151,116.090723131,123.880222841,102.986072423,84.6357327696,250.935632184,105.068965517
79,145,153,105.419431033,135.978527607,105.012269939,117.906331169,178.01320132,106.034653465
80,146,160,121.911427912,211.087533156,104.925729443,97.2824514593,167.004,107.958
81,147,154,108.006410936,90.1077844311,106.119760479,136.00086714,189.027181688,105.95851216
82,148,170,129.348995132,242.165,105.9475,83.662908255,348.118604651,113.055813953
83,149,164,105.742803521,113.009174312,106.914373089,101.368314421,321.13243762,109.973128599
84,151,169,143.577384597,264.898648649,107.148648649,99.8117951973,235.044834308,112.937621832
85,152,156,112.856998253,70.0028653295,107.934097421,76.0748770412,184.820971867,107.153452685
86,153,165,88.6040616657,107.083941606,107.959854015,93.0020235951,329.905857741,111.050209205
87,154,166,154.895421671,247.970772443,108.002087683,120.241110004,158.045307443,111.899676375
88,156,159,97.9818638128,47.1617161716,110.04290429,170.63341986,145.09350057,107.9327252
89,157,167,82.1366119091,179.88976378,109.881889764,131.720439276,171.971935007,111.988183161
90,160,168,109.299900887,189.982248521,110.872781065,123.159583548,143.132701422,113.025276461
91,162,180,105.742803521,250.880733945,111.80733945,80.9389996142,374.132211538,119.0
92,163,173,114.150488204,86.954674221,113.014164306,111.680254275,356.038327526,115.825783972
93,167,176,104.449313569,180.095975232,115.959752322,101.173749518,173.988461538,118.044230769
94,169,187,124.498407815,241.158441558,117.057142857,110.512864858,381.829225352,123.971830986
95,171,177,110.916763326,61.0874635569,118.072886297,95.1422375272,229.973415133,117.973415133
96,172,182,101.215588691,245.178913738,118.217252396,166.742121801,160.103850642,121.933488915
97,174,178,91.837786544,96.1443661972,118.908450704,96.8933216535,178.110441767,118.901606426
98,175,183,86.6638267387,176.861940299,119.156716418,69.265105439,241.935393258,122.064606742
99,176,175,141.313777182,5.12128146453,119.967963387,120.241110004,152.922330097,117.155339806
100,178,190,141.63714967,159.011415525,121.01369863,83.4683433521,369.783216783,125.037296037
101,180,184,96.3650013737,32.9630872483,122.124161074,127.634576315,356.024390244,122.972560976
102,181,181,108.976528399,43.0830860534,123.071216617,118.100896072,152.085667216,121.159802306
103,182,185,123.851662839,136.062663185,123.07310705,102.146574032,178.96952381,124.017142857
104,185,195,134.522954938,270.021634615,123.875,92.2237639835,280.934599156,129.172995781
105,186,194,134.846327426,241.932853717,124.995203837,131.525874373,236.156804734,129.016272189
106,188,188,119.971192985,77.0485175202,125.948787062,119.073720586,138.929738562,125.109477124
107,191,197,144.224129573,176.923766816,126.964125561,130.163920053,252.034379671,130.056801196
108,193,191,136.786562353,31.0023640662,128.151300236,118.68459078,163.037704918,127.044262295
109,195,199,102.509078642,241.012618297,128.993690852,130.747614761,159.973214286,132.081845238
110,200,200,121.911427912,5.81697612732,131.976127321,85.4139923813,350.86332574,131.938496583
111,201,201,110.916763326,157.997084548,131.979591837,104.286787964,154.166044776,133.059701493
112,203,204,115.120605668,82.9719101124,133.087078652,83.662908255,380.918604651,134.979069767
113,204,206,93.778021471,169.910344828,133.951724138,83.4683433521,242.083916084,135.939393939
114,207,208,129.025622645,247.142857143,135.117794486,84.4411678667,381.073732719,140.103686636
115,209,205,104.125941082,59.8633540373,136.925465839,137.946516169,163.055007052,135.871650212
116,211,210,185.939180503,280.045217391,137.048695652,92.6128937893,281.0,141.844537815
117,213,209,108.329783423,148.134328358,137.943283582,112.458513887,354.935986159,140.965397924
118,217,211,97.9818638128,180.125412541,141.161716172,72.3781438857,253.150537634,143.147849462
119,218,212,92.8079040075,82.8641114983,142.139372822,108.956345634,285.916071429,143.1625
120,219,215,129.025622645,239.09273183,141.909774436,101.173749518,362.05,145.948076923
121,223,216,85.3703367874,178.988636364,146.984848485,102.924833644,280.935727788,148.901701323
122,227,217,122.881545376,234.828947368,153.057894737,81.32812942,357.100478469,155.9784689
123,228,218,129.995740108,271.131840796,154.039800995,146.312806995,334.131648936,156.849734043
124,232,219,126.76201523,143.900510204,157.145408163,125.883492188,249.931993818,158.035548686
125,235,220,110.916763326,241.090379009,160.932944606,76.0748770412,311.017902813,162.826086957
126,238,221,122.2348004,281.174603175,163.148148148,111.291124469,286.973776224,164.924825175
127,240,222,156.188911622,237.089026915,167.109730849,97.2824514593,366.848,168.934
128,242,223,106.066176009,246.914634146,175.173780488,94.1694130126,378.090909091,176.055785124
129,244,225,121.911427912,101.933687003,178.98938992,87.9433361192,346.061946903,178.148230088
130,245,227,160.392753964,230.883064516,179.068548387,106.621566799,322.965328467,180.02189781
131,247,229,155.542166647,134.047817048,181.920997921,122.575888839,275.931746032,180.977777778
132,248,230,141.960522158,247.84738041,183.059225513,111.680254275,354.0,182.984320557
133,250,231,144.547502061,283.031319911,184.105145414,114.598727819,332.054329372,183.932088285
134,252,233,116.737468107,244.002770083,186.814404432,94.9476726243,255.895491803,186.901639344
135,253,235,113.180370741,79.9914285714,188.105714286,105.065047576,244.985185185,187.851851852
136,254,236,165.56671377,239.875,187.97265625,94.9476726243,259.895491803,188.030737705
137,256,239,181.088593185,84.0125,192.8625,131.33130947,286.942222222,191.971851852
138,258,240,135.169699913,101.992822967,194.916267943,167.909511219,278.012746234,193.85631518
