,kernel,layer,x,y
214,16,1,230,18
215,16,1,230,26
216,16,1,246,126
217,16,1,254,26
218,16,1,254,98
219,16,1,270,46
220,16,1,270,86
221,16,1,270,170
222,16,1,274,6
223,16,1,274,154
224,16,1,282,146
225,16,1,286,62
226,16,1,298,50
227,16,1,298,170
228,16,1,306,114
229,16,1,306,142
230,16,1,318,142
231,16,1,326,174
232,16,1,334,90
233,16,1,338,130
234,17,1,197,91
235,17,1,293,103
236,18,1,176,96
237,18,1,208,92
238,18,1,216,108
239,18,1,224,184
240,18,1,256,132
241,18,1,260,84
242,18,1,264,44
243,18,1,304,52
244,19,1,152,98
245,19,1,244,126
246,19,1,296,42
247,19,1,320,86
248,20,1,199,101
249,20,1,287,5
250,20,1,295,25
251,20,1,307,113
252,21,1,230,20
253,21,1,274,8
254,21,1,302,4
255,21,1,306,80
256,21,1,310,140
257,21,1,322,80
258,21,1,346,4
259,22,1,307,49
260,23,1,227,117
261,23,1,259,45
262,23,1,263,169
263,23,1,267,41
264,23,1,275,149
265,23,1,279,25
266,23,1,283,17
267,23,1,287,1
268,23,1,295,117
269,23,1,299,65
270,23,1,299,169
271,23,1,303,1
272,23,1,303,149
273,23,1,307,49
274,23,1,307,177
275,23,1,311,97
276,23,1,319,169
277,23,1,323,173
278,23,1,331,73
279,23,1,339,17
280,23,1,351,29
281,24,1,199,119
282,24,1,203,111
283,24,1,207,91
284,24,1,223,183
285,24,1,227,99
286,24,1,227,175
287,24,1,247,91
288,24,1,259,87
289,24,1,259,103
290,24,1,259,115
291,24,1,283,63
292,24,1,315,71
293,24,1,315,171
294,24,1,319,63
295,24,1,323,87
296,24,1,327,171
297,24,1,335,163
298,24,1,343,99
299,25,1,130,115
300,25,1,162,83
301,25,1,166,103
302,25,1,194,107
303,25,1,198,123
304,25,1,206,115
305,25,1,214,111
306,25,1,214,167
307,25,1,218,119
308,25,1,222,107
309,25,1,234,27
310,25,1,238,27
311,25,1,242,31
312,25,1,254,27
313,25,1,258,131
314,25,1,266,47
315,25,1,270,47
316,25,1,270,183
317,25,1,274,7
318,25,1,282,63
319,25,1,286,3
320,25,1,286,19
321,25,1,286,111
322,25,1,286,171
323,25,1,290,63
324,25,1,298,139
325,25,1,302,3
326,25,1,302,139
327,25,1,306,79
328,25,1,310,51
329,25,1,314,187
330,25,1,318,31
331,25,1,330,35
332,25,1,334,51
333,25,1,338,19
334,25,1,346,3
335,25,1,346,43
336,26,1,128,116
337,26,1,144,96
338,26,1,204,112
339,26,1,212,84
340,26,1,220,36
341,26,1,228,100
342,26,1,228,112
343,26,1,232,80
344,26,1,232,88
345,26,1,240,96
346,26,1,244,164
347,26,1,248,176
348,26,1,252,132
349,26,1,252,136
350,26,1,260,88
351,26,1,260,116
352,26,1,264,36
353,26,1,264,44
354,26,1,268,116
355,26,1,268,176
356,26,1,292,92
357,26,1,292,124
358,26,1,292,156
359,26,1,300,156
360,26,1,308,128
361,26,1,316,72
362,26,1,328,156
363,27,1,162,83
364,27,1,214,91
365,27,1,234,115
366,27,1,298,115
367,28,1,199,157
368,28,1,203,109
369,28,1,211,5
370,28,1,211,77
371,28,1,223,89
372,28,1,239,125
373,28,1,251,25
374,28,1,259,93
375,28,1,275,137
376,28,1,283,29
377,28,1,283,169
378,28,1,287,69
379,28,1,287,129
380,28,1,287,133
381,28,1,291,93
382,28,1,291,101
383,28,1,295,85
384,28,1,295,113
385,28,1,299,137
386,28,1,303,5
387,28,1,303,129
388,28,1,311,17
389,28,1,311,137
390,28,1,315,141
391,28,1,319,97
392,28,1,319,161
393,28,1,335,17
394,29,1,152,97
395,29,1,216,109
396,29,1,224,181
397,29,1,272,121
398,29,1,308,101
399,29,1,332,125
400,30,1,232,105
401,30,1,276,181
402,30,1,312,213
403,30,1,320,29
404,31,1,133,113
405,31,1,137,109
406,31,1,149,101
407,31,1,153,85
408,31,1,153,97
409,31,1,165,101
410,31,1,193,101
411,31,1,197,101
412,31,1,233,101
413,31,1,241,9
414,31,1,241,93
415,31,1,241,129
416,31,1,245,113
417,31,1,245,125
418,31,1,245,145
419,31,1,249,97
420,31,1,253,97
421,31,1,261,145
422,31,1,269,169
423,31,1,269,181
424,31,1,277,125
425,31,1,281,145
426,31,1,285,97
427,31,1,289,17
428,31,1,297,57
429,31,1,297,133
430,31,1,301,81
431,31,1,305,105
432,31,1,305,113
433,31,1,305,141
434,31,1,309,97
435,31,1,309,125
436,31,1,309,149
437,31,1,313,129
438,31,1,313,173
439,31,1,317,141
440,31,1,325,149
441,31,1,329,153
442,31,1,333,109
443,31,1,341,49
444,31,1,365,17
445,32,1,321,22
446,32,1,321,86
447,32,1,325,30
448,32,1,337,14
449,33,1,151,101
450,33,1,295,117
451,33,1,303,141
452,33,1,311,33
453,33,1,319,169
454,33,1,327,25
455,34,1,153,82
456,34,1,197,102
457,34,1,229,78
458,34,1,241,106
459,34,1,245,162
460,34,1,261,22
461,34,1,261,86
462,34,1,265,42
463,34,1,265,170
464,34,1,281,154
465,34,1,285,82
466,34,1,285,170
467,34,1,309,82
468,34,1,321,34
469,34,1,329,178
470,34,1,333,2
471,35,1,282,86
472,36,1,152,104
473,36,1,156,100
474,36,1,192,100
475,36,1,204,104
476,36,1,212,96
477,36,1,216,68
478,36,1,220,72
479,36,1,220,112
480,36,1,228,188
481,36,1,232,28
482,36,1,244,172
483,36,1,252,96
484,36,1,260,4
485,36,1,260,184
486,36,1,264,48
487,36,1,264,88
488,36,1,276,184
489,36,1,280,112
490,36,1,288,88
491,36,1,300,68
492,36,1,300,156
493,36,1,304,104
494,36,1,312,116
495,36,1,316,92
496,36,1,316,148
497,36,1,316,168
498,36,1,320,32
499,36,1,320,44
500,36,1,324,40
501,36,1,324,116
502,36,1,324,152
503,36,1,324,160
504,36,1,332,16
505,36,1,332,48
506,36,1,332,168
507,36,1,336,36
508,36,1,336,76
509,36,1,340,44
510,37,1,239,175
511,37,1,247,123
512,37,1,247,171
513,37,1,247,175
514,37,1,247,179
515,37,1,259,175
516,37,1,263,163
517,37,1,263,167
518,37,1,263,171
519,37,1,279,23
520,37,1,283,15
521,37,1,283,63
522,37,1,287,59
523,37,1,291,91
524,37,1,295,195
525,37,1,299,63
526,37,1,307,51
527,37,1,307,59
528,37,1,311,95
529,37,1,315,31
530,37,1,315,71
531,37,1,319,63
532,37,1,327,43
533,37,1,335,39
534,37,1,335,163
535,37,1,343,99
536,37,1,355,43
537,38,1,242,98
538,38,1,290,110
539,38,1,334,18
540,39,1,221,75
541,39,1,225,51
542,39,1,225,79
543,39,1,229,83
544,39,1,233,27
545,39,1,233,115
546,39,1,245,63
547,39,1,249,175
548,39,1,277,155
549,39,1,285,63
550,39,1,285,171
551,39,1,289,3
552,39,1,301,95
553,39,1,309,135
554,40,1,144,95
555,40,1,212,83
556,40,1,220,35
557,40,1,228,83
558,40,1,232,151
559,40,1,240,75
560,40,1,244,31
561,40,1,248,115
562,40,1,248,175
563,40,1,264,131
564,40,1,284,147
565,40,1,296,163
566,40,1,316,23
567,40,1,320,195
568,40,1,344,167
569,41,1,165,107
570,41,1,233,99
571,41,1,249,95
572,41,1,249,99
573,41,1,253,95
574,41,1,257,91
575,41,1,265,143
576,41,1,265,163
577,41,1,281,91
578,41,1,285,83
579,41,1,293,87
580,41,1,297,83
581,41,1,301,95
582,41,1,309,103
583,41,1,317,19
584,41,1,321,59
585,41,1,329,179
586,41,1,345,43
587,41,1,345,95
588,42,1,134,179
589,42,1,214,167
590,42,1,230,147
591,42,1,254,131
592,43,1,231,20
593,43,1,247,172
594,43,1,287,112
595,43,1,315,32
596,43,1,315,68
597,44,1,316,22
598,44,1,316,74
599,45,1,232,31
600,45,1,268,115
601,45,1,280,127
602,45,1,288,3
603,45,1,316,139
604,46,1,311,144
605,48,1,131,91
606,48,1,135,111
607,48,1,203,111
608,48,1,291,27
609,48,1,291,91
610,48,1,315,31
611,48,1,315,71
612,48,1,327,43
613,49,1,141,88
614,49,1,149,92
615,49,1,229,112
616,49,1,237,180
617,49,1,241,96
618,49,1,257,84
619,49,1,257,92
620,49,1,261,88
621,49,1,269,116
622,49,1,269,168
623,49,1,289,28
624,49,1,289,184
625,49,1,301,56
626,49,1,317,24
627,49,1,325,88
628,49,1,329,80
629,49,1,333,80
630,49,1,345,44
631,50,1,141,88
632,50,1,145,96
633,50,1,153,96
634,50,1,193,100
635,50,1,213,92
636,50,1,213,168
637,50,1,217,88
638,50,1,217,120
639,50,1,225,124
640,50,1,229,112
641,50,1,233,80
642,50,1,245,80
643,50,1,245,144
644,50,1,253,136
645,50,1,269,168
646,50,1,285,48
647,50,1,289,148
648,50,1,297,124
649,50,1,301,56
650,50,1,301,80
651,50,1,301,164
652,50,1,305,104
653,50,1,309,96
654,50,1,309,124
655,50,1,309,140
656,50,1,309,184
657,50,1,313,72
658,50,1,313,108
659,50,1,333,108
660,50,1,333,172
661,50,1,349,28
662,52,1,128,116
663,52,1,216,108
664,52,1,236,180
665,52,1,324,88
666,52,1,352,28
667,52,1,364,20
668,53,1,138,92
669,53,1,146,96
670,53,1,150,96
671,53,1,150,100
672,53,1,154,96
673,53,1,174,88
674,53,1,202,100
675,53,1,206,104
676,53,1,218,108
677,53,1,230,112
678,53,1,262,24
679,53,1,262,112
680,53,1,270,104
681,53,1,278,108
682,53,1,282,64
683,53,1,286,108
684,53,1,298,64
685,53,1,302,172
686,53,1,310,88
687,53,1,310,172
688,53,1,322,148
689,53,1,330,156
690,53,1,330,164
691,53,1,334,64
692,53,1,334,72
693,53,1,358,44
694,54,1,310,180
695,55,1,143,88
696,55,1,271,44
697,55,1,283,108
698,55,1,315,40
699,56,1,144,95
700,56,1,192,127
701,56,1,212,91
702,56,1,216,87
703,56,1,224,183
704,56,1,232,115
705,56,1,240,7
706,56,1,248,175
707,56,1,256,83
708,56,1,256,91
709,56,1,260,115
710,56,1,276,155
711,56,1,284,171
712,56,1,288,131
713,56,1,296,31
714,56,1,304,99
715,56,1,308,163
716,56,1,316,71
717,56,1,320,203
718,56,1,324,135
719,56,1,328,155
720,56,1,340,3
721,56,1,340,79
722,56,1,344,79
723,57,1,270,18
724,57,1,282,18
725,57,1,346,42
726,58,1,223,106
727,58,1,291,30
728,58,1,315,42
729,58,1,339,18
730,59,1,139,108
731,59,1,243,180
732,59,1,283,116
733,59,1,287,4
734,59,1,287,60
735,59,1,291,60
736,59,1,295,24
737,59,1,315,84
738,60,1,148,101
739,60,1,160,105
740,60,1,208,93
741,60,1,216,109
742,60,1,260,85
743,60,1,284,21
744,60,1,284,85
745,60,1,284,109
746,60,1,296,33
747,60,1,304,53
748,60,1,304,85
749,60,1,304,141
750,60,1,328,181
751,61,1,193,127
752,61,1,201,123
753,61,1,205,115
754,61,1,233,27
755,61,1,241,99
756,61,1,245,131
757,61,1,249,31
758,61,1,265,39
759,61,1,273,47
760,61,1,277,115
761,61,1,301,111
762,61,1,301,143
763,61,1,301,163
764,61,1,305,99
765,61,1,309,51
766,61,1,309,83
767,61,1,309,107
768,61,1,309,163
769,61,1,313,103
770,61,1,317,183
771,61,1,321,203
772,61,1,333,35
773,62,1,221,37
774,62,1,229,17
775,62,1,245,173
776,62,1,269,181
777,62,1,281,145
778,62,1,305,53
779,62,1,325,89
780,63,1,188,109
781,63,1,192,81
782,63,1,228,13
783,63,1,244,121
784,63,1,244,185
785,63,1,260,169
786,63,1,268,181
787,63,1,292,117
788,63,1,296,101
789,63,1,304,181
790,63,1,312,149
791,63,1,316,201
792,63,1,324,177
793,63,1,340,49
794,63,1,348,29
795,63,1,364,17
796,64,1,152,96
797,64,1,164,84
798,64,1,172,88
799,64,1,192,100
800,64,1,200,100
801,64,1,208,92
802,64,1,216,108
803,64,1,220,24
804,64,1,220,36
805,64,1,236,28
806,64,1,244,124
807,64,1,260,84
808,64,1,260,112
809,64,1,264,36
810,64,1,272,152
811,64,1,276,108
812,64,1,280,24
813,64,1,280,156
814,64,1,284,60
815,64,1,284,108
816,64,1,296,32
817,64,1,296,124
818,64,1,300,64
819,64,1,304,140
820,64,1,304,168
821,64,1,308,124
822,64,1,316,84
823,64,1,320,100
824,64,1,324,88
825,64,1,328,180
826,65,1,121,101
827,65,1,165,101
828,65,1,209,121
829,65,1,221,125
830,65,1,253,101
831,65,1,257,113
832,65,1,309,41
833,65,1,313,33
834,65,1,313,205
835,65,1,325,45
836,65,1,325,109
837,65,1,341,57
838,66,1,270,1
839,66,1,326,13
840,66,1,326,45
841,66,1,342,165
842,67,1,190,95
843,67,1,250,167
844,67,1,254,99
845,67,1,258,91
846,67,1,262,83
847,67,1,270,179
848,67,1,290,111
849,68,1,284,30
850,68,1,292,26
851,69,1,190,90
852,69,1,234,134
853,69,1,254,110
854,69,1,258,130
855,69,1,266,178
856,69,1,286,94
857,69,1,290,14
858,69,1,294,102
859,69,1,314,30
860,69,1,314,34
861,69,1,314,194
862,69,1,330,34
863,71,1,172,83
864,71,1,228,95
865,71,1,276,47
866,71,1,284,7
867,71,1,292,63
868,71,1,296,155
869,71,1,312,111
870,71,1,316,171
871,71,1,328,155
872,71,1,356,3
873,72,1,226,104
874,72,1,242,104
875,72,1,286,4
876,72,1,290,136
877,72,1,306,76
878,72,1,318,44
879,72,1,322,68
880,72,1,330,152
881,73,1,141,125
882,73,1,225,89
883,73,1,225,121
884,73,1,293,161
885,73,1,297,73
886,73,1,317,85
887,73,1,321,45
888,73,1,321,85
889,74,1,205,115
890,74,1,253,31
891,74,1,269,127
892,74,1,321,87
893,74,1,333,19
894,75,1,128,81
895,75,1,160,73
896,75,1,164,93
897,75,1,224,1
898,75,1,260,77
899,75,1,280,13
900,75,1,300,69
901,75,1,304,17
902,75,1,312,145
903,75,1,316,153
904,75,1,320,25
905,75,1,328,173
906,75,1,332,5
907,75,1,340,5
908,75,1,356,33
909,76,1,152,97
910,76,1,164,85
911,76,1,164,101
912,76,1,224,173
913,76,1,236,181
914,76,1,284,109
915,76,1,288,185
916,76,1,296,33
917,76,1,300,165
918,76,1,304,29
919,76,1,304,93
920,76,1,312,89
921,76,1,320,37
922,76,1,320,101
923,76,1,320,161
924,76,1,324,1
925,76,1,332,125
926,76,1,340,5
927,76,1,352,29
928,78,1,128,116
929,78,1,192,100
930,78,1,220,36
931,78,1,240,8
932,78,1,240,96
933,78,1,244,144
934,78,1,252,136
935,78,1,268,116
936,78,1,268,176
937,78,1,276,148
938,78,1,280,24
939,78,1,280,156
940,78,1,288,32
941,78,1,288,132
942,78,1,288,140
943,78,1,296,32
944,78,1,296,124
945,78,1,300,156
946,78,1,304,28
947,78,1,304,92
948,78,1,308,84
949,78,1,312,88
950,78,1,320,36
951,78,1,320,100
952,78,1,324,20
953,78,1,328,16
954,78,1,328,156
955,78,1,340,4
956,78,1,340,24
957,78,1,344,48
958,78,1,352,28
959,79,1,224,173
960,79,1,276,109
961,79,1,288,141
962,79,1,332,125
963,80,1,273,95
964,80,1,325,15
965,81,1,243,178
966,81,1,247,174
967,81,1,251,170
968,81,1,311,78
969,82,1,175,95
970,82,1,207,91
971,82,1,227,23
972,82,1,259,83
973,82,1,259,175
974,82,1,263,35
975,82,1,263,43
976,82,1,275,107
977,82,1,291,59
978,82,1,303,27
979,82,1,315,187
980,82,1,319,75
981,83,1,193,96
982,83,1,193,100
983,83,1,213,92
984,83,1,217,88
985,83,1,217,120
986,83,1,225,124
987,83,1,233,80
988,83,1,233,116
989,83,1,241,8
990,83,1,245,80
991,83,1,269,20
992,83,1,269,128
993,83,1,269,180
994,83,1,273,32
995,83,1,273,96
996,83,1,285,48
997,83,1,289,84
998,83,1,289,148
999,83,1,301,80
1000,83,1,301,144
1001,83,1,305,104
1002,83,1,309,140
1003,83,1,313,108
1004,83,1,317,20
1005,83,1,317,44
1006,83,1,321,76
1007,83,1,325,32
1008,83,1,333,36
1009,83,1,333,108
1010,83,1,349,28
1011,84,1,131,91
1012,84,1,211,91
1013,84,1,215,87
1014,84,1,243,79
1015,84,1,247,123
1016,84,1,247,175
1017,84,1,255,131
1018,84,1,259,87
1019,84,1,287,119
1020,84,1,295,171
1021,84,1,299,155
1022,84,1,303,99
1023,84,1,315,31
1024,84,1,319,203
1025,85,1,197,102
1026,85,1,229,54
1027,85,1,233,98
1028,85,1,241,30
1029,85,1,245,30
1030,85,1,245,130
1031,85,1,249,102
1032,85,1,281,94
1033,85,1,285,86
1034,85,1,305,30
1035,85,1,305,82
1036,85,1,305,98
1037,85,1,313,134
1038,85,1,317,138
1039,85,1,317,162
1040,85,1,345,6
1041,85,1,353,46
1042,86,1,197,100
1043,86,1,233,176
1044,86,1,249,120
1045,86,1,269,116
1046,86,1,269,168
1047,86,1,301,48
1048,86,1,301,80
1049,86,1,317,20
1050,86,1,345,44
1051,86,1,349,28
1052,87,1,143,89
1053,87,1,223,81
1054,87,1,223,85
1055,87,1,227,21
1056,87,1,227,53
1057,87,1,227,117
1058,87,1,259,45
1059,87,1,267,97
1060,87,1,275,153
1061,87,1,283,17
1062,87,1,283,65
1063,87,1,283,117
1064,87,1,287,25
1065,87,1,295,117
1066,87,1,299,101
1067,87,1,303,149
1068,87,1,307,49
1069,87,1,307,57
1070,87,1,307,157
1071,87,1,311,101
1072,87,1,335,85
1073,87,1,339,149
1074,87,1,347,5
1075,88,1,253,124
1076,88,1,261,52
1077,88,1,261,108
1078,88,1,281,184
1079,88,1,301,100
1080,88,1,301,184
1081,88,1,321,168
1082,89,1,171,89
1083,89,1,223,185
1084,89,1,227,53
1085,89,1,227,81
1086,89,1,227,117
1087,89,1,255,1
1088,89,1,255,113
1089,89,1,259,45
1090,89,1,263,45
1091,89,1,267,41
1092,89,1,271,45
1093,89,1,291,125
1094,89,1,295,117
1095,89,1,303,1
1096,89,1,307,49
1097,89,1,307,113
1098,89,1,315,41
1099,89,1,319,29
1100,89,1,319,169
1101,89,1,319,205
1102,89,1,331,33
1103,89,1,331,73
1104,89,1,339,17
1105,89,1,347,1
1106,90,1,212,173
1107,90,1,224,181
1108,90,1,284,109
1109,90,1,296,161
1110,90,1,304,29
1111,91,1,282,19
1112,91,1,310,115
1113,91,1,314,27
1114,91,1,318,155
1115,91,1,322,23
1116,91,1,326,43
1117,91,1,334,23
1118,92,1,141,94
1119,92,1,225,14
1120,92,1,225,114
1121,92,1,229,18
1122,92,1,233,26
1123,92,1,233,98
1124,92,1,253,102
1125,92,1,253,138
1126,92,1,257,114
1127,92,1,269,18
1128,92,1,269,170
1129,92,1,273,30
1130,92,1,289,186
1131,92,1,301,30
1132,92,1,301,170
1133,92,1,301,182
1134,92,1,309,106
1135,92,1,309,178
1136,92,1,313,102
1137,92,1,317,22
1138,92,1,317,138
1139,92,1,321,42
1140,92,1,321,202
1141,92,1,329,2
1142,92,1,333,34
1143,92,1,337,174
1144,92,1,341,2
1145,92,1,341,26
1146,92,1,345,46
1147,93,1,152,98
1148,93,1,172,90
1149,93,1,224,50
1150,93,1,224,182
1151,93,1,228,54
1152,93,1,236,182
1153,93,1,240,106
1154,93,1,244,62
1155,93,1,244,86
1156,93,1,248,102
1157,93,1,248,174
1158,93,1,256,2
1159,93,1,256,90
1160,93,1,260,46
1161,93,1,260,122
1162,93,1,264,170
1163,93,1,272,122
1164,93,1,276,110
1165,93,1,280,94
1166,93,1,284,6
1167,93,1,284,86
1168,93,1,284,126
1169,93,1,284,170
1170,93,1,288,2
1171,93,1,296,42
1172,93,1,304,30
1173,93,1,304,122
1174,93,1,308,82
1175,93,1,308,134
1176,93,1,312,90
1177,93,1,312,102
1178,93,1,312,134
1179,93,1,312,146
1180,93,1,312,170
1181,93,1,316,154
1182,93,1,316,162
1183,93,1,316,190
1184,93,1,320,38
1185,93,1,328,14
1186,93,1,332,126
1187,93,1,340,6
1188,93,1,348,30
1189,94,1,150,101
1190,94,1,154,97
1191,94,1,230,17
1192,94,1,242,93
1193,94,1,262,165
1194,94,1,266,49
1195,94,1,270,1
1196,94,1,274,105
1197,94,1,282,65
1198,94,1,314,33
1199,94,1,314,173
1200,94,1,318,193
1201,94,1,318,197
1202,94,1,322,81
1203,94,1,326,45
1204,94,1,342,165
1205,94,1,346,5
1206,95,1,193,101
1207,95,1,225,89
1208,95,1,241,129
1209,95,1,245,125
1210,95,1,305,169
1211,96,1,210,121
1212,96,1,222,85
1213,96,1,226,21
1214,96,1,226,89
1215,96,1,230,17
1216,96,1,230,33
1217,96,1,230,149
1218,96,1,238,121
1219,96,1,246,113
1220,96,1,254,25
1221,96,1,254,125
1222,96,1,262,129
1223,96,1,262,145
1224,96,1,262,165
1225,96,1,266,49
1226,96,1,270,1
1227,96,1,270,45
1228,96,1,274,5
1229,96,1,274,149
1230,96,1,274,153
1231,96,1,278,121
1232,96,1,282,17
1233,96,1,282,65
1234,96,1,282,117
1235,96,1,282,145
1236,96,1,286,85
1237,96,1,286,173
1238,96,1,290,137
1239,96,1,298,133
1240,96,1,302,1
1241,96,1,306,53
1242,96,1,310,101
1243,96,1,314,29
1244,96,1,314,33
1245,96,1,314,41
1246,96,1,314,145
1247,96,1,314,149
1248,96,1,318,29
1249,96,1,318,193
1250,96,1,318,197
1251,96,1,322,81
1252,96,1,322,177
1253,96,1,326,13
1254,96,1,326,25
1255,96,1,326,45
1256,96,1,326,89
1257,96,1,326,173
1258,96,1,330,73
1259,96,1,330,97
1260,96,1,334,17
1261,96,1,334,21
1262,96,1,334,41
1263,96,1,334,85
1264,96,1,338,129
1265,96,1,338,149
1266,96,1,342,165
1267,96,1,346,1
1268,96,1,346,5
1269,96,1,354,45
1270,97,1,218,93
1271,97,1,238,29
1272,97,1,254,97
1273,97,1,254,129
1274,97,1,262,129
1275,97,1,274,37
1276,97,1,278,121
1277,97,1,282,65
1278,97,1,282,161
1279,97,1,290,77
1280,97,1,294,93
1281,97,1,298,65
1282,97,1,298,101
1283,97,1,302,125
1284,97,1,306,129
1285,97,1,314,165
1286,97,1,322,169
1287,97,1,326,45
1288,97,1,326,157
1289,97,1,342,49
1290,97,1,350,57
1291,98,1,166,103
1292,98,1,194,107
1293,98,1,242,123
1294,98,1,270,111
1295,98,1,302,3
1296,98,1,318,147
1297,99,1,203,111
1298,99,1,227,99
1299,99,1,235,91
1300,99,1,235,107
1301,99,1,239,75
1302,99,1,243,31
1303,99,1,283,7
1304,99,1,315,171
1305,99,1,327,27
1306,100,1,166,102
1307,100,1,198,102
1308,101,1,319,65
1309,102,1,230,33
1310,102,1,326,13
1311,103,1,253,31
1312,104,1,236,106
1313,104,1,240,130
1314,104,1,244,62
1315,104,1,244,86
1316,104,1,244,126
1317,104,1,248,102
1318,104,1,248,174
1319,104,1,288,30
1320,104,1,296,42
1321,104,1,312,102
1322,104,1,312,110
1323,104,1,312,134
1324,104,1,312,170
1325,104,1,316,22
1326,104,1,316,162
1327,104,1,320,42
1328,104,1,348,30
1329,104,1,364,18
1330,105,1,126,89
1331,105,1,138,89
1332,105,1,154,81
1333,105,1,166,93
1334,105,1,182,97
1335,105,1,198,89
1336,105,1,210,93
1337,105,1,214,77
1338,105,1,218,33
1339,105,1,238,89
1340,105,1,242,25
1341,105,1,250,129
1342,105,1,254,21
1343,105,1,254,125
1344,105,1,258,45
1345,105,1,258,85
1346,105,1,262,109
1347,105,1,262,177
1348,105,1,266,93
1349,105,1,278,109
1350,105,1,278,153
1351,105,1,282,185
1352,105,1,290,21
1353,105,1,290,97
1354,105,1,290,173
1355,105,1,294,137
1356,105,1,302,141
1357,105,1,302,161
1358,105,1,306,185
1359,105,1,310,153
1360,105,1,326,61
