,kernel,layer,x,y
330,23,1,295,113
331,23,1,295,165
332,23,1,299,97
333,23,1,311,157
334,23,1,319,29
335,23,1,323,173
336,23,1,327,41
337,23,1,335,13
338,23,1,335,17
339,23,1,335,49
340,23,1,335,81
341,23,1,339,129
342,23,1,347,41
343,23,1,367,13
344,24,1,163,103
345,24,1,199,111
346,24,1,199,119
347,24,1,203,115
348,24,1,215,87
349,24,1,223,47
350,24,1,223,175
351,24,1,227,15
352,24,1,227,111
353,24,1,231,79
354,24,1,239,95
355,24,1,255,91
356,24,1,259,87
357,24,1,263,43
358,24,1,271,171
359,24,1,275,131
360,24,1,279,23
361,24,1,283,147
362,24,1,287,111
363,24,1,291,123
364,24,1,291,155
365,24,1,295,167
366,24,1,299,155
367,24,1,311,27
368,24,1,311,87
369,24,1,315,27
370,24,1,319,27
371,24,1,319,167
372,24,1,327,11
373,24,1,327,171
374,24,1,327,179
375,24,1,331,71
376,24,1,335,111
377,25,1,146,91
378,25,1,162,111
379,25,1,166,107
380,25,1,174,95
381,25,1,202,111
382,25,1,206,91
383,25,1,222,79
384,25,1,222,147
385,25,1,226,83
386,25,1,246,91
387,25,1,246,103
388,25,1,246,183
389,25,1,258,43
390,25,1,258,83
391,25,1,258,171
392,25,1,262,43
393,25,1,262,127
394,25,1,262,147
395,25,1,262,167
396,25,1,266,47
397,25,1,266,143
398,25,1,270,15
399,25,1,270,43
400,25,1,274,3
401,25,1,274,111
402,25,1,278,151
403,25,1,278,159
404,25,1,282,63
405,25,1,282,107
406,25,1,286,139
407,25,1,286,155
408,25,1,290,175
409,25,1,290,187
410,25,1,298,23
411,25,1,298,99
412,25,1,298,139
413,25,1,298,159
414,25,1,302,139
415,25,1,306,111
416,25,1,310,163
417,25,1,314,187
418,25,1,318,27
419,25,1,322,79
420,25,1,322,175
421,25,1,326,43
422,25,1,334,15
423,25,1,334,83
424,25,1,334,107
425,25,1,338,131
426,25,1,342,23
427,25,1,342,47
428,25,1,366,15
429,26,1,196,100
430,26,1,196,116
431,26,1,204,116
432,26,1,216,120
433,26,1,224,124
434,26,1,224,176
435,26,1,228,16
436,26,1,228,112
437,26,1,232,24
438,26,1,232,80
439,26,1,232,88
440,26,1,232,168
441,26,1,236,184
442,26,1,240,96
443,26,1,240,180
444,26,1,256,92
445,26,1,256,132
446,26,1,264,172
447,26,1,268,84
448,26,1,268,128
449,26,1,272,104
450,26,1,280,80
451,26,1,284,96
452,26,1,284,160
453,26,1,292,156
454,26,1,296,164
455,26,1,296,168
456,26,1,300,156
457,26,1,308,164
458,26,1,316,20
459,26,1,320,40
460,26,1,320,168
461,26,1,324,40
462,26,1,328,156
463,26,1,332,72
464,26,1,336,16
465,26,1,336,112
466,27,1,206,91
467,27,1,274,107
468,27,1,290,151
469,27,1,322,175
470,28,1,247,117
471,28,1,251,33
472,28,1,259,17
473,28,1,259,101
474,28,1,271,73
475,28,1,275,17
476,28,1,283,113
477,28,1,283,121
478,28,1,287,137
479,28,1,287,173
480,28,1,291,65
481,28,1,295,169
482,28,1,299,117
483,28,1,299,177
484,28,1,303,29
485,28,1,303,101
486,28,1,303,129
487,28,1,315,141
488,28,1,319,113
489,28,1,319,161
490,28,1,327,1
491,28,1,331,85
492,29,1,272,121
493,29,1,300,93
494,29,1,324,153
495,29,1,336,173
496,29,1,344,97
497,30,1,164,101
498,30,1,260,89
499,30,1,284,149
500,30,1,304,141
501,31,1,125,89
502,31,1,141,93
503,31,1,213,169
504,31,1,217,33
505,31,1,221,49
506,31,1,229,141
507,31,1,237,145
508,31,1,241,29
509,31,1,241,177
510,31,1,245,113
511,31,1,245,145
512,31,1,249,125
513,31,1,249,177
514,31,1,253,25
515,31,1,253,97
516,31,1,253,137
517,31,1,257,25
518,31,1,261,101
519,31,1,261,129
520,31,1,261,149
521,31,1,265,45
522,31,1,269,17
523,31,1,269,85
524,31,1,269,177
525,31,1,277,157
526,31,1,281,117
527,31,1,285,173
528,31,1,289,89
529,31,1,289,93
530,31,1,289,125
531,31,1,289,149
532,31,1,293,117
533,31,1,293,161
534,31,1,297,41
535,31,1,297,133
536,31,1,297,181
537,31,1,305,77
538,31,1,305,113
539,31,1,305,141
540,31,1,309,73
541,31,1,309,181
542,31,1,313,21
543,31,1,313,129
544,31,1,313,149
545,31,1,317,21
546,31,1,317,193
547,31,1,325,29
548,31,1,333,125
549,31,1,345,97
550,31,1,353,25
551,33,1,239,85
552,33,1,247,101
553,33,1,279,93
554,33,1,307,157
555,33,1,339,149
556,33,1,343,13
557,34,1,201,98
558,34,1,213,166
559,34,1,217,118
560,34,1,249,94
561,34,1,293,190
562,34,1,297,162
563,34,1,305,22
564,34,1,309,10
565,34,1,309,146
566,34,1,321,58
567,34,1,321,202
568,34,1,353,38
569,35,1,238,98
570,35,1,254,94
571,35,1,298,98
572,35,1,318,146
573,36,1,128,92
574,36,1,156,88
575,36,1,204,104
576,36,1,216,172
577,36,1,224,164
578,36,1,228,128
579,36,1,228,180
580,36,1,232,120
581,36,1,244,96
582,36,1,248,64
583,36,1,256,28
584,36,1,276,176
585,36,1,280,136
586,36,1,284,96
587,36,1,288,100
588,36,1,288,152
589,36,1,292,84
590,36,1,292,104
591,36,1,300,80
592,36,1,308,144
593,36,1,312,36
594,36,1,312,128
595,36,1,316,100
596,36,1,316,112
597,36,1,324,160
598,36,1,332,160
599,36,1,332,176
600,36,1,332,184
601,36,1,336,100
602,36,1,352,44
603,37,1,155,119
604,37,1,167,95
605,37,1,199,99
606,37,1,199,123
607,37,1,211,91
608,37,1,211,175
609,37,1,223,7
610,37,1,227,15
611,37,1,227,111
612,37,1,227,115
613,37,1,239,3
614,37,1,239,95
615,37,1,255,91
616,37,1,259,151
617,37,1,263,39
618,37,1,283,11
619,37,1,283,147
620,37,1,287,175
621,37,1,291,123
622,37,1,291,155
623,37,1,291,191
624,37,1,295,195
625,37,1,299,95
626,37,1,303,143
627,37,1,307,47
628,37,1,311,87
629,37,1,315,39
630,37,1,319,7
631,37,1,319,31
632,37,1,319,103
633,37,1,327,171
634,37,1,327,179
635,37,1,331,71
636,37,1,335,47
637,37,1,347,39
638,38,1,170,102
639,38,1,222,78
640,38,1,242,114
641,38,1,242,170
642,38,1,262,86
643,38,1,266,94
644,38,1,286,90
645,38,1,310,114
646,38,1,326,42
647,39,1,149,83
648,39,1,161,83
649,39,1,169,111
650,39,1,173,95
651,39,1,185,95
652,39,1,213,91
653,39,1,217,95
654,39,1,225,23
655,39,1,233,167
656,39,1,237,175
657,39,1,241,7
658,39,1,245,87
659,39,1,249,103
660,39,1,253,107
661,39,1,257,83
662,39,1,265,35
663,39,1,265,87
664,39,1,289,83
665,39,1,289,175
666,39,1,301,27
667,39,1,301,79
668,39,1,305,103
669,39,1,309,47
670,39,1,309,83
671,39,1,317,155
672,39,1,329,31
673,39,1,333,107
674,40,1,164,103
675,40,1,196,103
676,40,1,196,115
677,40,1,212,91
678,40,1,216,87
679,40,1,228,15
680,40,1,232,79
681,40,1,236,95
682,40,1,252,23
683,40,1,256,83
684,40,1,264,35
685,40,1,272,111
686,40,1,280,23
687,40,1,288,119
688,40,1,288,163
689,40,1,296,179
690,40,1,300,27
691,40,1,300,79
692,40,1,304,103
693,40,1,312,115
694,41,1,221,47
695,41,1,245,75
696,41,1,277,23
697,41,1,281,91
698,41,1,293,147
699,41,1,309,123
700,41,1,309,179
701,41,1,309,183
702,41,1,313,99
703,41,1,321,203
704,41,1,333,11
705,41,1,337,171
706,42,1,122,119
707,42,1,150,235
708,42,1,186,131
709,42,1,194,71
710,42,1,194,75
711,42,1,210,63
712,42,1,222,147
713,42,1,226,51
714,42,1,242,171
715,42,1,262,127
716,42,1,270,67
717,42,1,274,111
718,42,1,278,23
719,42,1,290,91
720,42,1,294,151
721,42,1,298,99
722,42,1,298,139
723,42,1,318,27
724,42,1,326,23
725,42,1,366,15
726,43,1,163,104
727,43,1,243,172
728,43,1,327,88
729,44,1,240,14
730,44,1,264,82
731,45,1,164,103
732,45,1,228,111
733,45,1,232,95
734,45,1,256,171
735,45,1,284,19
736,45,1,316,23
737,46,1,151,84
738,46,1,227,112
739,46,1,251,176
740,46,1,255,176
741,46,1,271,180
742,46,1,311,144
743,47,1,258,112
744,47,1,302,148
745,47,1,306,20
746,47,1,322,36
747,47,1,326,16
748,48,1,223,47
749,48,1,247,183
750,48,1,319,39
751,49,1,153,96
752,49,1,197,100
753,49,1,213,168
754,49,1,217,120
755,49,1,225,124
756,49,1,229,24
757,49,1,245,176
758,49,1,253,136
759,49,1,261,108
760,49,1,277,156
761,49,1,281,60
762,49,1,289,16
763,49,1,289,148
764,49,1,301,144
765,49,1,305,104
766,49,1,309,124
767,49,1,309,144
768,49,1,333,108
769,50,1,149,96
770,50,1,197,100
771,50,1,225,112
772,50,1,229,180
773,50,1,249,176
774,50,1,253,132
775,50,1,253,136
776,50,1,257,132
777,50,1,265,104
778,50,1,269,164
779,50,1,273,28
780,50,1,273,104
781,50,1,281,116
782,50,1,285,84
783,50,1,285,172
784,50,1,289,28
785,50,1,289,92
786,50,1,297,40
787,50,1,297,124
788,50,1,297,140
789,50,1,301,20
790,50,1,301,144
791,50,1,301,148
792,50,1,301,164
793,50,1,309,124
794,50,1,321,148
795,50,1,329,16
796,50,1,329,152
797,50,1,333,108
798,50,1,333,172
799,50,1,337,32
800,50,1,353,24
801,52,1,140,88
802,52,1,152,96
803,52,1,216,120
804,52,1,228,180
805,52,1,236,184
806,52,1,240,92
807,52,1,268,180
808,52,1,288,16
809,53,1,126,88
810,53,1,154,84
811,53,1,198,100
812,53,1,214,108
813,53,1,214,184
814,53,1,226,124
815,53,1,226,176
816,53,1,230,112
817,53,1,230,116
818,53,1,234,84
819,53,1,234,100
820,53,1,242,92
821,53,1,242,104
822,53,1,246,60
823,53,1,254,24
824,53,1,258,148
825,53,1,270,104
826,53,1,274,168
827,53,1,274,172
828,53,1,282,32
829,53,1,282,116
830,53,1,286,148
831,53,1,302,128
832,53,1,306,84
833,53,1,306,120
834,53,1,310,144
835,53,1,310,156
836,53,1,314,28
837,53,1,318,172
838,53,1,322,84
839,53,1,322,156
840,53,1,326,140
841,53,1,326,148
842,53,1,330,156
843,53,1,330,164
844,53,1,334,96
845,53,1,350,12
846,53,1,350,40
847,53,1,354,24
848,53,1,354,40
849,53,1,358,40
850,53,1,362,40
851,54,1,170,88
852,54,1,178,96
853,54,1,270,168
854,54,1,318,152
855,54,1,342,20
856,55,1,263,172
857,55,1,303,176
858,56,1,200,99
859,56,1,204,115
860,56,1,216,95
861,56,1,216,119
862,56,1,224,87
863,56,1,228,111
864,56,1,236,183
865,56,1,240,123
866,56,1,240,179
867,56,1,260,179
868,56,1,264,171
869,56,1,272,27
870,56,1,272,143
871,56,1,272,155
872,56,1,276,123
873,56,1,296,159
874,56,1,300,79
875,56,1,304,103
876,56,1,308,139
877,56,1,308,163
878,56,1,316,23
879,56,1,316,139
880,56,1,316,183
881,56,1,320,99
882,56,1,328,155
883,56,1,332,31
884,56,1,336,135
885,57,1,262,166
886,57,1,290,14
887,57,1,298,22
888,57,1,346,42
889,58,1,239,178
890,58,1,259,42
891,58,1,283,62
892,58,1,291,90
893,58,1,299,98
894,58,1,315,154
895,58,1,319,170
896,58,1,327,10
897,58,1,327,42
898,58,1,335,82
899,58,1,343,22
900,59,1,227,112
901,59,1,311,80
902,59,1,319,140
903,60,1,160,109
904,60,1,256,89
905,60,1,260,45
906,60,1,260,89
907,60,1,272,121
908,60,1,292,33
909,60,1,308,49
910,60,1,308,105
911,60,1,308,149
912,60,1,312,21
913,60,1,312,145
914,60,1,332,33
915,61,1,165,107
916,61,1,193,79
917,61,1,193,87
918,61,1,193,115
919,61,1,205,115
920,61,1,213,91
921,61,1,217,119
922,61,1,225,51
923,61,1,225,87
924,61,1,233,115
925,61,1,245,79
926,61,1,245,131
927,61,1,257,131
928,61,1,265,23
929,61,1,265,47
930,61,1,265,87
931,61,1,269,15
932,61,1,273,95
933,61,1,281,27
934,61,1,285,111
935,61,1,293,47
936,61,1,301,95
937,61,1,301,163
938,61,1,305,31
939,61,1,309,95
940,61,1,309,139
941,61,1,309,179
942,61,1,317,15
943,61,1,317,31
944,61,1,317,139
945,61,1,321,19
946,61,1,321,203
947,61,1,325,135
948,62,1,141,93
949,62,1,165,105
950,62,1,217,33
951,62,1,229,17
952,62,1,261,29
953,62,1,265,45
954,62,1,269,85
955,62,1,269,169
956,62,1,281,81
957,62,1,293,105
958,62,1,305,77
959,62,1,309,113
960,62,1,313,21
961,62,1,329,89
962,63,1,208,185
963,63,1,216,93
964,63,1,220,85
965,63,1,240,25
966,63,1,256,45
967,63,1,264,41
968,63,1,268,181
969,63,1,304,181
970,63,1,308,153
971,63,1,312,81
972,63,1,312,145
973,63,1,344,45
974,63,1,352,25
975,64,1,140,92
976,64,1,148,100
977,64,1,152,84
978,64,1,196,100
979,64,1,212,64
980,64,1,228,16
981,64,1,228,112
982,64,1,228,164
983,64,1,232,96
984,64,1,236,168
985,64,1,240,92
986,64,1,252,24
987,64,1,256,24
988,64,1,268,68
989,64,1,268,84
990,64,1,276,156
991,64,1,280,60
992,64,1,284,96
993,64,1,296,64
994,64,1,300,164
995,64,1,304,140
996,64,1,308,20
997,64,1,308,48
998,64,1,308,80
999,64,1,308,184
1000,64,1,312,144
1001,64,1,320,60
1002,64,1,324,40
1003,64,1,324,148
1004,64,1,340,108
1005,65,1,149,105
1006,65,1,257,177
1007,65,1,277,141
1008,65,1,285,25
1009,65,1,285,161
1010,65,1,305,57
1011,65,1,337,57
1012,65,1,345,37
1013,66,1,142,97
1014,66,1,162,101
1015,66,1,282,85
1016,66,1,290,57
1017,66,1,294,105
1018,67,1,210,111
1019,67,1,218,87
1020,67,1,218,91
1021,67,1,322,39
1022,68,1,236,178
1023,68,1,244,78
1024,68,1,260,86
1025,68,1,260,102
1026,68,1,296,102
1027,69,1,146,86
1028,69,1,150,122
1029,69,1,190,102
1030,69,1,202,110
1031,69,1,210,170
1032,69,1,218,82
1033,69,1,230,106
1034,69,1,258,46
1035,69,1,262,162
1036,69,1,282,146
1037,69,1,310,82
1038,69,1,310,94
1039,69,1,330,142
1040,71,1,160,95
1041,71,1,204,115
1042,71,1,232,79
1043,71,1,240,7
1044,71,1,256,91
1045,71,1,268,83
1046,71,1,276,39
1047,71,1,292,83
1048,71,1,292,107
1049,71,1,300,95
1050,71,1,304,103
1051,71,1,316,87
1052,71,1,320,99
1053,71,1,328,155
1054,71,1,352,19
1055,72,1,214,168
1056,72,1,226,112
1057,72,1,254,172
1058,72,1,262,84
1059,72,1,266,96
1060,72,1,270,164
1061,72,1,274,168
1062,72,1,278,128
1063,72,1,282,20
1064,72,1,286,144
1065,72,1,290,92
1066,72,1,330,176
1067,73,1,201,169
1068,73,1,209,141
1069,73,1,221,49
1070,73,1,221,169
1071,73,1,233,165
1072,73,1,237,153
1073,73,1,237,193
1074,73,1,245,185
1075,73,1,249,125
1076,73,1,297,133
1077,73,1,301,185
1078,73,1,313,21
1079,73,1,313,153
1080,74,1,161,83
1081,74,1,169,87
1082,74,1,173,95
1083,74,1,241,171
1084,74,1,269,15
1085,74,1,285,155
1086,74,1,289,187
1087,74,1,297,23
1088,74,1,349,27
1089,75,1,136,77
1090,75,1,168,77
1091,75,1,204,81
1092,75,1,232,13
1093,75,1,236,177
1094,75,1,268,25
1095,75,1,284,1
1096,75,1,292,1
1097,75,1,300,81
1098,75,1,304,9
1099,75,1,304,13
1100,75,1,308,69
1101,75,1,320,49
1102,75,1,324,145
1103,75,1,336,5
1104,75,1,336,37
1105,75,1,340,141
1106,75,1,352,13
1107,76,1,164,105
1108,76,1,196,113
1109,76,1,240,113
1110,76,1,252,105
1111,76,1,280,25
1112,76,1,288,29
1113,76,1,304,141
1114,76,1,308,49
1115,76,1,308,105
1116,76,1,312,85
1117,76,1,316,69
1118,76,1,320,61
1119,76,1,324,17
1120,76,1,332,13
1121,76,1,340,13
1122,76,1,344,97
1123,78,1,144,92
1124,78,1,196,116
1125,78,1,200,128
1126,78,1,224,124
1127,78,1,228,112
1128,78,1,232,24
1129,78,1,232,96
1130,78,1,236,184
1131,78,1,240,4
1132,78,1,240,8
1133,78,1,244,88
1134,78,1,256,132
1135,78,1,260,180
1136,78,1,264,36
1137,78,1,264,172
1138,78,1,268,84
1139,78,1,268,128
1140,78,1,272,104
1141,78,1,276,124
1142,78,1,288,132
1143,78,1,296,80
1144,78,1,296,164
1145,78,1,304,24
1146,78,1,304,80
1147,78,1,304,140
1148,78,1,304,144
1149,78,1,304,148
1150,78,1,308,80
1151,78,1,308,124
1152,78,1,312,152
1153,78,1,312,156
1154,78,1,316,20
1155,78,1,316,140
1156,78,1,316,184
1157,78,1,320,60
1158,78,1,320,100
1159,78,1,320,204
1160,78,1,324,16
1161,78,1,332,16
1162,78,1,332,104
1163,78,1,336,120
1164,78,1,336,136
1165,78,1,340,132
1166,78,1,340,136
1167,79,1,320,61
1168,79,1,328,181
1169,79,1,340,129
1170,80,1,225,87
1171,80,1,241,171
1172,80,1,297,99
1173,80,1,301,95
1174,81,1,219,166
1175,81,1,263,146
1176,81,1,263,166
1177,81,1,267,162
1178,81,1,287,90
1179,81,1,295,102
1180,81,1,299,26
1181,81,1,315,122
1182,81,1,315,126
1183,81,1,319,30
1184,81,1,319,98
1185,81,1,351,38
1186,81,1,355,38
1187,81,1,359,42
1188,82,1,143,95
1189,82,1,159,111
1190,82,1,195,103
1191,82,1,207,59
1192,82,1,227,15
1193,82,1,239,95
1194,82,1,275,131
1195,82,1,283,83
1196,82,1,283,159
1197,82,1,307,47
1198,82,1,319,59
1199,82,1,331,71
1200,83,1,145,88
1201,83,1,173,96
1202,83,1,189,84
1203,83,1,213,168
1204,83,1,221,84
1205,83,1,225,52
1206,83,1,225,88
1207,83,1,245,132
1208,83,1,253,136
1209,83,1,257,132
1210,83,1,261,84
1211,83,1,269,16
1212,83,1,273,28
1213,83,1,273,96
1214,83,1,277,12
1215,83,1,277,124
1216,83,1,281,116
1217,83,1,285,84
1218,83,1,285,172
1219,83,1,289,28
1220,83,1,289,56
1221,83,1,297,40
1222,83,1,297,100
1223,83,1,297,112
1224,83,1,297,176
1225,83,1,301,96
1226,83,1,301,140
1227,83,1,301,144
1228,83,1,301,148
1229,83,1,301,152
1230,83,1,301,164
1231,83,1,309,48
1232,83,1,309,96
1233,83,1,309,140
1234,83,1,313,84
1235,83,1,313,148
1236,83,1,317,16
1237,83,1,317,20
1238,83,1,317,140
1239,83,1,325,28
1240,83,1,325,148
1241,83,1,325,156
1242,83,1,329,12
1243,83,1,333,108
1244,83,1,337,124
1245,83,1,353,24
1246,84,1,199,99
1247,84,1,199,119
1248,84,1,199,171
1249,84,1,203,119
1250,84,1,207,119
1251,84,1,263,87
1252,84,1,263,183
1253,84,1,279,23
1254,84,1,279,159
1255,84,1,291,119
1256,84,1,303,27
1257,84,1,311,95
1258,84,1,319,167
1259,84,1,331,91
1260,85,1,189,98
1261,85,1,189,102
1262,85,1,225,114
1263,85,1,245,62
1264,85,1,261,102
1265,85,1,261,122
1266,85,1,269,22
1267,85,1,273,122
1268,85,1,281,46
1269,85,1,281,158
1270,85,1,281,174
1271,85,1,289,30
1272,85,1,289,46
1273,85,1,293,46
1274,85,1,293,62
1275,85,1,301,46
1276,85,1,301,110
1277,85,1,305,30
1278,85,1,305,122
1279,85,1,313,134
1280,85,1,317,138
1281,85,1,325,18
1282,85,1,329,90
1283,85,1,337,14
1284,85,1,337,174
1285,85,1,345,46
1286,85,1,345,98
1287,86,1,145,88
1288,86,1,245,100
1289,86,1,261,44
1290,86,1,265,32
1291,86,1,265,36
1292,86,1,269,32
1293,86,1,273,104
1294,86,1,289,148
1295,86,1,297,28
1296,86,1,309,124
1297,86,1,313,96
1298,86,1,313,148
1299,86,1,317,16
1300,86,1,317,108
1301,86,1,317,140
1302,87,1,231,85
1303,87,1,239,73
1304,87,1,239,105
1305,87,1,239,121
1306,87,1,251,105
1307,87,1,255,89
1308,87,1,259,85
1309,87,1,263,33
1310,87,1,267,97
1311,87,1,287,141
1312,87,1,287,173
1313,87,1,291,189
1314,87,1,295,113
1315,87,1,307,89
1316,87,1,315,17
1317,87,1,315,29
1318,87,1,319,25
1319,87,1,335,17
1320,87,1,335,33
1321,87,1,339,129
1322,87,1,339,133
1323,87,1,343,21
1324,88,1,233,116
1325,88,1,237,136
1326,88,1,265,192
1327,88,1,297,132
1328,88,1,317,160
1329,89,1,171,89
1330,89,1,215,97
1331,89,1,219,89
1332,89,1,231,101
1333,89,1,235,105
1334,89,1,239,105
1335,89,1,239,177
1336,89,1,239,181
1337,89,1,243,61
1338,89,1,255,157
1339,89,1,259,49
1340,89,1,263,145
1341,89,1,263,165
1342,89,1,275,1
1343,89,1,283,13
1344,89,1,283,61
1345,89,1,283,97
1346,89,1,287,81
1347,89,1,291,13
1348,89,1,291,105
1349,89,1,295,137
1350,89,1,295,145
1351,89,1,303,77
1352,89,1,303,121
1353,89,1,307,101
1354,89,1,311,97
1355,89,1,311,109
1356,89,1,323,93
1357,89,1,327,9
1358,89,1,327,41
1359,89,1,327,157
1360,89,1,335,17
