,kernel,layer,x,y
298,25,1,202,99
299,25,1,202,115
300,25,1,210,183
301,25,1,214,87
302,25,1,214,107
303,25,1,222,3
304,25,1,222,47
305,25,1,222,115
306,25,1,226,99
307,25,1,234,19
308,25,1,238,95
309,25,1,238,103
310,25,1,242,59
311,25,1,246,91
312,25,1,246,131
313,25,1,258,115
314,25,1,262,147
315,25,1,270,187
316,25,1,274,59
317,25,1,274,111
318,25,1,274,131
319,25,1,286,79
320,25,1,286,155
321,25,1,286,175
322,25,1,290,143
323,25,1,290,151
324,25,1,294,199
325,25,1,302,19
326,25,1,306,7
327,25,1,306,87
328,25,1,310,87
329,25,1,310,99
330,25,1,310,143
331,25,1,310,151
332,25,1,310,171
333,25,1,314,123
334,25,1,314,187
335,25,1,314,191
336,25,1,318,39
337,25,1,318,91
338,25,1,318,171
339,25,1,318,207
340,25,1,322,79
341,25,1,322,175
342,25,1,326,175
343,25,1,346,39
344,25,1,346,43
345,25,1,354,23
346,26,1,148,96
347,26,1,148,132
348,26,1,192,100
349,26,1,200,124
350,26,1,200,172
351,26,1,208,80
352,26,1,216,32
353,26,1,216,120
354,26,1,220,156
355,26,1,224,12
356,26,1,232,96
357,26,1,236,8
358,26,1,236,160
359,26,1,252,156
360,26,1,260,76
361,26,1,264,32
362,26,1,276,124
363,26,1,292,124
364,26,1,296,168
365,26,1,304,152
366,26,1,308,44
367,26,1,316,140
368,26,1,320,44
369,26,1,328,20
370,26,1,328,156
371,26,1,332,96
372,26,1,336,80
373,26,1,340,140
374,26,1,344,156
375,27,1,294,75
376,27,1,334,175
377,28,1,151,89
378,28,1,255,1
379,28,1,267,33
380,28,1,291,97
381,28,1,291,101
382,28,1,291,109
383,28,1,295,77
384,28,1,295,133
385,28,1,303,189
386,28,1,311,1
387,28,1,319,1
388,28,1,319,25
389,28,1,319,113
390,28,1,319,161
391,29,1,144,89
392,29,1,212,169
393,29,1,244,145
394,29,1,264,173
395,29,1,268,33
396,29,1,300,145
397,29,1,308,181
398,29,1,316,137
399,29,1,340,1
400,30,1,260,137
401,30,1,264,117
402,30,1,264,197
403,30,1,304,21
404,30,1,324,45
405,30,1,328,37
406,31,1,141,97
407,31,1,161,101
408,31,1,181,105
409,31,1,205,109
410,31,1,205,129
411,31,1,205,185
412,31,1,209,81
413,31,1,209,189
414,31,1,213,169
415,31,1,217,157
416,31,1,221,77
417,31,1,225,13
418,31,1,225,113
419,31,1,229,37
420,31,1,233,21
421,31,1,241,33
422,31,1,241,101
423,31,1,245,33
424,31,1,245,113
425,31,1,245,145
426,31,1,249,177
427,31,1,253,137
428,31,1,253,173
429,31,1,257,169
430,31,1,261,181
431,31,1,265,165
432,31,1,269,13
433,31,1,285,113
434,31,1,285,173
435,31,1,289,125
436,31,1,293,141
437,31,1,293,193
438,31,1,297,77
439,31,1,297,173
440,31,1,297,189
441,31,1,305,17
442,31,1,305,113
443,31,1,309,113
444,31,1,309,121
445,31,1,309,181
446,31,1,317,13
447,31,1,317,25
448,31,1,321,101
449,31,1,325,13
450,31,1,329,177
451,31,1,333,13
452,31,1,333,125
453,31,1,353,37
454,31,1,369,9
455,32,1,321,78
456,32,1,341,10
457,33,1,147,81
458,33,1,255,81
459,33,1,271,181
460,33,1,291,25
461,33,1,303,169
462,34,1,245,74
463,34,1,269,178
464,34,1,277,126
465,34,1,285,6
466,34,1,305,18
467,34,1,309,26
468,34,1,309,178
469,34,1,325,130
470,34,1,333,66
471,34,1,337,10
472,34,1,345,42
473,35,1,258,82
474,35,1,258,90
475,35,1,262,170
476,35,1,282,98
477,35,1,290,102
478,35,1,314,142
479,35,1,318,14
480,36,1,148,104
481,36,1,152,84
482,36,1,164,104
483,36,1,196,104
484,36,1,204,136
485,36,1,224,96
486,36,1,228,16
487,36,1,228,52
488,36,1,228,100
489,36,1,244,92
490,36,1,248,80
491,36,1,256,136
492,36,1,268,152
493,36,1,288,84
494,36,1,288,112
495,36,1,308,104
496,36,1,308,144
497,36,1,312,32
498,36,1,312,80
499,36,1,312,152
500,36,1,312,184
501,36,1,316,36
502,36,1,316,88
503,36,1,316,104
504,36,1,320,40
505,36,1,324,172
506,36,1,328,52
507,36,1,332,176
508,37,1,155,91
509,37,1,207,199
510,37,1,227,115
511,37,1,227,123
512,37,1,231,95
513,37,1,235,155
514,37,1,239,175
515,37,1,263,79
516,37,1,275,131
517,37,1,275,167
518,37,1,283,59
519,37,1,299,203
520,37,1,303,167
521,37,1,307,43
522,37,1,307,79
523,37,1,307,179
524,37,1,311,43
525,37,1,311,107
526,37,1,315,35
527,37,1,315,135
528,37,1,327,7
529,37,1,327,19
530,37,1,327,127
531,37,1,331,95
532,37,1,335,27
533,37,1,339,127
534,37,1,339,135
535,37,1,339,139
536,37,1,343,15
537,37,1,351,23
538,37,1,355,19
539,38,1,274,166
540,38,1,282,126
541,38,1,282,154
542,38,1,294,10
543,39,1,133,71
544,39,1,137,87
545,39,1,205,87
546,39,1,205,91
547,39,1,225,87
548,39,1,233,23
549,39,1,261,167
550,39,1,277,91
551,39,1,281,135
552,39,1,289,27
553,39,1,293,75
554,39,1,297,23
555,39,1,329,103
556,39,1,341,151
557,39,1,349,43
558,40,1,128,67
559,40,1,168,87
560,40,1,172,95
561,40,1,192,111
562,40,1,228,19
563,40,1,232,79
564,40,1,252,155
565,40,1,256,139
566,40,1,264,171
567,40,1,268,127
568,40,1,288,143
569,40,1,292,75
570,40,1,304,23
571,40,1,304,183
572,40,1,312,95
573,40,1,320,59
574,40,1,328,39
575,40,1,328,103
576,40,1,328,139
577,40,1,344,155
578,40,1,368,11
579,41,1,253,99
580,41,1,285,95
581,41,1,289,131
582,41,1,309,87
583,41,1,313,131
584,41,1,317,199
585,41,1,321,179
586,41,1,325,159
587,41,1,345,11
588,41,1,345,15
589,41,1,353,19
590,42,1,134,71
591,42,1,138,295
592,42,1,142,67
593,42,1,150,83
594,42,1,150,127
595,42,1,154,119
596,42,1,162,127
597,42,1,234,151
598,42,1,238,175
599,42,1,242,59
600,42,1,242,179
601,42,1,254,99
602,42,1,258,11
603,42,1,262,27
604,42,1,262,167
605,42,1,270,187
606,42,1,282,95
607,42,1,290,131
608,42,1,306,179
609,42,1,318,15
610,42,1,322,103
611,42,1,358,127
612,43,1,239,92
613,43,1,299,128
614,43,1,303,4
615,43,1,303,120
616,43,1,307,120
617,43,1,327,40
618,43,1,335,80
619,44,1,244,78
620,44,1,284,82
621,44,1,300,10
622,44,1,316,94
623,44,1,336,174
624,45,1,148,95
625,45,1,220,79
626,45,1,244,91
627,45,1,252,91
628,45,1,260,43
629,45,1,260,167
630,45,1,276,115
631,45,1,292,75
632,45,1,292,79
633,45,1,296,139
634,45,1,308,15
635,45,1,324,135
636,45,1,336,91
637,45,1,344,43
638,46,1,215,84
639,46,1,231,100
640,46,1,239,100
641,46,1,255,132
642,46,1,307,148
643,47,1,298,60
644,47,1,306,152
645,47,1,334,52
646,47,1,346,40
647,48,1,211,171
648,48,1,219,163
649,48,1,223,47
650,48,1,231,23
651,48,1,247,167
652,48,1,263,79
653,48,1,291,155
654,48,1,295,167
655,48,1,335,47
656,48,1,347,119
657,49,1,121,88
658,49,1,145,100
659,49,1,153,84
660,49,1,193,100
661,49,1,229,84
662,49,1,229,112
663,49,1,253,136
664,49,1,269,104
665,49,1,297,28
666,49,1,297,132
667,49,1,301,148
668,49,1,305,76
669,49,1,313,128
670,49,1,317,40
671,49,1,341,12
672,50,1,121,88
673,50,1,145,100
674,50,1,153,100
675,50,1,161,100
676,50,1,209,80
677,50,1,217,84
678,50,1,221,76
679,50,1,249,84
680,50,1,253,88
681,50,1,257,112
682,50,1,261,168
683,50,1,261,180
684,50,1,265,96
685,50,1,269,12
686,50,1,277,24
687,50,1,285,84
688,50,1,285,96
689,50,1,285,152
690,50,1,293,140
691,50,1,293,148
692,50,1,297,28
693,50,1,297,132
694,50,1,297,168
695,50,1,301,144
696,50,1,305,156
697,50,1,309,164
698,50,1,313,128
699,50,1,313,188
700,50,1,325,12
701,50,1,329,96
702,50,1,329,156
703,50,1,333,124
704,50,1,333,172
705,50,1,341,44
706,50,1,345,96
707,50,1,357,40
708,51,1,238,92
709,52,1,200,172
710,52,1,216,120
711,52,1,232,96
712,52,1,264,160
713,52,1,292,12
714,52,1,292,160
715,52,1,324,88
716,52,1,344,44
717,52,1,368,12
718,53,1,162,100
719,53,1,194,100
720,53,1,210,80
721,53,1,218,120
722,53,1,226,48
723,53,1,226,124
724,53,1,234,100
725,53,1,242,100
726,53,1,246,76
727,53,1,254,132
728,53,1,258,132
729,53,1,266,148
730,53,1,274,188
731,53,1,282,124
732,53,1,286,60
733,53,1,286,80
734,53,1,286,108
735,53,1,298,140
736,53,1,298,148
737,53,1,306,28
738,53,1,306,140
739,53,1,310,148
740,53,1,314,100
741,53,1,318,172
742,53,1,322,36
743,53,1,322,168
744,53,1,326,96
745,53,1,330,164
746,53,1,330,172
747,53,1,342,132
748,53,1,346,164
749,54,1,230,100
750,54,1,306,100
751,55,1,263,40
752,55,1,271,172
753,55,1,283,76
754,55,1,283,148
755,55,1,339,168
756,56,1,136,83
757,56,1,200,123
758,56,1,200,171
759,56,1,216,119
760,56,1,228,99
761,56,1,232,95
762,56,1,248,23
763,56,1,272,95
764,56,1,276,123
765,56,1,276,131
766,56,1,280,159
767,56,1,296,147
768,56,1,304,27
769,56,1,308,139
770,56,1,308,179
771,56,1,312,123
772,56,1,316,67
773,56,1,324,147
774,56,1,328,151
775,56,1,336,79
776,56,1,368,39
777,56,1,372,39
778,57,1,210,182
779,57,1,238,6
780,57,1,270,102
781,57,1,298,26
782,57,1,302,106
783,57,1,310,98
784,57,1,314,94
785,57,1,318,90
786,57,1,354,22
787,58,1,155,86
788,58,1,223,186
789,58,1,279,90
790,58,1,311,86
791,58,1,311,98
792,58,1,335,30
793,58,1,347,38
794,58,1,355,22
795,59,1,259,168
796,59,1,287,144
797,59,1,299,140
798,60,1,192,101
799,60,1,244,77
800,60,1,304,141
801,60,1,308,105
802,60,1,308,181
803,60,1,312,101
804,60,1,320,101
805,60,1,324,153
806,60,1,344,45
807,60,1,356,41
808,61,1,121,87
809,61,1,137,87
810,61,1,149,95
811,61,1,153,123
812,61,1,193,103
813,61,1,201,171
814,61,1,209,187
815,61,1,225,87
816,61,1,225,159
817,61,1,229,151
818,61,1,245,131
819,61,1,245,147
820,61,1,257,163
821,61,1,261,143
822,61,1,265,103
823,61,1,265,183
824,61,1,273,27
825,61,1,273,95
826,61,1,277,123
827,61,1,281,159
828,61,1,289,27
829,61,1,297,27
830,61,1,297,39
831,61,1,297,143
832,61,1,297,171
833,61,1,301,139
834,61,1,301,151
835,61,1,305,139
836,61,1,305,179
837,61,1,309,123
838,61,1,309,163
839,61,1,317,11
840,61,1,317,39
841,61,1,317,195
842,61,1,321,31
843,61,1,329,103
844,61,1,329,179
845,61,1,333,11
846,61,1,333,107
847,61,1,369,11
848,62,1,177,89
849,62,1,217,33
850,62,1,225,13
851,62,1,225,97
852,62,1,253,157
853,62,1,257,73
854,62,1,261,77
855,62,1,277,117
856,62,1,281,121
857,62,1,285,97
858,62,1,289,101
859,62,1,305,109
860,62,1,309,45
861,62,1,309,105
862,62,1,313,101
863,62,1,333,13
864,62,1,345,137
865,63,1,220,77
866,63,1,236,93
867,63,1,268,13
868,63,1,268,41
869,63,1,304,121
870,63,1,304,189
871,63,1,312,149
872,63,1,316,33
873,63,1,324,25
874,63,1,328,9
875,63,1,356,41
876,64,1,124,88
877,64,1,136,72
878,64,1,144,88
879,64,1,192,100
880,64,1,208,80
881,64,1,208,88
882,64,1,208,112
883,64,1,216,32
884,64,1,220,76
885,64,1,224,12
886,64,1,224,96
887,64,1,244,76
888,64,1,252,96
889,64,1,252,132
890,64,1,256,132
891,64,1,264,32
892,64,1,268,128
893,64,1,276,132
894,64,1,284,24
895,64,1,284,136
896,64,1,284,148
897,64,1,288,132
898,64,1,296,28
899,64,1,296,76
900,64,1,300,144
901,64,1,304,140
902,64,1,308,44
903,64,1,308,104
904,64,1,308,148
905,64,1,312,100
906,64,1,316,44
907,64,1,332,36
908,64,1,336,36
909,64,1,336,88
910,64,1,336,92
911,65,1,145,105
912,65,1,277,165
913,65,1,285,121
914,65,1,305,109
915,65,1,337,21
916,66,1,286,141
917,67,1,238,83
918,68,1,140,102
919,68,1,144,94
920,68,1,204,110
921,68,1,208,174
922,68,1,256,170
923,68,1,304,146
924,68,1,332,90
925,68,1,336,30
926,68,1,344,38
927,69,1,218,178
928,69,1,226,194
929,69,1,258,186
930,69,1,270,134
931,69,1,286,110
932,69,1,286,126
933,69,1,298,126
934,69,1,298,182
935,69,1,306,118
936,69,1,306,178
937,69,1,330,90
938,69,1,338,30
939,70,1,229,111
940,70,1,285,43
941,70,1,305,19
942,70,1,305,27
943,70,1,305,179
944,70,1,341,11
945,71,1,144,83
946,71,1,148,95
947,71,1,256,179
948,71,1,296,79
949,71,1,304,75
950,71,1,340,35
951,72,1,214,168
952,72,1,258,168
953,72,1,266,96
954,72,1,306,16
955,72,1,330,16
956,72,1,330,176
957,72,1,334,92
958,73,1,169,117
959,73,1,205,129
960,73,1,213,169
961,73,1,217,157
962,73,1,233,165
963,73,1,237,161
964,73,1,237,185
965,73,1,241,181
966,73,1,249,145
967,73,1,249,177
968,73,1,253,157
969,73,1,257,13
970,73,1,261,113
971,73,1,277,169
972,73,1,281,177
973,73,1,285,173
974,73,1,297,133
975,73,1,297,213
976,73,1,309,181
977,73,1,313,17
978,73,1,313,45
979,73,1,329,149
980,73,1,333,37
981,73,1,341,149
982,73,1,357,129
983,74,1,137,87
984,74,1,145,83
985,74,1,149,95
986,74,1,245,131
987,74,1,289,143
988,74,1,293,119
989,74,1,297,39
990,74,1,297,171
991,74,1,309,163
992,74,1,317,19
993,74,1,317,199
994,74,1,321,179
995,75,1,268,117
996,75,1,304,93
997,75,1,308,33
998,75,1,320,173
999,75,1,328,9
1000,75,1,332,25
1001,75,1,336,17
1002,75,1,336,69
1003,75,1,344,9
1004,75,1,356,9
1005,76,1,204,129
1006,76,1,212,169
1007,76,1,236,185
1008,76,1,244,77
1009,76,1,264,33
1010,76,1,264,173
1011,76,1,296,29
1012,76,1,300,89
1013,76,1,300,145
1014,76,1,308,105
1015,76,1,320,45
1016,76,1,320,93
1017,76,1,320,101
1018,76,1,320,205
1019,76,1,324,13
1020,76,1,336,13
1021,76,1,340,157
1022,77,1,162,101
1023,78,1,144,88
1024,78,1,144,100
1025,78,1,200,124
1026,78,1,200,172
1027,78,1,208,80
1028,78,1,208,192
1029,78,1,212,172
1030,78,1,220,76
1031,78,1,232,144
1032,78,1,236,160
1033,78,1,244,76
1034,78,1,252,96
1035,78,1,256,4
1036,78,1,260,180
1037,78,1,264,32
1038,78,1,264,184
1039,78,1,272,28
1040,78,1,276,124
1041,78,1,280,160
1042,78,1,284,148
1043,78,1,288,52
1044,78,1,288,132
1045,78,1,292,160
1046,78,1,292,192
1047,78,1,296,172
1048,78,1,300,200
1049,78,1,304,16
1050,78,1,304,100
1051,78,1,304,152
1052,78,1,312,132
1053,78,1,316,68
1054,78,1,316,72
1055,78,1,316,140
1056,78,1,320,20
1057,78,1,320,60
1058,78,1,320,88
1059,78,1,324,148
1060,78,1,328,40
1061,78,1,328,156
1062,78,1,332,12
1063,78,1,332,68
1064,78,1,336,12
1065,78,1,336,80
1066,78,1,340,144
1067,78,1,340,148
1068,78,1,340,152
1069,78,1,340,156
1070,78,1,340,160
1071,79,1,236,185
1072,79,1,264,173
1073,79,1,332,69
1074,80,1,237,91
1075,81,1,319,38
1076,81,1,327,130
1077,82,1,143,87
1078,82,1,159,95
1079,82,1,211,91
1080,82,1,219,19
1081,82,1,223,47
1082,82,1,227,115
1083,82,1,255,159
1084,82,1,263,147
1085,82,1,263,171
1086,82,1,275,87
1087,82,1,283,147
1088,82,1,287,51
1089,82,1,287,99
1090,82,1,291,147
1091,82,1,291,155
1092,82,1,307,103
1093,82,1,307,123
1094,82,1,307,179
1095,82,1,311,43
1096,82,1,319,167
1097,83,1,165,104
1098,83,1,201,116
1099,83,1,213,164
1100,83,1,213,168
1101,83,1,213,172
1102,83,1,221,80
1103,83,1,233,144
1104,83,1,233,148
1105,83,1,237,72
1106,83,1,245,132
1107,83,1,257,8
1108,83,1,257,112
1109,83,1,265,44
1110,83,1,265,96
1111,83,1,265,104
1112,83,1,269,12
1113,83,1,273,112
1114,83,1,281,160
1115,83,1,293,40
1116,83,1,297,28
1117,83,1,297,60
1118,83,1,297,176
1119,83,1,305,112
1120,83,1,305,180
1121,83,1,309,120
1122,83,1,309,144
1123,83,1,309,164
1124,83,1,317,12
1125,83,1,317,20
1126,83,1,317,40
1127,83,1,317,196
1128,83,1,317,200
1129,83,1,321,180
1130,83,1,325,12
1131,83,1,325,136
1132,83,1,329,152
1133,83,1,333,12
1134,83,1,333,108
1135,83,1,333,124
1136,83,1,341,12
1137,83,1,341,140
1138,83,1,345,96
1139,83,1,357,40
1140,84,1,199,115
1141,84,1,215,119
1142,84,1,227,99
1143,84,1,239,179
1144,84,1,243,147
1145,84,1,263,43
1146,84,1,263,95
1147,84,1,271,111
1148,84,1,279,163
1149,84,1,291,123
1150,84,1,303,75
1151,84,1,303,179
1152,84,1,307,163
1153,84,1,307,179
1154,84,1,323,135
1155,84,1,327,183
1156,85,1,173,94
1157,85,1,225,50
1158,85,1,237,98
1159,85,1,257,86
1160,85,1,257,126
1161,85,1,265,34
1162,85,1,265,86
1163,85,1,269,34
1164,85,1,273,58
1165,85,1,273,106
1166,85,1,281,22
1167,85,1,285,82
1168,85,1,289,54
1169,85,1,293,26
1170,85,1,301,110
1171,85,1,309,94
1172,85,1,313,106
1173,85,1,313,134
1174,85,1,325,154
1175,85,1,329,10
1176,85,1,337,30
1177,86,1,301,196
1178,86,1,313,188
1179,86,1,317,40
1180,86,1,325,12
1181,87,1,155,89
1182,87,1,223,5
1183,87,1,223,189
1184,87,1,231,101
1185,87,1,235,153
1186,87,1,239,105
1187,87,1,243,85
1188,87,1,243,125
1189,87,1,259,165
1190,87,1,267,177
1191,87,1,271,41
1192,87,1,271,181
1193,87,1,271,189
1194,87,1,283,45
1195,87,1,283,61
1196,87,1,287,81
1197,87,1,287,97
1198,87,1,291,105
1199,87,1,299,25
1200,87,1,299,129
1201,87,1,303,121
1202,87,1,307,121
1203,87,1,307,133
1204,87,1,311,145
1205,87,1,319,209
1206,87,1,335,37
1207,88,1,249,192
1208,88,1,265,200
1209,88,1,305,104
1210,88,1,305,128
1211,88,1,305,156
1212,89,1,215,85
1213,89,1,223,33
1214,89,1,235,189
1215,89,1,239,13
1216,89,1,251,97
1217,89,1,251,133
1218,89,1,267,37
1219,89,1,267,141
1220,89,1,283,9
1221,89,1,283,81
1222,89,1,283,109
1223,89,1,291,105
1224,89,1,295,161
1225,89,1,303,141
1226,89,1,307,13
1227,89,1,307,17
1228,89,1,307,77
1229,89,1,311,85
1230,89,1,315,37
1231,89,1,315,153
1232,89,1,319,169
1233,89,1,335,29
1234,89,1,335,93
1235,89,1,347,41
1236,89,1,355,21
1237,90,1,204,129
1238,90,1,252,101
1239,90,1,264,173
1240,90,1,284,137
1241,90,1,292,129
1242,90,1,308,105
1243,90,1,320,89
1244,90,1,320,93
1245,90,1,356,41
1246,91,1,242,83
1247,91,1,266,183
1248,91,1,270,187
1249,91,1,306,83
1250,91,1,314,167
1251,91,1,314,191
1252,92,1,137,74
1253,92,1,217,18
1254,92,1,221,94
1255,92,1,221,178
1256,92,1,225,30
1257,92,1,233,114
1258,92,1,237,6
1259,92,1,245,90
1260,92,1,245,146
1261,92,1,257,82
1262,92,1,257,86
1263,92,1,257,114
1264,92,1,265,98
1265,92,1,265,102
1266,92,1,269,34
1267,92,1,273,94
1268,92,1,273,122
1269,92,1,281,22
1270,92,1,281,106
1271,92,1,285,138
1272,92,1,289,26
1273,92,1,289,130
1274,92,1,297,38
1275,92,1,297,58
1276,92,1,301,94
1277,92,1,301,126
1278,92,1,301,138
1279,92,1,301,162
1280,92,1,309,98
1281,92,1,317,10
1282,92,1,317,38
1283,92,1,325,134
1284,92,1,325,154
1285,92,1,333,106
1286,92,1,337,174
1287,92,1,341,10
1288,92,1,345,38
1289,92,1,353,30
1290,92,1,369,10
1291,93,1,136,86
1292,93,1,140,98
1293,93,1,144,70
1294,93,1,148,82
1295,93,1,160,98
1296,93,1,200,122
1297,93,1,204,90
1298,93,1,208,86
1299,93,1,212,90
1300,93,1,212,162
1301,93,1,224,50
1302,93,1,224,86
1303,93,1,228,126
1304,93,1,232,22
1305,93,1,232,146
1306,93,1,236,6
1307,93,1,236,98
1308,93,1,236,186
1309,93,1,240,178
1310,93,1,244,78
1311,93,1,244,146
1312,93,1,252,102
1313,93,1,256,2
1314,93,1,264,86
1315,93,1,272,26
1316,93,1,272,106
1317,93,1,272,174
1318,93,1,280,106
1319,93,1,280,158
1320,93,1,280,162
1321,93,1,284,10
1322,93,1,284,46
1323,93,1,284,82
1324,93,1,284,110
1325,93,1,284,114
1326,93,1,292,42
1327,93,1,296,170
1328,93,1,300,90
1329,93,1,300,110
1330,93,1,304,2
1331,93,1,304,22
1332,93,1,304,102
1333,93,1,308,78
1334,93,1,308,122
1335,93,1,312,86
1336,93,1,312,106
1337,93,1,312,134
1338,93,1,312,174
1339,93,1,316,26
1340,93,1,316,118
1341,93,1,316,138
1342,93,1,320,58
1343,93,1,320,94
1344,93,1,324,14
1345,93,1,324,50
1346,93,1,324,90
1347,93,1,324,154
1348,93,1,328,6
1349,93,1,328,178
1350,93,1,328,182
1351,93,1,332,70
1352,93,1,336,14
1353,93,1,336,46
1354,93,1,336,174
1355,93,1,340,146
1356,93,1,340,150
1357,93,1,340,154
1358,93,1,340,158
1359,93,1,344,18
1360,93,1,348,42
