,kernel,layer,x,y
106,10,1,313,103
107,10,1,317,23
108,10,1,317,183
109,10,1,317,187
110,10,1,321,99
111,10,1,321,159
112,10,1,325,19
113,10,1,333,87
114,10,1,333,107
115,10,1,345,7
116,10,1,349,35
117,10,1,353,47
118,11,1,135,92
119,11,1,323,24
120,13,1,198,102
121,13,1,222,38
122,13,1,230,34
123,13,1,234,98
124,13,1,250,102
125,13,1,254,102
126,13,1,274,130
127,13,1,286,6
128,13,1,286,170
129,13,1,298,166
130,13,1,298,170
131,13,1,298,174
132,13,1,302,6
133,13,1,302,82
134,13,1,306,114
135,13,1,310,98
136,13,1,310,178
137,13,1,314,34
138,13,1,318,138
139,13,1,318,142
140,13,1,318,182
141,13,1,330,74
142,13,1,330,98
143,13,1,334,86
144,13,1,338,130
145,14,1,149,98
146,14,1,153,94
147,14,1,221,122
148,14,1,229,126
149,14,1,233,114
150,14,1,257,138
151,14,1,273,118
152,14,1,277,98
153,14,1,293,30
154,14,1,301,166
155,14,1,305,58
156,14,1,313,186
157,14,1,321,26
158,14,1,349,46
159,15,1,159,84
160,15,1,223,28
161,15,1,223,36
162,15,1,267,4
163,15,1,279,120
164,15,1,307,100
165,16,1,166,86
166,16,1,174,90
167,16,1,198,102
168,16,1,214,166
169,16,1,222,38
170,16,1,234,82
171,16,1,234,102
172,16,1,234,106
173,16,1,242,110
174,16,1,254,98
175,16,1,266,50
176,16,1,270,22
177,16,1,274,130
178,16,1,282,66
179,16,1,290,86
180,16,1,302,82
181,16,1,306,114
182,16,1,306,142
183,16,1,310,126
184,16,1,310,178
185,16,1,318,142
186,16,1,322,82
187,16,1,330,154
188,16,1,338,130
189,17,1,137,83
190,18,1,168,104
191,18,1,248,172
192,18,1,264,164
193,18,1,268,176
194,18,1,272,88
195,18,1,280,156
196,18,1,292,92
197,18,1,304,140
198,18,1,328,180
199,18,1,336,164
200,19,1,292,46
201,19,1,312,146
202,20,1,235,81
203,20,1,267,45
204,20,1,279,121
205,20,1,311,149
206,20,1,323,173
207,20,1,351,49
208,21,1,270,4
209,21,1,270,24
210,21,1,274,12
211,21,1,290,120
212,21,1,306,84
213,21,1,330,36
214,21,1,334,44
215,22,1,323,5
216,23,1,215,165
217,23,1,223,85
218,23,1,227,29
219,23,1,227,89
220,23,1,227,117
221,23,1,231,21
222,23,1,255,29
223,23,1,255,97
224,23,1,267,45
225,23,1,271,1
226,23,1,271,5
227,23,1,287,21
228,23,1,291,29
229,23,1,299,169
230,23,1,307,53
231,23,1,311,117
232,23,1,311,177
233,23,1,315,73
234,23,1,319,65
235,23,1,323,1
236,23,1,323,5
237,23,1,323,25
238,23,1,323,173
239,23,1,327,21
240,23,1,327,177
241,23,1,339,9
242,23,1,347,33
243,24,1,151,99
244,24,1,207,115
245,24,1,227,99
246,24,1,231,147
247,24,1,239,175
248,24,1,247,171
249,24,1,251,135
250,24,1,259,103
251,24,1,259,175
252,24,1,263,163
253,24,1,267,43
254,24,1,267,175
255,24,1,275,111
256,24,1,279,155
257,24,1,287,111
258,24,1,287,183
259,24,1,291,91
260,24,1,291,135
261,24,1,299,171
262,24,1,303,151
263,24,1,307,171
264,24,1,311,179
265,24,1,327,163
266,24,1,327,171
267,24,1,335,163
268,25,1,202,119
269,25,1,226,123
270,25,1,266,51
271,25,1,270,3
272,25,1,270,23
273,25,1,270,127
274,25,1,274,11
275,25,1,278,111
276,25,1,282,19
277,25,1,282,67
278,25,1,282,167
279,25,1,286,63
280,25,1,290,107
281,25,1,298,179
282,25,1,302,35
283,25,1,302,83
284,25,1,302,143
285,25,1,306,55
286,25,1,306,115
287,25,1,306,127
288,25,1,310,99
289,25,1,314,43
290,25,1,322,3
291,25,1,326,47
292,25,1,330,75
293,25,1,330,99
294,25,1,334,43
295,25,1,338,11
296,25,1,342,51
297,25,1,346,35
298,25,1,362,23
299,26,1,132,92
300,26,1,204,112
301,26,1,212,84
302,26,1,228,24
303,26,1,228,100
304,26,1,232,148
305,26,1,240,76
306,26,1,244,64
307,26,1,244,144
308,26,1,248,172
309,26,1,252,136
310,26,1,260,48
311,26,1,268,168
312,26,1,268,176
313,26,1,276,112
314,26,1,280,156
315,26,1,288,156
316,26,1,292,92
317,26,1,304,140
318,26,1,304,152
319,26,1,304,176
320,26,1,308,172
321,26,1,312,112
322,26,1,312,180
323,27,1,242,99
324,27,1,294,159
325,28,1,203,77
326,28,1,207,25
327,28,1,211,113
328,28,1,219,69
329,28,1,227,85
330,28,1,231,53
331,28,1,231,69
332,28,1,243,73
333,28,1,243,81
334,28,1,255,105
335,28,1,259,21
336,28,1,259,85
337,28,1,271,37
338,28,1,275,73
339,28,1,287,85
340,28,1,287,133
341,28,1,291,93
342,28,1,295,73
343,28,1,299,97
344,28,1,303,13
345,28,1,303,33
346,28,1,319,25
347,28,1,319,97
348,28,1,319,161
349,28,1,327,17
350,28,1,331,33
351,29,1,256,89
352,29,1,288,113
353,29,1,304,149
354,29,1,312,169
355,29,1,320,101
356,29,1,340,29
357,30,1,280,25
358,31,1,149,97
359,31,1,165,85
360,31,1,177,97
361,31,1,201,101
362,31,1,209,93
363,31,1,213,85
364,31,1,233,81
365,31,1,233,149
366,31,1,241,97
367,31,1,245,65
368,31,1,245,125
369,31,1,261,113
370,31,1,261,145
371,31,1,261,165
372,31,1,269,21
373,31,1,273,129
374,31,1,277,125
375,31,1,281,145
376,31,1,285,49
377,31,1,301,5
378,31,1,301,181
379,31,1,305,105
380,31,1,305,125
381,31,1,309,125
382,31,1,309,149
383,31,1,313,109
384,31,1,321,201
385,31,1,329,37
386,31,1,333,109
387,31,1,341,101
388,31,1,345,45
389,32,1,313,174
390,32,1,321,26
391,33,1,219,97
392,33,1,243,93
393,33,1,315,173
394,33,1,319,169
395,33,1,343,49
396,34,1,225,170
397,34,1,237,178
398,34,1,265,34
399,34,1,289,30
400,34,1,289,182
401,34,1,305,166
402,34,1,305,174
403,34,1,325,82
404,35,1,326,150
405,36,1,168,88
406,36,1,212,96
407,36,1,228,84
408,36,1,236,24
409,36,1,240,32
410,36,1,244,180
411,36,1,252,96
412,36,1,252,176
413,36,1,260,136
414,36,1,264,88
415,36,1,264,180
416,36,1,288,112
417,36,1,292,116
418,36,1,296,64
419,36,1,300,156
420,36,1,308,144
421,36,1,312,176
422,36,1,316,120
423,36,1,320,76
424,36,1,324,80
425,36,1,328,4
426,36,1,328,92
427,36,1,332,168
428,36,1,332,184
429,36,1,340,168
430,37,1,227,23
431,37,1,227,27
432,37,1,231,19
433,37,1,231,147
434,37,1,239,175
435,37,1,255,27
436,37,1,259,103
437,37,1,267,43
438,37,1,271,3
439,37,1,271,47
440,37,1,279,27
441,37,1,283,19
442,37,1,287,19
443,37,1,287,111
444,37,1,291,27
445,37,1,291,135
446,37,1,295,35
447,37,1,307,51
448,37,1,307,91
449,37,1,319,195
450,37,1,323,3
451,37,1,323,23
452,37,1,335,163
453,37,1,339,7
454,37,1,339,27
455,38,1,230,34
456,38,1,322,174
457,39,1,157,87
458,39,1,221,99
459,39,1,225,83
460,39,1,229,55
461,39,1,229,83
462,39,1,229,103
463,39,1,237,31
464,39,1,245,111
465,39,1,277,155
466,39,1,289,131
467,39,1,297,119
468,39,1,309,115
469,39,1,313,103
470,39,1,321,3
471,40,1,168,103
472,40,1,200,103
473,40,1,200,111
474,40,1,224,39
475,40,1,228,91
476,40,1,276,107
477,40,1,276,155
478,40,1,288,87
479,40,1,324,179
480,41,1,225,103
481,41,1,249,171
482,41,1,293,23
483,41,1,313,87
484,41,1,317,27
485,41,1,317,187
486,41,1,325,19
487,41,1,349,27
488,41,1,353,27
489,42,1,182,139
490,42,1,298,139
491,44,1,320,102
492,45,1,152,99
493,45,1,228,35
494,45,1,276,107
495,45,1,276,111
496,46,1,267,88
497,46,1,307,172
498,48,1,231,147
499,48,1,311,183
500,48,1,319,67
501,49,1,149,92
502,49,1,225,52
503,49,1,229,56
504,49,1,229,100
505,49,1,229,112
506,49,1,237,108
507,49,1,277,108
508,49,1,293,64
509,49,1,301,8
510,49,1,305,56
511,49,1,321,200
512,49,1,329,100
513,49,1,337,148
514,50,1,133,92
515,50,1,177,96
516,50,1,213,84
517,50,1,225,124
518,50,1,225,180
519,50,1,229,112
520,50,1,237,108
521,50,1,241,96
522,50,1,245,64
523,50,1,245,124
524,50,1,261,112
525,50,1,261,144
526,50,1,261,164
527,50,1,269,116
528,50,1,269,176
529,50,1,269,180
530,50,1,273,96
531,50,1,273,152
532,50,1,281,144
533,50,1,297,124
534,50,1,301,96
535,50,1,301,156
536,50,1,301,164
537,50,1,309,176
538,50,1,333,20
539,50,1,337,148
540,50,1,345,8
541,50,1,345,44
542,52,1,152,100
543,52,1,260,48
544,52,1,316,188
545,52,1,324,172
546,53,1,150,96
547,53,1,162,96
548,53,1,166,84
549,53,1,178,96
550,53,1,222,96
551,53,1,226,80
552,53,1,234,148
553,53,1,238,28
554,53,1,242,176
555,53,1,250,92
556,53,1,250,112
557,53,1,250,172
558,53,1,258,132
559,53,1,262,84
560,53,1,266,108
561,53,1,266,164
562,53,1,270,104
563,53,1,274,88
564,53,1,282,156
565,53,1,310,172
566,53,1,314,180
567,53,1,322,196
568,53,1,330,80
569,53,1,330,164
570,53,1,334,80
571,53,1,338,164
572,53,1,346,100
573,54,1,262,164
574,54,1,310,136
575,54,1,334,20
576,55,1,287,184
577,55,1,303,96
578,55,1,315,180
579,55,1,331,32
580,56,1,132,91
581,56,1,200,119
582,56,1,204,111
583,56,1,208,115
584,56,1,224,51
585,56,1,224,171
586,56,1,228,55
587,56,1,232,115
588,56,1,236,107
589,56,1,236,179
590,56,1,244,87
591,56,1,244,143
592,56,1,252,135
593,56,1,260,115
594,56,1,268,167
595,56,1,276,155
596,56,1,280,155
597,56,1,288,131
598,56,1,288,147
599,56,1,288,183
600,56,1,292,91
601,56,1,292,155
602,56,1,312,179
603,56,1,324,135
604,57,1,242,94
605,57,1,274,154
606,57,1,302,154
607,57,1,306,54
608,58,1,199,102
609,58,1,199,114
610,58,1,259,46
611,58,1,279,26
612,58,1,279,154
613,58,1,307,114
614,58,1,311,98
615,58,1,319,30
616,58,1,319,142
617,58,1,331,22
618,58,1,339,10
619,60,1,212,113
620,60,1,288,113
621,60,1,304,89
622,60,1,312,49
623,61,1,157,87
624,61,1,169,107
625,61,1,201,119
626,61,1,225,179
627,61,1,233,99
628,61,1,237,31
629,61,1,269,179
630,61,1,285,87
631,61,1,293,123
632,61,1,301,143
633,61,1,309,87
634,61,1,309,163
635,61,1,317,47
636,61,1,333,27
637,61,1,337,23
638,61,1,349,35
639,62,1,165,85
640,62,1,197,109
641,62,1,273,89
642,62,1,305,141
643,62,1,329,153
644,63,1,224,25
645,63,1,268,21
646,63,1,268,49
647,63,1,272,9
648,63,1,272,133
649,63,1,312,45
650,63,1,316,33
651,63,1,324,17
652,63,1,324,29
653,63,1,328,37
654,63,1,332,21
655,63,1,332,25
656,63,1,336,133
657,64,1,176,96
658,64,1,208,92
659,64,1,212,84
660,64,1,232,104
661,64,1,236,28
662,64,1,236,44
663,64,1,240,76
664,64,1,260,84
665,64,1,260,88
666,64,1,272,88
667,64,1,296,44
668,64,1,300,68
669,64,1,304,140
670,64,1,316,188
671,64,1,328,156
672,64,1,352,48
673,65,1,133,121
674,65,1,269,165
675,65,1,281,17
676,65,1,281,97
677,65,1,289,37
678,65,1,309,45
679,65,1,321,57
680,65,1,321,161
681,65,1,349,57
682,66,1,282,21
683,66,1,314,173
684,66,1,322,177
685,67,1,294,91
686,68,1,200,110
687,69,1,194,102
688,69,1,202,118
689,69,1,222,102
690,69,1,250,98
691,69,1,250,102
692,69,1,282,6
693,69,1,294,134
694,69,1,298,182
695,69,1,302,82
696,69,1,310,34
697,69,1,314,142
698,69,1,318,202
699,69,1,342,6
700,70,1,225,103
701,71,1,228,119
702,71,1,252,11
703,71,1,256,7
704,71,1,296,63
705,71,1,296,99
706,71,1,316,27
707,71,1,316,127
708,71,1,328,147
709,71,1,340,99
710,71,1,344,11
711,72,1,150,100
712,72,1,274,96
713,72,1,282,152
714,72,1,290,140
715,72,1,298,124
716,72,1,322,200
717,72,1,330,176
718,73,1,181,357
719,73,1,229,137
720,73,1,289,141
721,73,1,293,141
722,74,1,201,119
723,75,1,224,173
724,75,1,244,53
725,75,1,244,77
726,75,1,288,109
727,75,1,292,17
728,75,1,316,145
729,75,1,348,21
730,76,1,232,1
731,76,1,240,109
732,76,1,256,5
733,76,1,260,113
734,76,1,268,177
735,76,1,284,125
736,76,1,296,45
737,76,1,296,149
738,76,1,304,33
739,76,1,312,33
740,76,1,312,89
741,76,1,316,25
742,76,1,316,185
743,76,1,316,189
744,76,1,332,37
745,76,1,344,9
746,76,1,344,45
747,76,1,352,49
748,77,1,218,89
749,78,1,204,112
750,78,1,208,92
751,78,1,212,84
752,78,1,216,108
753,78,1,224,172
754,78,1,224,180
755,78,1,228,28
756,78,1,228,32
757,78,1,228,36
758,78,1,228,48
759,78,1,228,56
760,78,1,228,100
761,78,1,232,116
762,78,1,236,28
763,78,1,236,180
764,78,1,240,76
765,78,1,244,144
766,78,1,252,136
767,78,1,256,4
768,78,1,260,48
769,78,1,260,116
770,78,1,268,168
771,78,1,268,176
772,78,1,280,144
773,78,1,288,184
774,78,1,292,92
775,78,1,296,44
776,78,1,300,68
777,78,1,304,32
778,78,1,312,36
779,78,1,312,88
780,78,1,312,112
781,78,1,316,24
782,78,1,320,4
783,78,1,324,36
784,78,1,344,8
785,78,1,352,48
786,80,1,269,115
787,80,1,325,19
788,81,1,331,82
789,82,1,227,27
790,82,1,247,171
791,82,1,279,27
792,82,1,287,111
793,82,1,299,167
794,82,1,307,91
795,83,1,133,92
796,83,1,201,120
797,83,1,225,52
798,83,1,225,124
799,83,1,225,180
800,83,1,229,112
801,83,1,233,116
802,83,1,241,108
803,83,1,245,64
804,83,1,257,84
805,83,1,261,144
806,83,1,261,164
807,83,1,265,40
808,83,1,269,24
809,83,1,269,116
810,83,1,269,180
811,83,1,273,12
812,83,1,273,32
813,83,1,273,96
814,83,1,277,128
815,83,1,281,144
816,83,1,285,8
817,83,1,285,88
818,83,1,285,172
819,83,1,289,140
820,83,1,293,156
821,83,1,297,124
822,83,1,301,4
823,83,1,301,112
824,83,1,305,56
825,83,1,305,84
826,83,1,305,100
827,83,1,309,84
828,83,1,309,108
829,83,1,309,136
830,83,1,309,164
831,83,1,313,32
832,83,1,313,104
833,83,1,317,24
834,83,1,317,48
835,83,1,321,200
836,83,1,325,28
837,83,1,333,20
838,83,1,333,88
839,83,1,345,8
840,83,1,345,44
841,84,1,139,107
842,84,1,203,111
843,84,1,207,115
844,84,1,239,107
845,84,1,251,135
846,84,1,259,47
847,84,1,267,167
848,84,1,275,155
849,84,1,279,155
850,84,1,287,147
851,84,1,307,135
852,84,1,307,163
853,84,1,311,87
854,85,1,153,102
855,85,1,157,98
856,85,1,201,102
857,85,1,225,170
858,85,1,229,30
859,85,1,233,34
860,85,1,237,178
861,85,1,245,130
862,85,1,249,98
863,85,1,257,90
864,85,1,257,130
865,85,1,269,98
866,85,1,281,94
867,85,1,285,170
868,85,1,313,34
869,85,1,313,134
870,85,1,313,146
871,85,1,313,170
872,85,1,317,154
873,85,1,317,162
874,85,1,317,182
875,85,1,321,102
876,85,1,325,30
877,85,1,333,22
878,85,1,337,130
879,85,1,337,174
880,85,1,345,46
881,86,1,149,92
882,86,1,213,112
883,86,1,301,4
884,86,1,309,84
885,86,1,325,172
886,86,1,349,32
887,87,1,151,93
888,87,1,215,93
889,87,1,247,113
890,87,1,255,29
891,87,1,263,109
892,87,1,263,169
893,87,1,267,89
894,87,1,267,173
895,87,1,271,5
896,87,1,271,49
897,87,1,283,21
898,87,1,291,137
899,87,1,295,161
900,87,1,299,101
901,87,1,311,101
902,87,1,315,145
903,87,1,319,33
904,87,1,323,5
905,87,1,327,157
906,87,1,343,49
907,87,1,363,25
908,88,1,313,160
909,88,1,321,168
910,89,1,223,81
911,89,1,231,21
912,89,1,247,93
913,89,1,247,173
914,89,1,255,133
915,89,1,283,65
916,89,1,287,21
917,89,1,291,29
918,89,1,291,61
919,89,1,315,73
920,89,1,319,65
921,89,1,319,205
922,89,1,323,1
923,89,1,323,89
924,89,1,331,21
925,89,1,347,33
926,89,1,363,21
927,90,1,276,145
928,90,1,300,133
929,90,1,300,169
930,91,1,214,115
931,91,1,226,119
932,91,1,270,3
933,91,1,278,31
934,91,1,298,175
935,91,1,302,183
936,91,1,306,55
937,91,1,322,27
938,91,1,326,163
939,91,1,330,23
940,91,1,338,11
941,92,1,173,90
942,92,1,233,98
943,92,1,241,106
944,92,1,245,130
945,92,1,249,98
946,92,1,249,102
947,92,1,253,102
948,92,1,257,114
949,92,1,265,118
950,92,1,277,110
951,92,1,285,6
952,92,1,285,86
953,92,1,285,110
954,92,1,285,170
955,92,1,297,166
956,92,1,301,6
957,92,1,313,34
958,92,1,313,130
959,92,1,313,146
960,92,1,317,138
961,92,1,317,182
962,92,1,325,18
963,92,1,325,150
964,92,1,333,86
965,92,1,337,130
966,92,1,337,174
967,92,1,341,50
968,93,1,152,102
969,93,1,216,110
970,93,1,224,82
971,93,1,224,86
972,93,1,228,30
973,93,1,228,38
974,93,1,228,54
975,93,1,228,82
976,93,1,232,22
977,93,1,232,34
978,93,1,236,30
979,93,1,236,178
980,93,1,244,130
981,93,1,256,6
982,93,1,256,90
983,93,1,256,130
984,93,1,264,38
985,93,1,264,46
986,93,1,264,126
987,93,1,268,98
988,93,1,272,126
989,93,1,280,94
990,93,1,284,118
991,93,1,284,126
992,93,1,288,34
993,93,1,288,114
994,93,1,288,146
995,93,1,292,62
996,93,1,296,34
997,93,1,296,118
998,93,1,296,194
999,93,1,300,66
1000,93,1,304,150
1001,93,1,308,114
1002,93,1,312,34
1003,93,1,312,90
1004,93,1,312,146
1005,93,1,312,170
1006,93,1,316,154
1007,93,1,316,162
1008,93,1,320,2
1009,93,1,320,38
1010,93,1,320,102
1011,93,1,320,166
1012,93,1,320,202
1013,93,1,324,2
1014,93,1,324,34
1015,93,1,332,38
1016,93,1,332,110
1017,93,1,344,10
1018,93,1,344,46
1019,94,1,178,97
1020,94,1,194,101
1021,94,1,222,37
1022,94,1,242,13
1023,94,1,242,93
1024,94,1,254,97
1025,94,1,258,173
1026,94,1,266,173
1027,94,1,274,153
1028,94,1,282,21
1029,94,1,286,181
1030,94,1,294,133
1031,94,1,306,81
1032,94,1,310,101
1033,94,1,314,45
1034,94,1,314,173
1035,94,1,318,33
1036,94,1,322,177
1037,94,1,326,173
1038,94,1,330,25
1039,94,1,338,29
1040,95,1,245,65
1041,95,1,261,145
1042,96,1,214,93
1043,96,1,218,89
1044,96,1,222,37
1045,96,1,234,29
1046,96,1,238,121
1047,96,1,242,13
1048,96,1,246,81
1049,96,1,246,113
1050,96,1,258,173
1051,96,1,262,165
1052,96,1,262,169
1053,96,1,266,49
1054,96,1,266,89
1055,96,1,270,5
1056,96,1,270,21
1057,96,1,270,49
1058,96,1,274,9
1059,96,1,274,129
1060,96,1,278,125
1061,96,1,282,21
1062,96,1,282,65
1063,96,1,286,21
1064,96,1,290,29
1065,96,1,294,133
1066,96,1,294,141
1067,96,1,294,161
1068,96,1,298,169
1069,96,1,302,33
1070,96,1,306,53
1071,96,1,306,81
1072,96,1,310,101
1073,96,1,314,45
1074,96,1,314,173
1075,96,1,318,33
1076,96,1,322,81
1077,96,1,322,177
1078,96,1,326,45
1079,96,1,326,173
1080,96,1,334,45
1081,96,1,334,53
1082,96,1,334,173
1083,96,1,338,21
1084,96,1,338,29
1085,96,1,338,149
1086,96,1,342,101
1087,96,1,342,165
1088,96,1,350,33
1089,97,1,246,33
1090,97,1,254,97
1091,97,1,254,101
1092,97,1,306,129
1093,97,1,310,141
1094,97,1,314,45
1095,97,1,314,89
1096,97,1,326,157
1097,97,1,334,25
1098,99,1,179,107
1099,99,1,219,119
1100,99,1,223,39
1101,99,1,227,91
1102,99,1,227,115
1103,99,1,259,103
1104,99,1,287,111
1105,99,1,303,151
1106,99,1,311,183
1107,100,1,234,82
1108,100,1,322,82
1109,101,1,283,37
1110,101,1,323,5
1111,102,1,230,33
1112,102,1,254,97
1113,102,1,262,125
1114,102,1,274,9
1115,103,1,257,135
1116,103,1,317,51
1117,103,1,349,35
1118,104,1,152,102
1119,104,1,200,102
1120,104,1,216,110
1121,104,1,220,106
1122,104,1,228,34
1123,104,1,228,82
1124,104,1,236,178
1125,104,1,244,130
1126,104,1,256,6
1127,104,1,256,90
1128,104,1,256,130
1129,104,1,264,38
1130,104,1,312,34
1131,104,1,312,90
1132,104,1,312,134
1133,104,1,312,170
1134,104,1,316,26
1135,104,1,316,162
1136,104,1,320,166
1137,104,1,320,202
1138,104,1,324,134
1139,104,1,340,30
1140,105,1,138,101
1141,105,1,158,101
1142,105,1,162,105
1143,105,1,198,113
1144,105,1,210,117
1145,105,1,214,105
1146,105,1,234,97
1147,105,1,246,113
1148,105,1,262,109
1149,105,1,262,125
1150,105,1,266,5
1151,105,1,278,169
1152,105,1,294,109
1153,105,1,294,129
1154,105,1,294,141
1155,105,1,302,33
1156,105,1,314,85
1157,105,1,318,153
1158,107,1,215,93
1159,107,1,215,165
1160,107,1,223,81
1161,107,1,231,21
1162,107,1,243,93
1163,107,1,247,113
1164,107,1,255,97
1165,107,1,267,45
1166,107,1,267,89
1167,107,1,279,121
1168,107,1,283,65
1169,107,1,299,101
1170,107,1,315,33
1171,107,1,315,73
1172,107,1,315,145
1173,107,1,323,173
1174,107,1,327,157
1175,107,1,327,173
1176,108,1,152,102
1177,108,1,156,86
1178,108,1,168,102
1179,108,1,216,110
1180,108,1,228,82
1181,108,1,228,114
1182,108,1,244,130
1183,108,1,256,90
1184,108,1,256,130
1185,108,1,260,130
1186,108,1,264,126
1187,108,1,268,122
1188,108,1,272,126
1189,108,1,284,126
1190,108,1,288,146
1191,108,1,296,118
1192,108,1,312,34
1193,108,1,312,134
1194,108,1,312,170
1195,108,1,316,82
1196,108,1,316,154
1197,108,1,316,162
1198,108,1,320,166
1199,108,1,320,202
1200,108,1,324,34
1201,108,1,332,126
1202,108,1,336,174
1203,109,1,262,169
1204,110,1,143,106
1205,110,1,215,166
1206,110,1,227,90
1207,110,1,227,114
1208,110,1,287,98
1209,110,1,291,126
1210,110,1,299,130
1211,110,1,323,174
1212,110,1,331,74
1213,110,1,331,98
1214,111,1,250,32
1215,111,1,290,4
1216,111,1,306,96
1217,111,1,314,64
1218,111,1,326,80
1219,111,1,330,88
1220,112,1,254,97
1221,112,1,258,173
1222,112,1,266,173
1223,112,1,274,129
1224,112,1,286,181
1225,112,1,310,149
1226,112,1,314,173
1227,112,1,322,177
1228,112,1,326,173
1229,112,1,326,177
1230,113,1,133,92
1231,113,1,217,88
1232,113,1,269,116
1233,113,1,277,116
1234,113,1,289,132
1235,113,1,301,132
1236,113,1,305,152
1237,113,1,313,88
1238,114,1,151,86
1239,114,1,327,170
1240,114,1,343,10
1241,115,1,195,101
1242,115,1,267,89
1243,115,1,295,157
1244,115,1,299,5
1245,115,1,299,169
1246,115,1,315,73
1247,115,1,323,5
1248,115,1,339,29
1249,116,1,167,103
1250,116,1,199,111
1251,116,1,207,115
1252,116,1,219,119
1253,116,1,227,91
1254,116,1,231,147
1255,116,1,243,11
1256,116,1,247,171
1257,116,1,255,27
1258,116,1,259,103
1259,116,1,259,175
1260,116,1,263,163
1261,116,1,271,3
1262,116,1,271,47
1263,116,1,271,111
1264,116,1,275,111
1265,116,1,279,27
1266,116,1,279,155
1267,116,1,283,19
1268,116,1,287,63
1269,116,1,287,99
1270,116,1,287,111
1271,116,1,291,87
1272,116,1,291,107
1273,116,1,295,35
1274,116,1,299,167
1275,116,1,299,175
1276,116,1,303,83
1277,116,1,303,131
1278,116,1,303,151
1279,116,1,307,51
1280,116,1,307,91
1281,116,1,307,171
1282,116,1,311,99
1283,116,1,311,179
1284,116,1,311,183
1285,116,1,315,43
1286,116,1,319,143
1287,116,1,319,191
1288,116,1,319,195
1289,116,1,327,19
1290,116,1,331,75
1291,116,1,339,27
1292,117,1,165,102
1293,117,1,285,2
1294,117,1,285,170
1295,117,1,297,166
1296,117,1,333,22
1297,118,1,145,89
1298,118,1,165,85
1299,118,1,173,89
1300,118,1,197,109
1301,118,1,201,101
1302,118,1,209,93
1303,118,1,213,85
1304,118,1,217,109
1305,118,1,225,169
1306,118,1,245,65
1307,118,1,249,97
1308,118,1,257,5
1309,118,1,261,85
1310,118,1,261,89
1311,118,1,261,113
1312,118,1,269,177
1313,118,1,269,181
1314,118,1,273,33
1315,118,1,273,89
1316,118,1,281,145
1317,118,1,285,5
1318,118,1,285,49
1319,118,1,285,85
1320,118,1,285,109
1321,118,1,285,169
1322,118,1,289,141
1323,118,1,305,105
1324,118,1,305,141
1325,118,1,309,85
1326,118,1,309,125
1327,118,1,313,109
1328,118,1,317,21
1329,118,1,317,25
1330,118,1,317,45
1331,118,1,317,161
1332,118,1,321,81
1333,118,1,321,201
1334,118,1,325,17
1335,118,1,325,29
1336,118,1,329,153
1337,118,1,329,157
1338,118,1,333,21
1339,118,1,333,25
1340,118,1,333,53
1341,118,1,337,173
1342,118,1,341,49
1343,118,1,345,45
1344,119,1,310,98
1345,120,1,163,81
1346,120,1,235,49
1347,120,1,235,113
1348,120,1,267,41
1349,120,1,271,121
1350,120,1,283,101
1351,120,1,287,21
1352,120,1,291,13
1353,120,1,291,165
1354,120,1,295,57
1355,120,1,299,101
1356,120,1,323,181
1357,120,1,339,121
1358,120,1,347,21
1359,120,1,359,25
1360,121,1,231,29
