,kernel,layer,x,y
285,22,1,175,145
286,22,1,191,117
287,23,1,51,153
288,23,1,83,169
289,23,1,91,77
290,23,1,99,89
291,23,1,111,97
292,23,1,147,105
293,23,1,159,13
294,23,1,191,25
295,23,1,207,189
296,23,1,263,145
297,24,1,35,99
298,24,1,51,155
299,24,1,71,107
300,24,1,87,187
301,24,1,95,147
302,24,1,103,83
303,24,1,103,171
304,24,1,111,11
305,24,1,111,59
306,24,1,123,91
307,24,1,127,99
308,24,1,131,111
309,24,1,139,151
310,24,1,151,123
311,24,1,167,23
312,24,1,167,135
313,24,1,171,31
314,24,1,183,3
315,24,1,187,83
316,24,1,195,115
317,24,1,195,171
318,24,1,199,79
319,24,1,219,91
320,24,1,223,163
321,24,1,239,75
322,24,1,247,163
323,24,1,247,171
324,25,1,46,83
325,25,1,50,135
326,25,1,62,127
327,25,1,74,95
328,25,1,78,35
329,25,1,82,95
330,25,1,82,135
331,25,1,86,51
332,25,1,86,95
333,25,1,86,155
334,25,1,86,167
335,25,1,94,119
336,25,1,98,127
337,25,1,98,183
338,25,1,106,135
339,25,1,130,111
340,25,1,146,107
341,25,1,150,131
342,25,1,154,119
343,25,1,158,11
344,25,1,166,135
345,25,1,166,163
346,25,1,174,147
347,25,1,174,159
348,25,1,178,3
349,25,1,178,19
350,25,1,178,63
351,25,1,178,95
352,25,1,182,3
353,25,1,194,79
354,25,1,198,31
355,25,1,202,63
356,25,1,202,95
357,25,1,206,191
358,25,1,214,75
359,25,1,234,179
360,25,1,242,15
361,26,1,36,24
362,26,1,36,100
363,26,1,52,20
364,26,1,56,92
365,26,1,56,124
366,26,1,64,120
367,26,1,72,124
368,26,1,72,176
369,26,1,76,60
370,26,1,80,12
371,26,1,88,100
372,26,1,88,188
373,26,1,92,56
374,26,1,92,100
375,26,1,96,72
376,26,1,96,80
377,26,1,96,100
378,26,1,96,148
379,26,1,104,84
380,26,1,112,12
381,26,1,112,60
382,26,1,112,108
383,26,1,116,104
384,26,1,120,28
385,26,1,128,88
386,26,1,132,84
387,26,1,132,140
388,26,1,136,132
389,26,1,140,128
390,26,1,140,132
391,26,1,140,152
392,26,1,152,20
393,26,1,152,52
394,26,1,152,124
395,26,1,156,100
396,26,1,160,12
397,26,1,160,48
398,26,1,168,12
399,26,1,168,80
400,26,1,168,136
401,26,1,176,108
402,26,1,180,32
403,26,1,180,64
404,26,1,180,92
405,26,1,184,72
406,26,1,188,84
407,26,1,192,116
408,26,1,196,116
409,26,1,196,168
410,26,1,200,80
411,26,1,208,36
412,26,1,208,40
413,26,1,224,164
414,26,1,232,48
415,26,1,240,76
416,26,1,244,12
417,26,1,248,164
418,26,1,248,172
419,26,1,252,152
420,27,1,31,80
421,27,1,63,124
422,27,1,99,184
423,27,1,159,12
424,27,1,183,64
425,28,1,263,141
426,29,1,52,5
427,29,1,84,173
428,29,1,168,177
429,30,1,124,97
430,30,1,140,97
431,30,1,148,141
432,30,1,160,181
433,30,1,276,153
434,31,1,29,89
435,31,1,29,169
436,31,1,33,1
437,31,1,33,145
438,31,1,37,25
439,31,1,45,145
440,31,1,45,165
441,31,1,45,177
442,31,1,53,33
443,31,1,61,21
444,31,1,65,33
445,31,1,69,41
446,31,1,69,169
447,31,1,73,177
448,31,1,77,33
449,31,1,77,49
450,31,1,77,61
451,31,1,77,113
452,31,1,81,145
453,31,1,85,97
454,31,1,85,125
455,31,1,89,57
456,31,1,89,81
457,31,1,97,57
458,31,1,97,85
459,31,1,97,105
460,31,1,105,1
461,31,1,105,25
462,31,1,109,137
463,31,1,125,25
464,31,1,129,81
465,31,1,137,93
466,31,1,137,117
467,31,1,141,121
468,31,1,141,169
469,31,1,145,113
470,31,1,145,161
471,31,1,145,181
472,31,1,149,53
473,31,1,153,121
474,31,1,161,41
475,31,1,169,177
476,31,1,177,109
477,31,1,177,125
478,31,1,181,21
479,31,1,185,173
480,31,1,189,121
481,31,1,189,193
482,31,1,201,9
483,31,1,205,113
484,31,1,205,185
485,31,1,221,33
486,31,1,225,13
487,31,1,233,73
488,31,1,249,9
489,31,1,257,173
490,31,1,273,141
491,31,1,281,133
492,31,1,281,137
493,31,1,293,137
494,34,1,55,23
495,34,1,87,187
496,34,1,95,111
497,34,1,95,115
498,34,1,123,91
499,34,1,147,23
500,34,1,151,19
501,34,1,159,19
502,34,1,171,127
503,34,1,175,35
504,35,1,32,24
505,36,1,50,12
506,36,1,54,16
507,36,1,54,156
508,36,1,62,120
509,36,1,74,108
510,36,1,82,8
511,36,1,86,120
512,36,1,90,80
513,36,1,90,188
514,36,1,94,92
515,36,1,94,180
516,36,1,106,176
517,36,1,122,144
518,36,1,126,84
519,36,1,130,80
520,36,1,142,132
521,36,1,154,124
522,36,1,166,16
523,36,1,182,108
524,36,1,194,24
525,36,1,194,188
526,36,1,198,208
527,37,1,51,155
528,37,1,75,183
529,37,1,91,79
530,37,1,103,175
531,37,1,127,99
532,37,1,159,11
533,37,1,163,43
534,37,1,179,31
535,37,1,183,3
536,37,1,187,83
537,37,1,191,23
538,37,1,195,31
539,37,1,207,35
540,37,1,219,91
541,37,1,239,75
542,37,1,243,11
543,38,1,55,124
544,38,1,103,108
545,38,1,167,40
546,38,1,187,84
547,38,1,195,32
548,39,1,33,156
549,39,1,65,120
550,39,1,65,128
551,39,1,77,8
552,39,1,85,156
553,39,1,89,136
554,39,1,93,56
555,39,1,97,24
556,39,1,109,8
557,39,1,109,104
558,39,1,109,136
559,39,1,129,80
560,39,1,137,116
561,39,1,137,136
562,39,1,149,108
563,39,1,153,8
564,39,1,157,152
565,39,1,161,112
566,39,1,177,76
567,39,1,177,104
568,39,1,177,108
569,39,1,185,112
570,39,1,193,204
571,39,1,197,28
572,39,1,201,32
573,39,1,205,184
574,39,1,229,156
575,39,1,233,68
576,39,1,273,140
577,39,1,289,152
578,40,1,24,31
579,40,1,36,99
580,40,1,36,159
581,40,1,56,35
582,40,1,60,119
583,40,1,84,99
584,40,1,84,159
585,40,1,88,43
586,40,1,88,159
587,40,1,88,171
588,40,1,92,99
589,40,1,96,183
590,40,1,108,103
591,40,1,112,11
592,40,1,112,59
593,40,1,120,19
594,40,1,140,171
595,40,1,152,175
596,40,1,156,127
597,40,1,164,111
598,40,1,192,119
599,40,1,196,207
600,40,1,248,11
601,41,1,77,111
602,41,1,89,127
603,41,1,105,171
604,41,1,165,91
605,41,1,181,19
606,41,1,217,179
607,41,1,221,75
608,42,1,14,181
609,42,1,18,185
610,42,1,30,213
611,42,1,46,145
612,42,1,50,1
613,42,1,54,33
614,42,1,62,153
615,42,1,66,5
616,42,1,66,61
617,42,1,66,65
618,42,1,78,25
619,42,1,78,29
620,42,1,78,61
621,42,1,94,285
622,42,1,98,289
623,42,1,110,9
624,42,1,110,165
625,42,1,114,137
626,42,1,114,165
627,42,1,118,17
628,42,1,118,121
629,42,1,118,165
630,42,1,122,105
631,42,1,122,133
632,42,1,122,253
633,42,1,130,57
634,42,1,130,89
635,42,1,130,109
636,42,1,130,125
637,42,1,134,61
638,42,1,138,5
639,42,1,138,93
640,42,1,142,45
641,42,1,146,113
642,42,1,150,357
643,42,1,154,293
644,42,1,158,157
645,42,1,158,373
646,42,1,170,121
647,42,1,178,1
648,42,1,178,5
649,42,1,182,21
650,42,1,186,73
651,42,1,194,57
652,42,1,194,81
653,42,1,198,1
654,42,1,202,65
655,42,1,202,145
656,42,1,206,5
657,42,1,206,9
658,42,1,226,13
659,42,1,226,17
660,42,1,230,25
661,42,1,230,93
662,42,1,230,197
663,42,1,234,73
664,42,1,238,29
665,42,1,242,57
666,42,1,246,57
667,42,1,250,13
668,42,1,250,65
669,42,1,270,313
670,42,1,286,129
671,42,1,298,129
672,42,1,302,129
673,42,1,342,165
674,42,1,350,185
675,42,1,370,5
676,43,1,67,40
677,43,1,71,108
678,43,1,71,180
679,43,1,91,92
680,43,1,119,16
681,43,1,207,36
682,44,1,52,4
683,44,1,152,172
684,45,1,87,59
685,45,1,179,75
686,46,1,73,25
687,46,1,85,97
688,46,1,97,169
689,46,1,157,109
690,46,1,173,101
691,46,1,185,73
692,46,1,197,77
693,46,1,289,133
694,47,1,66,128
695,47,1,126,24
696,47,1,130,20
697,47,1,162,24
698,47,1,194,80
699,48,1,55,119
700,48,1,103,175
701,48,1,115,103
702,48,1,139,127
703,48,1,223,163
704,48,1,239,75
705,49,1,37,100
706,49,1,41,120
707,49,1,45,112
708,49,1,57,92
709,49,1,61,88
710,49,1,77,28
711,49,1,81,12
712,49,1,85,100
713,49,1,85,120
714,49,1,85,164
715,49,1,89,100
716,49,1,93,96
717,49,1,105,116
718,49,1,113,44
719,49,1,121,20
720,49,1,125,96
721,49,1,133,108
722,49,1,133,140
723,49,1,153,172
724,49,1,157,100
725,49,1,161,84
726,49,1,161,152
727,49,1,177,92
728,49,1,181,24
729,49,1,189,72
730,49,1,193,80
731,49,1,201,168
732,49,1,265,148
733,50,1,41,120
734,50,1,45,112
735,50,1,65,120
736,50,1,69,40
737,50,1,77,112
738,50,1,81,144
739,50,1,85,100
740,50,1,85,120
741,50,1,85,164
742,50,1,89,56
743,50,1,89,80
744,50,1,93,92
745,50,1,97,80
746,50,1,101,84
747,50,1,105,24
748,50,1,105,116
749,50,1,113,88
750,50,1,113,136
751,50,1,121,144
752,50,1,133,108
753,50,1,137,132
754,50,1,141,132
755,50,1,145,180
756,50,1,153,172
757,50,1,157,48
758,50,1,161,40
759,50,1,165,92
760,50,1,173,160
761,50,1,177,108
762,50,1,181,64
763,50,1,189,120
764,50,1,201,168
765,50,1,205,184
766,50,1,217,180
767,50,1,265,148
768,52,1,36,4
769,52,1,36,100
770,52,1,36,144
771,52,1,36,156
772,52,1,44,112
773,52,1,52,20
774,52,1,52,84
775,52,1,56,36
776,52,1,56,92
777,52,1,56,124
778,52,1,72,28
779,52,1,112,92
780,52,1,112,108
781,52,1,120,20
782,52,1,132,108
783,52,1,160,152
784,52,1,160,180
785,52,1,164,112
786,52,1,176,68
787,52,1,188,84
788,52,1,192,80
789,52,1,204,172
790,52,1,220,76
791,52,1,232,48
792,52,1,248,12
793,52,1,252,152
794,53,1,31,88
795,53,1,39,24
796,53,1,43,120
797,53,1,47,112
798,53,1,47,168
799,53,1,55,84
800,53,1,59,92
801,53,1,59,116
802,53,1,83,8
803,53,1,87,56
804,53,1,87,100
805,53,1,91,56
806,53,1,91,100
807,53,1,99,84
808,53,1,103,128
809,53,1,115,104
810,53,1,115,108
811,53,1,123,144
812,53,1,127,80
813,53,1,131,80
814,53,1,139,132
815,53,1,143,88
816,53,1,143,152
817,53,1,159,108
818,53,1,159,180
819,53,1,179,64
820,53,1,183,104
821,53,1,183,108
822,53,1,195,24
823,53,1,199,124
824,53,1,199,172
825,53,1,235,156
826,53,1,239,180
827,53,1,287,136
828,53,1,299,136
829,54,1,50,16
830,54,1,62,20
831,54,1,66,20
832,56,1,36,23
833,56,1,76,59
834,56,1,84,119
835,56,1,88,187
836,56,1,92,79
837,56,1,92,139
838,56,1,92,179
839,56,1,100,171
840,56,1,112,59
841,56,1,120,143
842,56,1,132,139
843,56,1,136,131
844,56,1,148,131
845,56,1,156,99
846,56,1,172,159
847,56,1,176,107
848,56,1,192,187
849,56,1,196,207
850,56,1,200,171
851,56,1,220,75
852,56,1,228,171
853,56,1,240,75
854,56,1,248,163
855,56,1,252,151
856,57,1,113,88
857,57,1,181,20
858,57,1,233,72
859,58,1,95,118
860,58,1,207,182
861,59,1,91,120
862,59,1,143,88
863,59,1,143,132
864,59,1,167,40
865,60,1,77,183
866,60,1,93,183
867,60,1,101,83
868,60,1,173,23
869,61,1,49,135
870,61,1,53,7
871,61,1,65,59
872,61,1,65,139
873,61,1,69,71
874,61,1,73,175
875,61,1,77,23
876,61,1,85,79
877,61,1,85,95
878,61,1,93,139
879,61,1,101,91
880,61,1,113,43
881,61,1,113,147
882,61,1,121,147
883,61,1,133,139
884,61,1,137,111
885,61,1,137,131
886,61,1,141,123
887,61,1,141,151
888,61,1,149,131
889,61,1,157,183
890,61,1,165,23
891,61,1,165,43
892,61,1,169,147
893,61,1,173,23
894,61,1,181,19
895,61,1,193,187
896,61,1,197,207
897,61,1,221,103
898,61,1,229,171
899,61,1,241,15
900,62,1,37,25
901,62,1,53,21
902,62,1,61,21
903,62,1,73,177
904,62,1,77,33
905,62,1,101,109
906,62,1,129,85
907,62,1,141,121
908,62,1,145,101
909,62,1,161,45
910,62,1,177,109
911,62,1,181,17
912,62,1,205,113
913,63,1,62,117
914,63,1,62,137
915,63,1,98,89
916,63,1,98,93
917,63,1,186,9
918,63,1,186,13
919,64,1,32,81
920,64,1,40,121
921,64,1,52,17
922,64,1,52,21
923,64,1,52,85
924,64,1,56,93
925,64,1,64,121
926,64,1,72,25
927,64,1,92,57
928,64,1,92,101
929,64,1,96,73
930,64,1,96,101
931,64,1,104,117
932,64,1,112,109
933,64,1,116,149
934,64,1,120,17
935,64,1,124,97
936,64,1,136,93
937,64,1,136,121
938,64,1,140,97
939,64,1,152,21
940,64,1,152,173
941,64,1,156,109
942,64,1,160,41
943,64,1,160,153
944,64,1,160,181
945,64,1,168,173
946,64,1,180,33
947,64,1,180,93
948,64,1,184,73
949,64,1,192,81
950,64,1,204,173
951,64,1,212,29
952,64,1,232,49
953,64,1,256,173
954,64,1,276,153
955,65,1,45,165
956,65,1,65,33
957,65,1,85,165
958,65,1,273,137
959,65,1,293,137
960,66,1,30,169
961,66,1,34,145
962,66,1,78,25
963,66,1,90,81
964,66,1,94,97
965,66,1,98,37
966,66,1,98,85
967,66,1,118,101
968,66,1,130,81
969,66,1,142,169
970,66,1,146,137
971,66,1,158,181
972,66,1,162,45
973,66,1,170,37
974,66,1,170,177
975,66,1,178,17
976,66,1,182,61
977,66,1,186,113
978,66,1,186,149
979,66,1,186,173
980,66,1,198,29
981,66,1,198,205
982,66,1,206,5
983,66,1,206,125
984,66,1,230,157
985,66,1,238,77
986,66,1,278,153
987,66,1,282,133
988,67,1,53,116
989,67,1,65,120
990,67,1,69,116
991,67,1,77,168
992,67,1,81,180
993,67,1,85,184
994,67,1,93,48
995,67,1,105,88
996,67,1,113,88
997,67,1,133,84
998,67,1,133,92
999,67,1,153,8
1000,67,1,161,12
1001,67,1,189,20
1002,67,1,193,112
1003,68,1,141,94
1004,68,1,141,170
1005,68,1,157,178
1006,68,1,173,34
1007,68,1,185,186
1008,69,1,42,178
1009,69,1,82,158
1010,69,1,82,170
1011,69,1,86,182
1012,69,1,90,110
1013,69,1,90,178
1014,69,1,102,102
1015,69,1,106,106
1016,69,1,122,94
1017,69,1,146,110
1018,69,1,146,174
1019,69,1,162,146
1020,69,1,278,146
1021,70,1,181,6
1022,70,1,221,34
1023,70,1,249,10
1024,71,1,36,155
1025,71,1,76,27
1026,71,1,76,59
1027,71,1,120,19
1028,71,1,152,123
1029,71,1,168,135
1030,71,1,188,75
1031,71,1,192,71
1032,72,1,47,139
1033,72,1,51,155
1034,72,1,83,127
1035,72,1,87,127
1036,72,1,151,123
1037,72,1,187,75
1038,72,1,207,35
1039,72,1,215,3
1040,73,1,25,134
1041,73,1,61,158
1042,73,1,69,14
1043,73,1,73,26
1044,73,1,81,70
1045,73,1,89,122
1046,73,1,117,14
1047,73,1,117,94
1048,73,1,149,38
1049,73,1,149,54
1050,73,1,149,142
1051,73,1,157,50
1052,73,1,161,26
1053,73,1,161,166
1054,73,1,165,66
1055,73,1,173,34
1056,73,1,173,58
1057,73,1,173,66
1058,73,1,177,66
1059,73,1,177,162
1060,73,1,181,18
1061,73,1,181,62
1062,73,1,185,74
1063,73,1,189,82
1064,73,1,189,194
1065,73,1,209,126
1066,73,1,217,2
1067,73,1,273,122
1068,73,1,285,126
1069,73,1,289,154
1070,74,1,45,83
1071,74,1,49,135
1072,74,1,53,7
1073,74,1,61,87
1074,74,1,73,95
1075,74,1,77,23
1076,74,1,77,27
1077,74,1,77,87
1078,74,1,81,135
1079,74,1,85,95
1080,74,1,89,107
1081,74,1,89,167
1082,74,1,97,35
1083,74,1,113,43
1084,74,1,113,147
1085,74,1,121,95
1086,74,1,121,143
1087,74,1,129,107
1088,74,1,149,131
1089,74,1,161,147
1090,74,1,173,23
1091,74,1,173,159
1092,74,1,185,11
1093,74,1,193,187
1094,74,1,197,103
1095,74,1,201,171
1096,74,1,205,199
1097,74,1,229,171
1098,74,1,245,159
1099,74,1,265,147
1100,75,1,41,149
1101,75,1,49,33
1102,75,1,73,25
1103,75,1,73,49
1104,75,1,161,105
1105,75,1,189,25
1106,76,1,112,92
1107,76,1,120,16
1108,76,1,160,40
1109,76,1,224,12
1110,76,1,232,48
1111,76,1,264,160
1112,78,1,36,24
1113,78,1,52,32
1114,78,1,52,84
1115,78,1,80,100
1116,78,1,88,128
1117,78,1,92,84
1118,78,1,96,72
1119,78,1,120,24
1120,78,1,156,100
1121,78,1,160,40
1122,78,1,164,92
1123,78,1,176,108
1124,78,1,180,92
1125,78,1,184,72
1126,78,1,200,80
1127,78,1,204,172
1128,78,1,212,28
1129,78,1,212,96
1130,78,1,216,4
1131,78,1,216,32
1132,78,1,220,76
1133,78,1,228,56
1134,78,1,232,48
1135,78,1,252,152
1136,79,1,55,94
1137,79,1,111,94
1138,79,1,139,174
1139,79,1,151,174
1140,79,1,163,170
1141,79,1,271,138
1142,80,1,46,8
1143,80,1,78,168
1144,80,1,122,88
1145,80,1,150,132
1146,80,1,178,4
1147,81,1,32,27
1148,81,1,36,23
1149,81,1,44,23
1150,81,1,48,19
1151,81,1,52,163
1152,81,1,52,167
1153,81,1,56,11
1154,81,1,64,15
1155,81,1,64,115
1156,81,1,64,159
1157,81,1,68,19
1158,81,1,68,115
1159,81,1,68,119
1160,81,1,72,107
1161,81,1,76,127
1162,81,1,76,131
1163,81,1,76,163
1164,81,1,80,107
1165,81,1,80,171
1166,81,1,84,103
1167,81,1,84,175
1168,81,1,84,179
1169,81,1,84,187
1170,81,1,88,103
1171,81,1,88,155
1172,81,1,88,159
1173,81,1,88,183
1174,81,1,92,99
1175,81,1,92,155
1176,81,1,92,159
1177,81,1,96,99
1178,81,1,96,155
1179,81,1,96,183
1180,81,1,100,107
1181,81,1,100,179
1182,81,1,104,95
1183,81,1,104,99
1184,81,1,104,107
1185,81,1,108,79
1186,81,1,108,103
1187,81,1,112,59
1188,81,1,112,79
1189,81,1,112,99
1190,81,1,112,103
1191,81,1,120,107
1192,81,1,124,107
1193,81,1,128,83
1194,81,1,128,103
1195,81,1,132,79
1196,81,1,132,83
1197,81,1,136,79
1198,81,1,136,83
1199,81,1,136,91
1200,81,1,140,79
1201,81,1,140,83
1202,81,1,144,79
1203,81,1,144,83
1204,81,1,148,79
1205,81,1,148,83
1206,81,1,164,7
1207,81,1,164,11
1208,81,1,168,151
1209,81,1,172,11
1210,81,1,172,103
1211,81,1,176,147
1212,81,1,180,123
1213,81,1,180,127
1214,81,1,188,115
1215,81,1,192,23
1216,81,1,192,111
1217,81,1,196,19
1218,81,1,196,23
1219,81,1,196,111
1220,81,1,200,23
1221,81,1,204,115
1222,81,1,292,151
1223,82,1,31,31
1224,82,1,83,163
1225,82,1,95,91
1226,82,1,127,87
1227,82,1,135,91
1228,82,1,143,99
1229,82,1,155,47
1230,82,1,163,47
1231,83,1,49,136
1232,83,1,49,148
1233,83,1,61,88
1234,83,1,65,120
1235,83,1,77,24
1236,83,1,77,48
1237,83,1,89,168
1238,83,1,105,24
1239,83,1,113,88
1240,83,1,113,148
1241,83,1,121,16
1242,83,1,121,20
1243,83,1,125,24
1244,83,1,125,96
1245,83,1,161,40
1246,83,1,165,92
1247,83,1,173,160
1248,83,1,177,108
1249,83,1,181,20
1250,83,1,185,12
1251,83,1,197,104
1252,83,1,201,8
1253,83,1,213,28
1254,83,1,217,4
1255,83,1,217,180
1256,83,1,221,104
1257,83,1,225,12
1258,83,1,265,148
1259,84,1,51,131
1260,84,1,55,119
1261,84,1,115,103
1262,84,1,123,91
1263,84,1,127,139
1264,84,1,159,11
1265,84,1,167,23
1266,84,1,195,79
1267,84,1,239,75
1268,84,1,247,171
1269,84,1,255,155
1270,85,1,37,98
1271,85,1,45,166
1272,85,1,61,102
1273,85,1,73,26
1274,85,1,77,106
1275,85,1,85,98
1276,85,1,89,114
1277,85,1,93,58
1278,85,1,97,58
1279,85,1,101,110
1280,85,1,117,142
1281,85,1,133,90
1282,85,1,137,86
1283,85,1,137,94
1284,85,1,137,110
1285,85,1,141,122
1286,85,1,141,138
1287,85,1,141,174
1288,85,1,149,138
1289,85,1,149,142
1290,85,1,157,110
1291,85,1,157,178
1292,85,1,161,42
1293,85,1,165,170
1294,85,1,169,174
1295,85,1,169,178
1296,85,1,185,186
1297,85,1,189,194
1298,85,1,209,162
1299,85,1,281,146
1300,85,1,289,154
1301,86,1,85,156
1302,86,1,89,80
1303,86,1,177,92
1304,87,1,51,153
1305,87,1,63,125
1306,87,1,63,129
1307,87,1,91,77
1308,87,1,159,13
1309,87,1,183,69
1310,87,1,195,125
1311,88,1,30,80
1312,88,1,34,92
1313,88,1,54,124
1314,88,1,66,120
1315,88,1,90,76
1316,88,1,90,136
1317,88,1,98,88
1318,88,1,98,128
1319,88,1,98,184
1320,88,1,110,104
1321,88,1,110,108
1322,88,1,126,96
1323,88,1,138,88
1324,88,1,146,92
1325,88,1,154,80
1326,88,1,154,108
1327,88,1,158,152
1328,88,1,178,76
1329,88,1,178,104
1330,88,1,194,124
1331,88,1,194,172
1332,88,1,234,180
1333,89,1,51,153
1334,89,1,75,25
1335,89,1,79,9
1336,89,1,87,81
1337,89,1,91,181
1338,89,1,95,105
1339,89,1,95,149
1340,89,1,99,25
1341,89,1,103,41
1342,89,1,111,93
1343,89,1,111,97
1344,89,1,147,93
1345,89,1,151,21
1346,89,1,151,109
1347,89,1,155,81
1348,89,1,155,109
1349,89,1,159,13
1350,89,1,163,45
1351,89,1,167,1
1352,89,1,179,17
1353,89,1,179,33
1354,89,1,179,77
1355,89,1,179,93
1356,89,1,179,105
1357,89,1,187,89
1358,89,1,191,25
1359,89,1,191,101
1360,89,1,191,117
